id dam sire
8943882 8800038 8857207
8943889 8934364 8857767
8943892 8887370 8866786
8943894 8887370 8887279
8943897 F0153 8943743
8981002 NA 8934368
8981003 F0157 8939085
8981005 8934077 8934089
8981007 8934062 M0102
8981008 F0105 M0225
8981009 F0110 8943897
8981011 NA NA
8981012 8939602 8981723
8981015 8943039 M0034
8981016 F0125 8934559
8981018 NA NA
8981020 8934077 8934089
8981021 8939091 8934600
8981024 8939157 M0102
8981025 F0110 8943897
8981026 NA NA
8981027 8939749 8981823
8981029 8800416 8887341
8981030 F0049 M0049
8981031 8939125 M0034
8981032 8943039 M0034
8981033 NA NA
8981036 8168614 M0146
8981038 8943106 M0121
8981229 NA NA
8981237 NA NA
8981241 NA NA
8981247 F0094 8730584
8981248 NA 8887226
8981253 8934373 8939195
8981262 8939821 8939551
8981263 NA NA
8981264 8939602 8981723
8981265 8939762 8939534
8981266 8939615 8800436
8981267 8887370 M0154
8981268 8857205 8887344
8981270 NA NA
8981272 8857205 8887344
8981273 F0110 8943897
8981274 8939762 8939534
8981277 F0157 M0181
8981278 8934062 8934069
8981279 8800550 8866704
8981280 8857205 8887344
8981281 NA 8939764
8981283 8981802 8939768
8981284 8939360 M0182
8981286 NA NA
8981287 8887451 8800469
8981289 8934077 8934089
8981290 8981857 8943882
8981293 8939180 M0183
8981296 8939762 8939534
8981310 NA NA
8981312 F0178 8939806
8981313 8943164 8934876
8981318 8857780 8887267
8981325 8939392 8934333
8981503 F0047 M0047
8981536 8934875 8934473
8981545 NA NA
8981582 8934399 M0071
8981601 8943066 8857278
8981602 8943066 8857278
8981604 8943013 8934338
8981605 8800936 8747551
8981606 NA NA
8981607 8943013 8934338
8981608 NA NA
8981609 F0094 8730584
8981643 8943753 NA
8981652 NA NA
8981657 8943475 M0071
8981676 F0173 M0226
8981701 8943142 8943752
8981702 NA NA
8981703 NA NA
8981704 NA NA
8981707 8981824 8939769
8981708 F0120 8939344
8981711 NA NA
8981714 F0015 M0013
8981715 F0015 M0013
8981720 NA NA
8981722 NA NA
8981723 NA NA
8981733 NA NA
8981734 NA NA
8981738 8943129 8887335
8981739 8939124 8939037
8981741 8934854 NA
8981754 NA M0158
8981773 8934217 8939151
8981774 8934217 8939151
8981784 8981803 8887315
8981786 8981803 8887315
8981791 F0179 8939569
8981792 8800094 8981850
8981801 NA NA
8981802 F0097 M0101
8981803 F0018 M0016
8981804 NA NA
8981805 NA NA
8981806 8732690 8747720
8981807 NA NA
8981820 8939763 8939535
8981821 8939762 8939534
8981822 F0180 8866786
8981823 NA NA
8981824 F0049 M0049
8981832 8934472 M0103
8981850 NA NA
8981856 NA NA
8981857 8887370 8887279
8981858 F0096 M0098
8981861 F0098 M0104
8981863 F0098 M0104
8981864 8934828 8934867
8981873 NA NA
8981881 8934471 8934231
8981914 8939704 8939622
8981919 NA 8866710
8981920 NA NA
8981923 NA 8857946
8981927 F0135 8934868
8981928 F0014 M0147
8981929 NA NA
8981935 NA NA
8981940 8939475 NA
8981942 NA NA
8981944 8943475 M0071
8981945 NA 8934867
8981955 NA 8934514
8981960 F0135 8934385
8981962 8981965 8934385
8981965 NA 8887035
8981968 8981927 M0099
8981970 8981927 M0099
8981971 NA NA
8981972 NA NA
8L19501 F0181 8934473
8L19505 NA NA
8L19506 8L19505 8857946
8L19539 8981955 8934588
8L19540 8981955 8934588
8L19561 8L52272 M0163
8L19564 F0182 8L30807
8L19568 F0133 8L52283
8L19569 F0133 M0165
8L19572 F0093 M0108
8L19595 F0183 8939462
8L19616 NA NA
8L19627 NA NA
8L19633 8939475 M0223
8L19637 8L30833 8939495
8L19652 NA NA
8L19656 F0118 8939422
8L19661 8934472 M0103
8L19681 8943473 M0153
8L19688 8L30947 M0087
8L19689 8L30947 M0087
8L19693 8943429 8L30500
8L19722 8L48607 8L52597
8L19723 8L48607 8L52597
8L19728 8L48476 8939038
8L19729 8887206 8981805
8L19730 8L48476 8981033
8L19813 8981264 8939768
8L19825 NA NA
8L19830 F0184 8L48450
8L19835 8L52202 M0092
8L19839 F0129 8L48336
8L19856 NA NA
8L19858 8800935 8981038
8L19860 8800935 8981038
8L19862 F0028 M0025
8L19877 8943735 8981708
8L19891 8L48344 M0123
8L19898 8939897 8L19920
8L19899 8857780 8L52943
8L19900 NA NA
8L19912 NA NA
8L19914 F0156 8L19917
8L19917 8L30962 8981864
8L19919 8939749 8981823
8L19920 NA NA
8L19921 F0063 M0064
8L19922 8939097 8943012
8L19928 8L30761 8943801
8L19930 8800935 8981038
8L19931 8L48691 8934338
8L19932 NA NA
8L19933 NA NA
8L19934 8L30890 8939534
8L19936 8943880 8L52534
8L19937 8L52978 M0143
8L19946 NA NA
8L19958 8L30761 8943801
8L19959 8943106 M0080
8L19960 8943106 M0080
8L19961 8L48691 8934338
8L19969 NA NA
8L19972 8934066 8939535
8L19974 F0156 8L19917
8L19977 8857237 8L52596
8L19978 8L30890 8939534
8L19979 8L52533 8981272
8L19980 8L30890 8939534
8L19986 8L48480 8939037
8L19987 NA NA
8L19988 8118435 8L30882
8L19991 8L30920 8L49917
8L19992 8L30920 8L49917
8L19995 8L30920 8L49917
8L19998 8816494 8L52401
8L19999 8309291 8L89363
8L26521 8L64399 8L30500
8L26528 8L52223 NA
8L26538 8L49909 8934537
8L26570 8816921 8L52411
8L26576 8L49991 8309159
8L26578 8L49991 8309159
8L26579 8L89467 8L52920
8L26581 8939392 8981850
8L26582 8939617 8934333
8L26586 8L52978 M0143
8L26587 8L30890 8939534
8L26591 8887451 8981270
8L26595 NA NA
8L26596 NA NA
8L26597 8L49991 8L52963
8L30001 8943106 M0080
8L30208 8939617 8981722
8L30212 8939617 8981722
8L30219 F0120 8939344
8L30235 F0047 M0047
8L30248 8887406 8747551
8L30249 8943106 M0080
8L30253 8939124 8939037
8L30260 F0130 8939608
8L30261 F0130 8939608
8L30286 8857205 8887344
8L30289 NA NA
8L30291 8939095 8943801
8L30298 NA M0082
8L30300 NA 8943485
8L30301 8934820 M0184
8L30308 NA NA
8L30311 8981971 NA
8L30313 NA 8939815
8L30320 F0120 8939344
8L30327 NA NA
8L30340 F0009 M0008
8L30363 8939097 8939093
8L30364 8747548 8800495
8L30372 8934828 M0160
8L30380 8981923 8943498
8L30388 NA 8939495
8L30396 F0118 8943754
8L30401 NA 8939199
8L30444 8887474 8934225
8L30445 8747604 8934027
8L30446 8747604 8934027
8L30449 8887205 8939038
8L30451 NA NA
8L30489 8939442 M0075
8L30490 8934236 8981928
8L30496 F0014 M0147
8L30499 F0135 8934884
8L30500 8904654 M0129
8L30572 8800104 8943801
8L30591 F0110 8943897
8L30596 NA NA
8L30597 NA 8939595
8L30598 F0094 8730584
8L30599 NA NA
8L30761 8747553 8857284
8L30779 8939091 8934600
8L30780 8939091 8934600
8L30781 NA NA
8L30782 8887206 8981805
8L30783 NA NA
8L30784 F0085 M0090
8L30807 F0123 8934473
8L30809 F0123 8934473
8L30819 8L48565 M0087
8L30828 8981960 M0156
8L30829 NA NA
8L30832 NA NA
8L30833 8943469 M0030
8L30835 8981927 M0147
8L30848 F0036 8934395
8L30851 8981863 8L30958
8L30876 F0185 8887238
8L30878 8939125 8939037
8L30879 8939125 8939037
8L30882 8939125 8939037
8L30886 8943459 8943752
8L30890 8943894 8L30260
8L30892 8939749 8939359
8L30893 8981267 8981007
8L30898 8939197 M0092
8L30917 8981965 8934385
8L30919 8981965 8934385
8L30920 8943459 8887385
8L30922 8943459 8747901
8L30947 F0014 M0147
8L30958 8943475 M0071
8L30959 8981927 M0099
8L30962 8943475 M0071
8L30963 8943469 NA
8L48310 8934374 M0225
8L48311 8866789 8L30320
8L48312 8981264 8939768
8L48313 8981267 8981007
8L48314 8939197 8939733
8L48315 8981264 8939768
8L48318 8981801 8943486
8L48319 NA NA
8L48320 F0142 8L52974
8L48323 F0142 8L52974
8L48334 8L52967 M0185
8L48336 8L30599 8939608
8L48337 8L30599 8939608
8L48344 8934899 8887385
8L48350 8857237 8939748
8L48352 NA 8939748
8L48365 8981284 M0092
8L48368 8981277 8939085
8L48371 8887472 8981033
8L48377 8887474 8887373
8L48381 F0164 M0158
8L48398 8981711 8943458
8L48399 8981711 8943752
8L48404 8L30962 NA
8L48405 F0014 M0147
8L48407 8939874 8943766
8L48408 8L30962 8981864
8L48410 F0007 M0006
8L48414 NA NA
8L48417 F0007 M0006
8L48418 NA NA
8L48427 8981960 8943578
8L48428 8981945 M0156
8L48430 8L30962 8981864
8L48432 F0135 8981864
8L48435 8L30959 M0186
8L48436 8939874 8943766
8L48438 8981264 8939768
8L48440 8939197 8939733
8L48441 8981707 8981248
8L48443 8939602 8981279
8L48444 8981264 8939768
8L48445 8L48592 8L52211
8L48446 F0118 8934876
8L48448 NA 8747720
8L48450 8981264 8939768
8L48451 8939824 8939462
8L48452 8981024 8943486
8L48454 8981281 M0154
8L48455 8934304 8939764
8L48457 8800935 8981038
8L48459 8943106 M0080
8L48461 8943105 8L48501
8L48463 8939095 8857284
8L48467 8L48691 8939119
8L48469 8939139 8943012
8L48473 8887472 M0187
8L48474 F0096 M0098
8L48476 NA NA
8L48477 8887472 8934559
8L48478 8943039 8981031
8L48479 8887206 8981805
8L48480 F0085 M0090
8L48501 8800935 8747551
8L48507 NA NA
8L48540 8934820 8L30500
8L48542 8L30947 8981657
8L48555 NA NA
8L48565 NA NA
8L48574 NA NA
8L48581 F0119 8857767
8L48583 8939360 8981273
8L48592 8857205 8887344
8L48598 8934392 M0157
8L48602 8939034 8981804
8L48607 F0084 8887324
8L48608 8939392 8934333
8L48609 NA NA
8L48610 F0186 8981822
8L48611 8981029 8939106
8L48651 F0107 M0110
8L48661 8L48592 8981005
8L48662 8L48592 8981005
8L48691 8939095 8943801
8L48692 F0106 NA
8L48694 8L48607 8L48608
8L48695 8L48607 8L48608
8L49909 8939141 8981602
8L49910 F0105 8981823
8L49912 8L48344 8L48611
8L49917 F0187 8939106
8L49930 8934879 8800556
8L49934 8934806 NA
8L49935 8L49934 M0158
8L49938 8866789 8L19813
8L49943 NA 8981030
8L49957 8981018 8939519
8L49958 8981018 8939519
8L49959 8981018 8939519
8L49960 8981018 8939519
8L49963 8L48480 8939037
8L49969 F0101 8L30878
8L49974 8L52310 8L48440
8L49991 NA NA
8L52202 8943880 8943485
8L52209 8800375 8887379
8L52210 NA NA
8L52211 8939728 NA
8L52212 8857205 8887344
8L52214 NA NA
8L52223 F0028 M0025
8L52224 NA NA
8L52231 F0178 M0224
8L52235 8943473 M0108
8L52237 8943473 M0108
8L52239 8943473 M0108
8L52241 F0036 8934395
8L52243 F0036 8934395
8L52244 F0036 8934395
8L52249 8934392 M0157
8L52253 8981965 8981970
8L52254 8981965 8981970
8L52255 8939874 8943766
8L52258 8939874 8943766
8L52272 8904654 M0147
8L52283 8943470 M0071
8L52284 8943470 M0150
8L52287 F0123 8934473
8L52303 8981733 8981007
8L52304 8981266 M0188
8L52305 8981266 8939747
8L52308 8857237 8939748
8L52310 8857237 8939748
8L52401 8939750 8934368
8L52403 8939392 8981325
8L52404 8943064 8866710
8L52405 NA NA
8L52407 8747534 8887345
8L52408 8939392 8981325
8L52410 NA NA
8L52411 8939617 8934333
8L52415 8747604 8934027
8L52416 8L30596 8L30446
8L52418 8943039 8981031
8L52419 8L30596 8L30446
8L52420 8939091 8934600
8L52424 8981861 NA
8L52426 8939052 8939196
8L52428 8981280 8939199
8L52501 8939158 8943402
8L52504 8981266 8943486
8L52514 8887205 8939038
8L52515 8887205 8939038
8L52527 F0107 M0110
8L52529 F0107 M0110
8L52532 8943459 8943752
8L52533 8857205 8887344
8L52534 F0097 M0101
8L52535 F0110 8943897
8L52549 8L52550 8939085
8L52550 F0150 8887449
8L52551 8747604 8934027
8L52552 8747604 8934027
8L52554 8747604 8934027
8L52555 8747604 8934027
8L52574 8800935 8981038
8L52585 F0188 8747901
8L52595 F0095 M0097
8L52596 8939899 8L30591
8L52597 8L30340 8887481
8L52598 8939095 8857284
8L52601 8943469 NA
8L52614 8981873 8943578
8L52619 F0093 M0051
8L52620 F0093 M0051
8L52623 F0093 M0051
8L52624 F0132 M0136
8L52629 NA NA
8L52674 8939574 8981792
8L52689 NA NA
8L52909 8934879 8800556
8L52913 8800935 8981038
8L52920 8939615 8800436
8L52922 8866741 8L52920
8L52923 8866741 8934333
8L52931 8800440 8934460
8L52932 NA NA
8L52934 8887206 8981805
8L52943 8800090 8857752
8L52950 8747900 8800547
8L52954 8981801 8943486
8L52955 8981280 8939199
8L52956 8934304 M0189
8L52959 8L30340 8887481
8L52960 8934028 8981722
8L52961 F0028 M0025
8L52962 8934028 8981722
8L52963 8939392 8934333
8L52964 8L52212 NA
8L52965 8L48607 8L48608
8L52967 8866741 8800390
8L52969 8857780 8866710
8L52973 NA NA
8L52974 8939091 8934600
8L52978 8939578 8939359
8L57701 8L30235 8L48404
8L57729 8943473 M0108
8L57742 8L48542 M0163
8L57750 8939874 M0190
8L57757 8L30947 M0087
8L57758 F0189 8L30500
8L57789 NA NA
8L57814 F0010 M0009
8L57815 F0010 M0009
8L57859 NA NA
8L57876 NA NA
8L57880 8981267 8981822
8L57882 NA NA
8L57902 F0025 M0023
8L57906 8L64821 8L64157
8L57916 8939818 M0059
8L57918 F0072 M0073
8L57921 F0083 M0089
8L57922 8939443 8M31738
8L57923 F0032 8L19688
8L57927 8939443 M0133
8L57928 8L64372 M0136
8L57933 F0072 M0073
8L57934 8M72019 8L19661
8L57941 8L89983 8L89026
8L57942 8L64821 8L64157
8L57943 F0151 8L64858
8L64134 8L30289 8981279
8L64139 NA NA
8L64144 NA NA
8L64148 8L19633 8L64813
8L64149 8L19633 8L64813
8L64156 8L64398 8L30819
8L64157 8L64398 8L30819
8L64158 8L19693 M0148
8L64169 F0036 8934395
8L64175 8L57814 8L30500
8L64176 8L48598 M0191
8L64202 8L19825 8L48478
8L64206 8L26596 8L26597
8L64210 NA NA
8L64212 8309285 8L48352
8L64215 8939086 8L52426
8L64216 NA 8887462
8L64224 F0104 8816496
8L64225 F0104 8816496
8L64241 8816455 8118424
8L64256 NA NA
8L64260 F0133 8981929
8L64265 F0093 8939804
8L64266 F0093 8939804
8L64271 8939749 8981005
8L64272 8L48418 8L48311
8L64278 8L52310 8L30298
8L64280 8L52310 8L30298
8L64283 8L52310 8L30298
8L64286 8L19931 NA
8L64288 8800935 8939119
8L64291 8939582 8934339
8L64294 8L19825 8L48478
8L64327 8981955 8939544
8L64354 NA NA
8L64372 F0133 8981929
8L64373 F0133 8981929
8L64374 F0133 8981929
8L64380 F0031 M0028
8L64397 8939419 M0029
8L64398 F0068 M0069
8L64399 8981927 M0099
8L64809 8943470 8L30499
8L64812 8939419 M0029
8L64813 8L52223 M0192
8L64814 8981945 8L19661
8L64819 8L57758 M0152
8L64820 8L57758 M0152
8L64821 8L57758 M0152
8L64824 8L48555 NA
8L64825 8L52249 M0030
8L64833 NA NA
8L64835 NA NA
8L64838 F0190 M0148
8L64839 8L52614 8939495
8L64840 8L48555 M0088
8L64841 8816442 NA
8L64856 8981942 8981832
8L64857 8887422 8934808
8L64858 F0031 M0028
8L64866 8L30388 M0193
8L64901 NA NA
8L64902 F0063 M0064
8L64903 8L52550 8981268
8L64915 8L30782 8934559
8L64916 8L48476 8939038
8L64922 8L30001 8L48501
8L64923 F0058 M0054
8L64933 8L30783 8309182
8L64945 8816943 8939037
8L64954 8L49912 NA
8L64970 8L48448 8939085
8L64971 8L48448 8939085
8L64975 8981754 8887462
8L64976 8981754 8887462
8L64981 8934066 8981270
8L64985 8L48323 8L48479
8L64996 F0058 M0054
8L88307 NA NA
8L89026 F0162 8L64156
8L89044 8L64820 M0194
8L89049 8L64819 8M31126
8L89064 8L52249 M0030
8L89100 F0093 8939804
8L89202 8309263 8981005
8L89209 8L52305 8981248
8L89210 8L52305 8934069
8L89211 8L52305 8L48455
8L89230 8L89467 8L52920
8L89244 8816919 8934333
8L89245 8816919 8816452
8L89254 8L19728 8L30780
8L89256 8L19728 8L30780
8L89258 8816930 8L49957
8L89259 8L30596 8L52552
8L89265 8934374 8L49910
8L89266 8934374 8L49910
8L89268 F0147 8939764
8L89269 8L48418 8L52243
8L89271 8L48418 8L48311
8L89273 8L52428 8939391
8L89274 8L48418 8L48311
8L89276 8L48418 8L48311
8L89277 8309283 8309277
8L89282 8309291 8939106
8L89296 8887472 8L52420
8L89298 8943106 8L48501
8L89299 8L30001 8L48501
8L89324 F0089 8L48336
8L89326 8L64923 NA
8L89333 8L52962 8L52674
8L89334 8939392 8981850
8L89335 8939615 8934333
8L89337 8L89470 8934333
8L89349 8943039 8939037
8L89352 8934304 8L19969
8L89354 8939749 8981005
8L89355 F0129 8L48352
8L89358 8816942 8816952
8L89363 8L48344 8L49917
8L89365 8939086 8309266
8L89366 8309283 8939199
8L89368 8L30599 M0125
8L89370 F0081 M0061
8L89371 8981267 8981822
8L89372 F0081 M0061
8L89374 F0147 8939764
8L89376 8L19839 8981268
8L89377 NA 8939764
8L89379 NA NA
8L89380 NA NA
8L89384 8309171 8943897
8L89386 8L48365 8939535
8L89387 8981267 8939764
8L89388 8981280 8939199
8L89389 8L64903 8L48313
8L89391 8118435 8L30882
8L89394 8118432 8939038
8L89395 8816942 8816952
8L89399 8L89470 8934333
8L89404 8L64902 M0164
8L89411 8816918 8L48455
8L89412 8816918 8981806
8L89418 8L19722 M0055
8L89423 8L89335 8L52963
8L89430 8816408 8309288
8L89431 8816408 8309288
8L89432 8L19946 8L52504
8L89434 8L64903 8L48313
8L89436 8L64903 8L48313
8L89439 8L30599 M0125
8L89441 8L19988 8816467
8L89456 8800935 8981038
8L89457 8L48457 8L52598
8L89460 8L19961 8L48467
8L89461 8943106 8934339
8L89466 NA NA
8L89467 NA NA
8L89470 NA NA
8L89471 8939392 8981850
8L89474 8816959 8L52418
8L89502 8943735 8309274
8L89503 8L30599 M0125
8L89507 8L52978 8L89514
8L89508 8L52550 8981268
8L89509 8L19980 8L19830
8L89512 8981820 8939085
8L89514 8981267 8981007
8L89516 8981009 8L89508
8L89517 8L19980 8L89514
8L89518 NA NA
8L89519 8981820 8943897
8L89521 8L52978 8L89514
8L89525 8816937 8934600
8L89526 8816936 8L19856
8L89530 F0191 8L52534
8L89537 8L26586 M0195
8L89538 8L19839 8981268
8L89539 8816486 8981272
8L89601 8309291 8L89363
8L89605 8L52527 8M31541
8L89606 8L52527 8M31541
8L89613 8L30782 8L48473
8L89614 8L30782 8L48473
8L89615 8L30782 8L48473
8L89616 8L89507 8981272
8L89626 8816936 8L30780
8L89628 8L64286 8L19858
8L89634 8309285 8L19813
8L89635 8309285 8L48311
8L89637 8309285 8L19813
8L89639 8309251 8981025
8L89640 8309283 8309277
8L89641 8309251 8981025
8L89642 8L19961 8L19860
8L89644 8L89244 8118424
8L89645 8939392 8981850
8L89646 NA 8309158
8L89650 8L89722 8L52420
8L89652 8309128 8L52954
8L89654 8309128 8L52954
8L89655 8309128 8L52954
8L89663 8L48344 8L89664
8L89664 8L64902 M0164
8L89665 8L89271 M0140
8L89669 8L89754 8L89354
8L89675 8L89244 8118424
8L89680 8L89466 8L64210
8L89682 8L89466 8L64210
8L89683 8L89244 8118424
8L89689 8L89754 8L89354
8L89690 8L89202 8L89268
8L89691 8L89502 8981248
8L89692 8L89271 M0140
8L89704 8L52931 8L52419
8L89708 8L30779 8L52419
8L89709 F0148 8L52551
8L89711 8L30779 8L52419
8L89712 8816936 8L30780
8L89713 8L30596 8L52551
8L89714 F0211 NA
8L89715 F0127 8L49960
8L89718 8816937 8934600
8L89720 F0092 8L52974
8L89721 F0192 8816931
8L89722 NA NA
8L89723 F0148 8816932
8L89724 8L52931 8L52974
8L89725 8981861 8L30446
8L89728 8981861 8L30446
8L89731 F0127 8981773
8L89734 NA NA
8L89739 8L19930 8981608
8L89741 8L52428 8939391
8L89742 8934304 8L19969
8L89748 8L30779 8L52419
8L89750 8L19961 8L26538
8L89751 NA NA
8L89752 F0087 8L48443
8L89753 NA NA
8L89754 8981024 8309141
8L89755 8816491 8309140
8L89793 NA NA
8L89797 8309285 8L19813
8L89804 8L52574 8939119
8L89808 8309283 8309277
8L89815 8309291 8939106
8L89822 8L52527 M0135
8L89836 8L49974 8L19936
8L89843 8L48315 8309262
8L89844 8L48315 8309262
8L89845 8L48315 8309262
8L89847 8L30599 M0061
8L89848 8L30599 M0061
8L89849 8L30599 M0061
8L89858 8L64970 8L89808
8L89859 8L64970 8L89808
8L89862 8309252 8L89412
8L89863 8309252 8L89412
8L89875 8M31317 8L49957
8L89880 8981018 8939519
8L89886 8L89372 8L89389
8L89891 8L52527 8M31541
8L89894 8816949 8118433
8L89896 8816949 8118433
8L89906 8L57701 NA
8L89915 8981945 8M31165
8L89929 8L64398 8L30819
8L89983 F0031 M0028
8L89987 F0138 8L64327
8L89988 F0132 8939743
8L89989 F0031 M0028
8L89992 F0138 8L64327
8L89994 F0132 M0136
8L89995 8L52614 8939544
8L89998 NA NA
8M31035 F0132 8L64840
8M31041 8L30832 M0165
8M31084 NA NA
8M31109 8L30959 8L64824
8M31112 8943473 8934398
8M31126 8L19693 M0148
8M31139 8L64266 M0009
8M31147 F0103 M0196
8M31164 8L64819 8M31126
8M31165 NA NA
8M31197 8L19633 M0059
8M31206 NA NA
8M31262 8L89502 8L89277
8M31265 8L89731 8816931
8M31278 8L30596 8816931
8M31281 8939141 8981602
8M31282 F0099 M0105
8M31283 8L48463 8L48501
8M31285 8939141 8981602
8M31286 8118435 8L30882
8M31288 8L89516 8L64272
8M31290 8L89379 8L19936
8M31291 8L89502 8L89277
8M31293 8816491 8L89371
8M31294 F0087 8939199
8M31295 8L89517 8L89352
8M31297 NA NA
8M31304 8309175 8L89441
8M31305 8309175 8939038
8M31314 8L48323 8L48479
8M31317 8L52527 M0135
8M31320 8L26579 8L89742
8M31325 8L48319 8309143
8M31326 8309264 8L48313
8M31327 8L89741 8939764
8M31328 F0089 8L49938
8M31329 8309264 8L48313
8M31331 F0089 8L49938
8M31334 F0087 8L48336
8M31337 8L64933 M0125
8M31338 8L64933 M0125
8M31342 8934879 8L64216
8M31344 8L30783 8L89269
8M31350 8L52931 8L49960
8M31352 8L52931 8L30780
8M31353 F0158 8L89725
8M31356 8L89751 8L48311
8M31360 8L89368 8309254
8M31363 8L89368 8309254
8M31365 8L89365 M0144
8M31367 8L89365 M0144
8M31370 8L30599 M0061
8M31372 8L30599 M0061
8M31374 8L89434 8L89793
8M31378 NA 8L89269
8M31379 8309128 M0061
8M31382 8309128 8L52954
8M31384 8L89516 8L64272
8M31385 8L89376 8309182
8M31387 F0104 8816496
8M31389 F0104 8816496
8M31390 F0104 8816496
8M31398 NA 8L19877
8M31407 8L30761 8943801
8M31420 F0100 M0106
8M31426 8816942 8118433
8M31432 8943039 8981031
8M31433 8981018 8939519
8M31436 8943039 8981031
8M31445 8L89537 8L89430
8M31450 8L49974 M0197
8M31452 8L49974 8L19936
8M31453 8L26586 8L89377
8M31463 8L89521 8309266
8M31468 8L48315 8309262
8M31476 8L89384 8943486
8M31480 8L64283 8L89337
8M31483 8309251 8309262
8M31484 8L64901 8L48336
8M31485 NA NA
8M31495 8L89349 8L89395
8M31496 8118435 8816467
8M31497 8118435 8816467
8M31498 8118435 8816467
8M31508 8L89202 8L89268
8M31509 8981280 8L89266
8M31511 8981280 8L89266
8M31516 8L64224 8L64976
8M31520 8816428 8816496
8M31522 8816428 8816496
8M31524 NA NA
8M31526 8L89358 8L52420
8M31527 8L52428 8939391
8M31528 8939749 8L52426
8M31532 8L48344 8M31541
8M31535 8L30920 8L49917
8M31536 8L30920 8L49917
8M31541 8939492 M0123
8M31542 8L26578 8L52965
8M31543 8L89230 8118426
8M31544 NA NA
8M31545 8L89335 8118426
8M31546 8L26578 8L52965
8M31547 8L26578 8L52965
8M31548 8L89230 8118426
8M31550 8L49991 M0055
8M31551 8L89245 8309156
8M31552 F0109 M0115
8M31554 8L89423 8L26597
8M31561 8939749 8L52426
8M31562 8L52428 8939391
8M31568 8L26579 8L89742
8M31581 8309283 8309277
8M31583 8981545 8816409
8M31585 8L64901 8L48336
8M31591 8981545 8816409
8M31602 8L30596 8981773
8M31605 8L30779 8L52419
8M31622 8L89714 M0139
8M31625 F0211 M0139
8M31627 8118432 8L89525
8M31632 8668476 8L64215
8M31634 8L48344 8L89664
8M31637 8L19961 8L26538
8M31641 8939141 NA
8M31642 8L52574 8L52598
8M31704 8816949 8L49963
8M31706 8816949 8L49963
8M31711 8L26578 8L52965
8M31712 8L89466 8L64210
8M31713 8M31552 8L89334
8M31714 8L89244 8118424
8M31715 8L89245 8309156
8M31716 8L26576 8866710
8M31717 NA 8866710
8M31730 8M31041 M0198
8M31731 8M31041 M0199
8M31732 8939457 8943762
8M31733 8981965 8981970
8M31737 8L48574 M0200
8M31738 8L19652 M0133
8M31739 F0193 8L52620
8M31747 NA NA
8M31756 8L89335 8118426
8M31758 8L48365 8L89514
8M31838 8M31387 8L89601
8M31839 8M31387 8L89601
8M31844 8L89822 8L89363
8M31862 NA NA
8M31863 8M31542 8L89646
8M31865 8M31542 8L89646
8M31869 8L49974 8L19936
8M31872 NA NA
8M31873 F0089 8L49938
8M31874 NA NA
8M31875 8981280 8939199
8M31893 8L89848 8L89366
8M31922 NA NA
8M31923 8816491 8L89371
8M31924 8L19912 8L30598
8M31925 F0048 M0048
8M31926 NA NA
8M31927 8668476 8L64215
8M31928 NA NA
8M31929 8668476 8L19934
8M31935 NA NA
8M31936 8L89516 8L64272
8M31937 F0100 M0106
8M31938 8816491 8L89371
8M31939 F0089 8939764
8M31940 8L89754 8L89354
8M31941 8L89741 8939764
8M31943 NA NA
8M31945 8M31568 8L49938
8M31953 8L89714 M0139
8M31954 NA NA
8M31968 NA NA
8M31969 NA NA
8M31970 F0089 8939764
8M31973 8309291 8L89363
8M31977 8M31317 8309191
8M31984 8816486 8M31927
8M31993 F0052 M0052
8M31995 8934879 8L89605
8M31997 8934879 8L89605
8M71060 8L64901 8L49938
8M71061 8L64933 8M31286
8M71063 8L19912 8L89808
8M71064 8L89518 8L19936
8M71073 8L89731 8L89256
8M71074 8816954 8816955
8M71077 8M31509 8L89721
8M71083 8L64820 8L64373
8M71084 8L64820 8L64157
8M71085 8L52303 8M31484
8M71086 8L26579 8L89389
8M71089 8981274 8L89377
8M71092 8L89282 M0114
8M71093 8M31356 8L89514
8M71096 8M31591 8M31286
8M71097 8L26586 8L19934
8M71098 8L89282 M0114
8M71100 NA 8L49960
8M71201 8M31545 8M31543
8M71204 8M71205 8M71206
8M71205 8L89751 8L48311
8M71206 F0087 8939199
8M71208 8668476 8L19835
8M71210 8L89836 8L89276
8M71211 8M31969 8L89793
8M71212 8M31969 8L89793
8M71216 8L89692 8L89844
8M71217 8L89692 8L89844
8M71218 8L89466 8L64210
8M71220 8L89466 8L64210
8M71226 8M72867 8L89644
8M71227 8M31326 8118424
8M71231 8M31326 8118424
8M71232 8M31326 8118424
8M71237 8M31717 8M31551
8M71238 8M31717 8M31551
8M71239 8816947 M0116
8M71247 8L19992 8M31528
8M71250 8L19992 8M31528
8M71253 NA NA
8M71254 8L89282 M0114
8M71256 8L48448 8L89514
8M71257 8816491 8L89371
8M71258 8816491 8L89371
8M71264 8M31305 8816467
8M71268 8L89518 8L30298
8M71269 8L89517 8L89352
8M71277 8M31509 8L89721
8M71278 8L89731 8816931
8M71280 8L89626 NA
8M71281 8L89394 8L89708
8M71283 8L19728 8L89728
8M71285 8M31509 8L52420
8M71286 8816936 8L89713
8M71287 8981861 8L30446
8M71289 8L89682 8M31544
8M71290 8L89399 8L26528
8M71291 F0075 8L19986
8M71292 8L26578 8L52965
8M71293 8L89230 8L89471
8M71294 8M31550 8L19862
8M71295 8L89682 8L89471
