ringnr natal.island adult.island disp hatch.year gen_sex
8943438 23 22 1 2004 0
8981928 23 34 1 2004 0
8981038 38 38 0 2005 0
8981652 34 38 1 2005 1
8L30248 38 38 0 2005 1
8L30249 38 38 0 2005 1
8L30363 38 38 0 2005 1
8L30364 38 38 0 2005 1
8L48501 38 38 0 2005 0
8L48691 38 38 0 2005 1
8981325 28 28 0 2005 0
8981503 34 28 1 2005 0
8981786 28 28 0 2005 1
8981791 28 28 0 2005 0
8981792 28 28 0 2005 0
8981914 28 28 0 2005 1
8981919 28 28 0 2005 0
8L30208 28 28 0 2005 0
8L30340 35 28 1 2005 1
8L30451 28 28 0 2005 1
8L48607 28 28 0 2005 1
8L48608 28 28 0 2005 0
8L48609 27 28 1 2005 1
8L52920 28 28 0 2005 0
8L52943 28 28 0 2005 0
8L52961 27 28 1 2005 1
8L52967 28 28 0 2005 1
8943549 24 27 1 2005 0
8981002 27 27 0 2005 1
8981003 27 27 0 2005 1
8981005 27 27 0 2005 0
8981007 27 27 0 2005 0
8981009 27 27 0 2005 1
8981011 26 27 1 2005 0
8981012 27 27 0 2005 1
8981024 27 27 0 2005 1
8981025 27 27 0 2005 0
8981026 24 27 1 2005 1
8981027 27 27 0 2005 1
8981247 27 27 0 2005 0
8981248 27 27 0 2005 0
8981253 27 27 0 2005 1
8981264 27 27 0 2005 1
8981265 27 27 0 2005 0
8981266 28 27 1 2005 1
8981267 27 27 0 2005 1
8981268 27 27 0 2005 0
8981270 27 27 0 2005 0
8981272 27 27 0 2005 0
8981273 27 27 0 2005 0
8981274 27 27 0 2005 1
8981277 24 27 1 2005 1
8981278 27 27 0 2005 1
8981279 27 27 0 2005 0
8981280 27 27 0 2005 1
8981281 27 27 0 2005 1
8981283 27 27 0 2005 1
8981284 27 27 0 2005 1
8981286 27 27 0 2005 1
8981287 27 27 0 2005 0
8981289 27 27 0 2005 1
8981290 27 27 0 2005 0
8981293 27 27 0 2005 1
8981296 27 27 0 2005 1
8981545 35 27 1 2005 1
8981707 27 27 0 2005 1
8981708 27 27 0 2005 0
8981820 27 27 0 2005 1
8981821 27 27 0 2005 0
8L30219 27 27 0 2005 0
8L30260 27 27 0 2005 0
8L30261 27 27 0 2005 1
8L30289 27 27 0 2005 1
8L30298 27 27 0 2005 0
8L30300 27 27 0 2005 0
8L30308 23 27 1 2005 1
8L30320 27 27 0 2005 0
8L30401 27 27 0 2005 1
8L30591 27 27 0 2005 0
8L30599 20 27 1 2005 1
8L48318 27 27 0 2005 1
8L48592 27 27 0 2005 1
8L48610 27 27 0 2005 1
8L52211 27 27 0 2005 0
8L52212 27 27 0 2005 1
8L52533 27 27 0 2005 1
8L52534 27 27 0 2005 0
8L52535 27 27 0 2005 0
8L52550 27 27 0 2005 1
8L52950 27 27 0 2005 0
8L52954 27 27 0 2005 0
8981015 26 26 0 2005 1
8981016 26 26 0 2005 1
8981018 28 26 1 2005 1
8981020 27 26 1 2005 0
8981021 26 26 0 2005 0
8981031 26 26 0 2005 0
8981032 26 26 0 2005 0
8981033 27 26 1 2005 0
8981036 28 26 1 2005 1
8981738 26 26 0 2005 1
8981739 26 26 0 2005 1
8981773 26 26 0 2005 0
8981774 26 26 0 2005 1
8981805 26 26 0 2005 0
8981861 34 26 1 2005 1
8L30253 26 26 0 2005 1
8L30327 34 26 1 2005 1
8L30444 26 26 0 2005 0
8L30445 26 26 0 2005 0
8L30446 26 26 0 2005 0
8L30449 26 26 0 2005 1
8L30596 27 26 1 2005 1
8L52209 26 26 0 2005 0
8L52210 38 26 1 2005 1
8L52931 26 26 0 2005 1
8L52932 20 26 1 2005 1
8L52974 26 26 0 2005 0
8981029 20 20 0 2005 1
8981030 27 20 1 2005 0
8981701 20 20 0 2005 1
8L30597 20 20 0 2005 1
8L30920 20 20 0 2005 1
8L30922 20 20 0 2005 1
8L48692 20 20 0 2005 1
8981241 27 24 1 2005 1
8981312 24 24 0 2005 0
8981313 24 24 0 2005 1
8981643 24 24 0 2005 1
8981863 34 24 1 2005 1
8981881 24 24 0 2005 1
8981929 23 24 1 2005 0
8981955 23 24 1 2005 1
8L30235 34 24 1 2005 1
8L30388 24 24 0 2005 1
8L30958 23 24 1 2005 0
8L48555 22 24 1 2005 1
8L52231 23 24 1 2005 1
8943578 23 23 0 2005 0
8981229 24 23 1 2005 1
8981237 77 23 1 2005 0
8981657 23 23 0 2005 0
8981832 24 23 1 2005 0
8981864 23 23 0 2005 0
8981873 23 23 0 2005 1
8981940 24 23 1 2005 0
8981962 23 23 0 2005 1
8981970 23 23 0 2005 0
8L30301 23 23 0 2005 1
8L30311 23 23 0 2005 0
8L30313 23 23 0 2005 1
8L30396 24 23 1 2005 1
8L30489 24 23 1 2005 0
8L30490 23 23 0 2005 0
8L30496 23 23 0 2005 0
8L30499 23 23 0 2005 0
8L30500 23 23 0 2005 0
8L30917 23 23 0 2005 1
8L30919 23 23 0 2005 0
8L30947 23 23 0 2005 1
8L30959 23 23 0 2005 1
8L30962 23 23 0 2005 1
8L30963 23 23 0 2005 0
8L48565 24 23 1 2005 1
8L48598 23 23 0 2005 1
8L52249 23 23 0 2005 1
8981008 27 22 1 2005 0
8981262 22 22 0 2005 1
8981263 22 22 0 2005 0
8981676 22 22 0 2005 0
8981754 22 22 0 2005 1
8943580 23 34 1 2005 0
8981784 28 332 1 2005 0
8981935 23 34 1 2005 0
8981960 23 35 1 2005 1
8981968 23 35 1 2005 0
8L30380 23 35 1 2005 0
8L52223 24 34 1 2005 1
8L30001 38 38 0 2006 1
8L30572 38 38 0 2006 0
8L30761 38 38 0 2006 1
8L48457 38 38 0 2006 1
8L48459 38 38 0 2006 0
8L48461 38 38 0 2006 0
8L48463 38 38 0 2006 1
8L48467 38 38 0 2006 0
8L48469 38 38 0 2006 0
8L52574 38 38 0 2006 1
8L52598 38 38 0 2006 0
8L52913 38 38 0 2006 1
8118429 28 28 0 2006 0
8L19862 28 28 0 2006 0
8L19899 28 28 0 2006 1
8L19900 24 28 1 2006 0
8L48334 28 28 0 2006 1
8L48694 28 28 0 2006 1
8L48695 28 28 0 2006 0
8L49991 77 28 1 2006 1
8L52403 28 28 0 2006 1
8L52404 28 28 0 2006 0
8L52405 28 28 0 2006 1
8L52407 27 28 1 2006 0
8L52408 28 28 0 2006 0
8L52411 28 28 0 2006 0
8L52597 28 28 0 2006 0
8L52674 28 28 0 2006 0
8L52922 28 28 0 2006 0
8L52923 28 28 0 2006 1
8L52959 28 28 0 2006 1
8L52960 28 28 0 2006 0
8L52962 28 28 0 2006 1
8L52963 28 28 0 2006 0
8L52965 28 28 0 2006 0
8L52969 28 28 0 2006 1
8668490 24 27 1 2006 1
8816491 28 27 1 2006 1
8816495 27 27 0 2006 1
8816497 77 27 1 2006 0
8L19813 27 27 0 2006 0
8L19912 24 27 1 2006 1
8L19917 23 27 1 2006 0
8L19919 27 27 0 2006 0
8L19920 27 27 0 2006 0
8L19921 20 27 1 2006 0
8L30598 27 27 0 2006 0
8L30783 26 27 1 2006 1
8L30784 23 27 1 2006 1
8L30890 27 27 0 2006 1
8L30893 27 27 0 2006 1
8L30898 27 27 0 2006 0
8L48310 27 27 0 2006 1
8L48311 27 27 0 2006 0
8L48312 27 27 0 2006 1
8L48313 27 27 0 2006 0
8L48314 27 27 0 2006 1
8L48315 27 27 0 2006 1
8L48336 27 27 0 2006 0
8L48337 27 27 0 2006 1
8L48350 27 27 0 2006 0
8L48352 27 27 0 2006 0
8L48365 27 27 0 2006 1
8L48410 24 27 1 2006 1
8L48414 77 27 1 2006 1
8L48417 24 27 1 2006 0
8L48418 77 27 1 2006 1
8L48438 27 27 0 2006 1
8L48440 27 27 0 2006 0
8L48441 27 27 0 2006 1
8L48443 27 27 0 2006 0
8L48444 27 27 0 2006 1
8L48446 24 27 1 2006 1
8L48448 27 27 0 2006 1
8L48450 27 27 0 2006 0
8L48451 24 27 1 2006 0
8L48452 27 27 0 2006 1
8L48454 27 27 0 2006 1
8L48455 27 27 0 2006 0
8L48581 27 27 0 2006 0
8L48583 27 27 0 2006 1
8L48602 27 27 0 2006 0
8L48651 20 27 1 2006 1
8L48661 27 27 0 2006 1
8L48662 27 27 0 2006 1
8L49910 27 27 0 2006 0
8L52202 27 27 0 2006 1
8L52243 24 27 1 2006 0
8L52244 24 27 1 2006 1
8L52303 27 27 0 2006 1
8L52304 27 27 0 2006 0
8L52305 27 27 0 2006 1
8L52308 27 27 0 2006 0
8L52310 27 27 0 2006 1
8L52401 27 27 0 2006 0
8L52410 27 27 0 2006 1
8L52426 27 27 0 2006 0
8L52428 27 27 0 2006 1
8L52501 27 27 0 2006 0
8L52504 27 27 0 2006 0
8L52529 20 27 1 2006 0
8L52549 27 27 0 2006 1
8L52595 26 27 1 2006 1
8L52596 27 27 0 2006 0
8L52955 27 27 0 2006 0
8L52956 27 27 0 2006 0
8L52964 27 27 0 2006 0
8L52978 27 27 0 2006 1
8L57876 24 27 1 2006 1
8L57882 28 27 1 2006 0
8118435 20 26 1 2006 1
8L19825 24 26 1 2006 1
8L30779 26 26 0 2006 1
8L30780 26 26 0 2006 0
8L30781 27 26 1 2006 1
8L30782 26 26 0 2006 1
8L30878 26 26 0 2006 0
8L30879 26 26 0 2006 1
8L30882 26 26 0 2006 0
8L48319 26 26 0 2006 1
8L48323 26 26 0 2006 1
8L48368 27 26 1 2006 1
8L48371 26 26 0 2006 0
8L48473 26 26 0 2006 0
8L48474 20 26 1 2006 0
8L48476 77 26 1 2006 1
8L48478 26 26 0 2006 0
8L48479 26 26 0 2006 0
8L48480 24 26 1 2006 1
8L49909 38 26 1 2006 1
8L52415 26 26 0 2006 0
8L52416 26 26 0 2006 1
8L52418 26 26 0 2006 0
8L52419 26 26 0 2006 0
8L52420 26 26 0 2006 0
8L52424 26 26 0 2006 1
8L52514 26 26 0 2006 1
8L52515 26 26 0 2006 0
8L52551 26 26 0 2006 0
8L52552 26 26 0 2006 0
8L52554 26 26 0 2006 0
8L52555 26 26 0 2006 0
8L52934 26 26 0 2006 1
8L52973 26 26 0 2006 1
8L48344 20 20 0 2006 1
8L48399 20 20 0 2006 0
8L48611 20 20 0 2006 0
8L52527 20 20 0 2006 1
8L52532 20 20 0 2006 1
8L19505 23 24 1 2006 1
8L19656 24 24 0 2006 1
8L30809 24 24 0 2006 0
8L30819 23 24 1 2006 0
8L30829 23 24 1 2006 1
8L30832 23 24 1 2006 1
8L30833 23 24 1 2006 1
8L48398 20 24 1 2006 0
8L48436 23 24 1 2006 0
8L48574 23 24 1 2006 1
8L52224 34 24 1 2006 1
8L52239 24 24 0 2006 0
8L52241 24 24 0 2006 0
8L52255 23 24 1 2006 1
8L52283 23 24 1 2006 0
8L52287 24 24 0 2006 1
8L52614 23 24 1 2006 1
8L52619 24 24 0 2006 0
8L52620 24 24 0 2006 0
8L52629 23 24 1 2006 0
8L57789 27 24 1 2006 1
8L30807 24 23 1 2006 0
8L30835 23 23 0 2006 1
8L30848 24 23 1 2006 1
8L30851 24 23 1 2006 0
8L48404 23 23 0 2006 0
8L48405 23 23 0 2006 1
8L48407 23 23 0 2006 0
8L48408 23 23 0 2006 0
8L48427 23 23 0 2006 0
8L48428 23 23 0 2006 1
8L48430 23 23 0 2006 0
8L48432 23 23 0 2006 1
8L48435 23 23 0 2006 1
8L48540 23 23 0 2006 0
8L48542 23 23 0 2006 1
8L52235 24 23 1 2006 0
8L52237 24 23 1 2006 0
8L52253 23 23 0 2006 1
8L52254 23 23 0 2006 0
8L52272 23 23 0 2006 1
8L52284 23 23 0 2006 1
8L52601 23 23 0 2006 0
8L52624 24 23 1 2006 1
8L52689 35 23 1 2006 0
8L52909 22 23 1 2006 0
8L57859 24 23 1 2006 1
8L30876 22 22 0 2006 1
8L48381 22 22 0 2006 0
8L48507 35 22 1 2006 0
8L49930 22 22 0 2006 1
8L49934 34 22 1 2006 1
8L52214 22 22 0 2006 1
8L52623 24 22 1 2006 1
8L30828 23 34 1 2006 1
8L30892 27 331 1 2006 0
8L48445 27 332 1 2006 1
8309164 38 38 0 2007 0
8816901 38 38 0 2007 1
8L19858 38 38 0 2007 0
8L19860 38 38 0 2007 0
8L19922 38 38 0 2007 0
8L19928 38 38 0 2007 1
8L19930 38 38 0 2007 1
8L19931 38 38 0 2007 1
8L19932 38 38 0 2007 0
8L19958 38 38 0 2007 1
8L19960 38 38 0 2007 1
8L19961 38 38 0 2007 1
8L26538 38 38 0 2007 0
8L64922 38 38 0 2007 1
8L64923 28 38 1 2007 1
8L64996 77 38 1 2007 1
8L89299 38 38 0 2007 1
8118424 28 28 0 2007 0
8118425 28 28 0 2007 1
8118426 28 28 0 2007 0
8118430 28 28 0 2007 0
8309150 28 28 0 2007 1
8309155 28 28 0 2007 1
8309156 28 28 0 2007 0
8309158 28 28 0 2007 0
8309159 28 28 0 2007 0
8309161 28 28 0 2007 1
8668480 28 28 0 2007 1
8816452 28 28 0 2007 0
8816455 28 28 0 2007 1
8816456 28 28 0 2007 0
8816919 28 28 0 2007 1
8816921 28 28 0 2007 1
8L19722 28 28 0 2007 1
8L19723 28 28 0 2007 1
8L19986 26 28 1 2007 0
8L26581 28 28 0 2007 0
8L26582 28 28 0 2007 0
8L26595 27 28 1 2007 1
8L26596 27 28 1 2007 1
8L26597 28 28 0 2007 0
8L64210 26 28 1 2007 0
8L89335 28 28 0 2007 1
8L89466 27 28 1 2007 1
8L89467 24 28 1 2007 1
8L89470 24 28 1 2007 1
8309128 30 27 1 2007 1
8309135 27 27 0 2007 1
8309140 27 27 0 2007 0
8309141 27 27 0 2007 0
8309171 27 27 0 2007 1
8309173 27 27 0 2007 0
8309182 27 27 0 2007 0
8309197 27 27 0 2007 0
8309251 27 27 0 2007 1
8309252 27 27 0 2007 1
8309254 27 27 0 2007 0
8309262 27 27 0 2007 0
8309263 27 27 0 2007 1
8309264 27 27 0 2007 1
8309266 27 27 0 2007 0
8309267 27 27 0 2007 0
8309269 27 27 0 2007 0
8309272 27 27 0 2007 1
8309274 27 27 0 2007 0
8309277 27 27 0 2007 0
8309278 27 27 0 2007 1
8309283 27 27 0 2007 1
8309285 24 27 1 2007 1
8309287 27 27 0 2007 0
8309288 27 27 0 2007 0
8668476 27 27 0 2007 1
8816407 27 27 0 2007 1
8816408 27 27 0 2007 1
8816409 27 27 0 2007 0
8816486 27 27 0 2007 1
8816494 27 27 0 2007 1
8816918 28 27 1 2007 1
8L19627 35 27 1 2007 1
8L19830 27 27 0 2007 0
8L19835 27 27 0 2007 0
8L19839 27 27 0 2007 1
8L19877 27 27 0 2007 0
8L19898 27 27 0 2007 1
8L19914 27 27 0 2007 0
8L19934 27 27 0 2007 0
8L19936 27 27 0 2007 0
8L19937 27 27 0 2007 1
8L19946 77 27 1 2007 1
8L19969 77 27 1 2007 0
8L19972 27 27 0 2007 1
8L19974 27 27 0 2007 0
8L19977 27 27 0 2007 0
8L19979 27 27 0 2007 0
8L19980 27 27 0 2007 1
8L26586 27 27 0 2007 1
8L26587 27 27 0 2007 0
8L49938 27 27 0 2007 0
8L49974 27 27 0 2007 1
8L57880 27 27 0 2007 1
8L64134 27 27 0 2007 1
8L64144 77 27 1 2007 1
8L64901 77 27 1 2007 1
8L64902 27 27 0 2007 1
8L64903 27 27 0 2007 1
8L89274 27 27 0 2007 1
8L89508 27 27 0 2007 0
8L89514 27 27 0 2007 0
8118432 26 26 0 2007 1
8118433 26 26 0 2007 0
8309143 26 26 0 2007 0
8309175 27 26 1 2007 1
8309190 26 26 0 2007 0
8309191 26 26 0 2007 0
8309195 27 26 1 2007 0
8309298 30 26 1 2007 0
8668479 26 26 0 2007 1
8668482 26 26 0 2007 1
8668484 26 26 0 2007 1
8816417 26 26 0 2007 0
8816420 26 26 0 2007 0
8816467 26 26 0 2007 0
8816924 24 26 1 2007 1
8816929 26 26 0 2007 1
8816930 26 26 0 2007 1
8816931 26 26 0 2007 0
8816932 26 26 0 2007 0
8816936 26 26 0 2007 1
8816937 26 26 0 2007 1
8816940 26 26 0 2007 0
8816942 26 26 0 2007 1
8816943 26 26 0 2007 1
8816944 26 26 0 2007 0
8816947 26 26 0 2007 1
8816948 24 26 1 2007 1
8816949 27 26 1 2007 1
8816952 26 26 0 2007 0
8816953 26 26 0 2007 0
8816954 26 26 0 2007 1
8816955 26 26 0 2007 0
8816956 26 26 0 2007 0
8816957 26 26 0 2007 0
8816959 77 26 1 2007 1
8L19728 26 26 0 2007 1
8L19729 26 26 0 2007 0
8L19730 26 26 0 2007 1
8L19856 30 26 1 2007 0
8L19987 20 26 1 2007 1
8L19988 26 26 0 2007 1
8L49957 26 26 0 2007 0
8L49958 26 26 0 2007 1
8L49959 26 26 0 2007 0
8L49960 26 26 0 2007 0
8L49963 26 26 0 2007 0
8L49969 26 26 0 2007 1
8L64915 26 26 0 2007 1
8L64916 26 26 0 2007 0
8L64981 27 26 1 2007 1
8L89259 26 26 0 2007 0
8309291 27 20 1 2007 1
8L19891 20 20 0 2007 0
8L49912 20 20 0 2007 1
8L49917 20 20 0 2007 0
8L49943 20 20 0 2007 1
8309184 27 24 1 2007 1
8309186 27 24 1 2007 0
8309273 27 24 1 2007 1
8309281 27 24 1 2007 1
8L19501 24 24 0 2007 0
8L19506 24 24 0 2007 0
8L19539 24 24 0 2007 0
8L19540 24 24 0 2007 0
8L19564 23 24 1 2007 1
8L19568 24 24 0 2007 1
8L19569 24 24 0 2007 0
8L19572 24 24 0 2007 0
8L19595 24 24 0 2007 0
8L19637 24 24 0 2007 1
8L19652 24 24 0 2007 1
8L19681 24 24 0 2007 0
8L19688 23 24 1 2007 0
8L19689 23 24 1 2007 0
8L19933 27 24 1 2007 0
8L19978 27 24 1 2007 1
8L57701 23 24 1 2007 1
8L57729 24 24 0 2007 0
8L57815 24 24 0 2007 0
8L64169 24 24 0 2007 1
8L64398 23 24 1 2007 1
8L64839 24 24 0 2007 1
8L64840 24 24 0 2007 0
8L64856 23 24 1 2007 1
8309201 25 23 1 2007 0
8816442 22 23 1 2007 1
8816963 23 23 0 2007 0
8L19616 35 23 1 2007 0
8L19633 24 23 1 2007 1
8L19661 24 23 1 2007 0
8L19693 23 23 0 2007 1
8L57750 23 23 0 2007 1
8L57758 23 23 0 2007 1
8L57814 24 23 1 2007 1
8L64176 23 23 0 2007 0
8L64397 24 23 1 2007 0
8L64399 23 23 0 2007 1
8L64812 24 23 1 2007 1
8L64813 34 23 1 2007 0
8L64824 24 23 1 2007 0
8L64825 23 23 0 2007 1
8L64838 24 23 1 2007 1
8816427 22 22 0 2007 1
8816428 22 22 0 2007 1
8816483 27 22 1 2007 0
8816496 27 22 1 2007 0
8L49935 22 22 0 2007 1
8L64286 38 38 0 2008 1
8L64288 38 38 0 2008 0
8L64291 38 38 0 2008 1
8L89298 38 38 0 2008 0
8L89326 38 38 0 2008 0
8L89456 38 38 0 2008 1
8L89457 38 38 0 2008 1
8L89460 38 38 0 2008 1
8L89461 38 38 0 2008 1
8L89739 38 38 0 2008 1
8L89750 38 38 0 2008 0
8L89804 38 38 0 2008 1
8M31420 28 38 1 2008 1
8L26528 34 28 1 2008 0
8L26576 28 28 0 2008 1
8L26578 28 28 0 2008 1
8L64206 28 28 0 2008 1
8L64241 28 28 0 2008 0
8L89230 28 28 0 2008 1
8L89244 28 28 0 2008 1
8L89245 28 28 0 2008 1
8L89334 28 28 0 2008 0
8L89399 28 28 0 2008 1
8L89423 28 28 0 2008 1
8L89471 28 28 0 2008 0
8L89645 28 28 0 2008 0
8M31544 28 28 0 2008 0
8M31552 38 28 1 2008 1
8M31717 28 28 0 2008 1
8L19998 27 27 0 2008 0
8L26579 28 27 1 2008 1
8L26591 27 27 0 2008 1
8L64212 27 27 0 2008 1
8L64215 27 27 0 2008 0
8L64271 27 27 0 2008 0
8L64272 27 27 0 2008 0
8L64278 27 27 0 2008 0
8L64280 27 27 0 2008 0
8L64283 27 27 0 2008 1
8L64294 26 27 1 2008 0
8L64354 35 27 1 2008 1
8L64933 27 27 0 2008 1
8L64954 20 27 1 2008 1
8L64970 27 27 0 2008 1
8L64971 27 27 0 2008 0
8L89202 27 27 0 2008 1
8L89209 27 27 0 2008 0
8L89210 27 27 0 2008 0
8L89211 27 27 0 2008 1
8L89265 27 27 0 2008 1
8L89266 27 27 0 2008 0
8L89268 27 27 0 2008 0
8L89269 27 27 0 2008 0
8L89271 27 27 0 2008 1
8L89273 27 27 0 2008 1
8L89276 27 27 0 2008 0
8L89277 27 27 0 2008 0
8L89324 27 27 0 2008 1
8L89337 28 27 1 2008 0
8L89352 27 27 0 2008 0
8L89354 27 27 0 2008 0
8L89355 27 27 0 2008 0
8L89365 27 27 0 2008 1
8L89366 27 27 0 2008 0
8L89368 27 27 0 2008 1
8L89370 26 27 1 2008 1
8L89371 27 27 0 2008 0
8L89372 77 27 1 2008 1
8L89374 27 27 0 2008 0
8L89376 27 27 0 2008 1
8L89377 27 27 0 2008 0
8L89379 28 27 1 2008 1
8L89380 26 27 1 2008 1
8L89384 27 27 0 2008 1
8L89386 27 27 0 2008 0
8L89387 27 27 0 2008 1
8L89388 27 27 0 2008 0
8L89389 27 27 0 2008 0
8L89411 27 27 0 2008 0
8L89412 27 27 0 2008 0
8L89430 27 27 0 2008 0
8L89431 27 27 0 2008 0
8L89432 27 27 0 2008 0
8L89434 27 27 0 2008 1
8L89436 27 27 0 2008 1
8L89439 27 27 0 2008 0
8L89502 27 27 0 2008 1
8L89503 27 27 0 2008 1
8L89507 27 27 0 2008 1
8L89509 27 27 0 2008 0
8L89512 27 27 0 2008 1
8L89516 27 27 0 2008 1
8L89517 27 27 0 2008 1
8L89518 27 27 0 2008 1
8L89519 27 27 0 2008 0
8L89521 27 27 0 2008 1
8L89530 27 27 0 2008 0
8L89537 27 27 0 2008 1
8L89538 27 27 0 2008 0
8L89539 27 27 0 2008 1
8L89741 27 27 0 2008 1
8L89742 27 27 0 2008 0
8L89751 27 27 0 2008 1
8L89752 27 27 0 2008 1
8L89753 27 27 0 2008 1
8L89754 27 27 0 2008 1
8L89755 27 27 0 2008 0
8L89793 27 27 0 2008 0
8L89808 27 27 0 2008 0
8M31485 27 27 0 2008 0
8L64202 26 26 0 2008 1
8L64945 26 26 0 2008 1
8L64985 26 26 0 2008 0
8L89254 26 26 0 2008 0
8L89256 26 26 0 2008 0
8L89258 26 26 0 2008 1
8L89296 26 26 0 2008 1
8L89349 26 26 0 2008 1
8L89358 26 26 0 2008 1
8L89391 26 26 0 2008 1
8L89394 26 26 0 2008 1
8L89395 26 26 0 2008 0
8L89441 26 26 0 2008 0
8L89474 26 26 0 2008 0
8L89525 26 26 0 2008 0
8L89526 26 26 0 2008 0
8L89626 26 26 0 2008 1
8L89704 26 26 0 2008 1
8L89708 26 26 0 2008 0
8L89709 26 26 0 2008 0
8L89711 26 26 0 2008 0
8L89712 26 26 0 2008 0
8L89713 26 26 0 2008 0
8L89714 24 26 1 2008 1
8L89715 26 26 0 2008 1
8L89718 26 26 0 2008 1
8L89720 26 26 0 2008 0
8L89721 26 26 0 2008 0
8L89722 26 26 0 2008 1
8L89723 26 26 0 2008 1
8L89724 26 26 0 2008 0
8L89725 26 26 0 2008 0
8L89728 26 26 0 2008 0
8L89731 26 26 0 2008 1
8L89734 24 26 1 2008 0
8L89748 26 26 0 2008 1
8M31317 20 26 1 2008 1
8M31325 26 26 0 2008 1
8M31605 26 26 0 2008 0
8M31625 26 26 0 2008 1
8L89282 20 20 0 2008 1
8L89363 20 20 0 2008 0
8L89404 20 20 0 2008 0
8L89664 27 20 1 2008 0
8L89822 20 20 0 2008 1
8M31541 20 20 0 2008 0
8L64175 23 24 1 2008 1
8L64256 24 24 0 2008 0
8L64260 24 24 0 2008 0
8L64266 24 24 0 2008 1
8L64372 24 24 0 2008 1
8L64857 24 24 0 2008 0
8L64866 24 24 0 2008 1
8L89994 23 24 1 2008 0
8L89995 24 24 0 2008 1
8L89998 22 24 1 2008 1
8M31041 24 24 0 2008 1
8M31112 24 24 0 2008 1
8L26521 23 23 0 2008 0
8L64148 23 23 0 2008 0
8L64156 24 23 1 2008 0
8L64157 24 23 1 2008 0
8L64265 24 23 1 2008 1
8L64327 24 23 1 2008 0
8L64373 24 23 1 2008 0
8L64374 24 23 1 2008 1
8L64380 23 23 0 2008 1
8L64809 23 23 0 2008 1
8L64819 23 23 0 2008 1
8L64820 23 23 0 2008 1
8L64821 23 23 0 2008 1
8L64833 34 23 1 2008 1
8L64841 23 23 0 2008 0
8L64858 23 23 0 2008 0
8L89988 24 23 1 2008 1
8M31126 23 23 0 2008 0
8M31165 27 23 1 2008 0
8L64216 22 22 0 2008 0
8L64224 22 22 0 2008 1
8L64225 22 22 0 2008 1
8L64975 22 22 0 2008 0
8L64976 22 22 0 2008 0
8L64149 23 34 1 2008 0
8L64158 23 34 1 2008 1
8L89333 28 332 1 2008 0
8L89628 38 38 0 2009 0
8L89642 38 38 0 2009 0
8M31281 38 38 0 2009 0
8M31282 38 38 0 2009 1
8M31283 38 38 0 2009 1
8M31285 38 38 0 2009 1
8M31637 38 38 0 2009 1
8M31641 38 38 0 2009 0
8M31642 38 38 0 2009 1
8M31937 38 38 0 2009 1
8M72859 77 38 1 2009 0
8L89644 28 28 0 2009 0
8L89646 28 28 0 2009 0
8L89675 28 28 0 2009 1
8L89680 28 28 0 2009 0
8L89682 28 28 0 2009 1
8L89683 28 28 0 2009 1
8M31206 77 28 1 2009 1
8M31297 77 28 1 2009 1
8M31326 27 28 1 2009 1
8M31542 28 28 0 2009 1
8M31543 28 28 0 2009 0
8M31545 28 28 0 2009 1
8M31546 28 28 0 2009 0
8M31548 28 28 0 2009 0
8M31550 28 28 0 2009 1
8M31551 28 28 0 2009 0
8M31554 28 28 0 2009 1
8M31714 28 28 0 2009 0
8M31715 28 28 0 2009 1
8M31716 28 28 0 2009 1
8M31756 28 28 0 2009 0
8M31943 38 28 1 2009 0
8M72848 38 28 1 2009 1
8M72867 77 28 1 2009 1
8M72879 77 28 1 2009 1
8L19999 20 27 1 2009 1
8L89064 23 27 1 2009 1
8L89616 27 27 0 2009 1
8L89634 27 27 0 2009 1
8L89635 27 27 0 2009 0
8L89637 27 27 0 2009 0
8L89639 27 27 0 2009 0
8L89640 27 27 0 2009 0
8L89652 27 27 0 2009 0
8L89654 27 27 0 2009 1
8L89655 27 27 0 2009 0
8L89665 27 27 0 2009 0
8L89669 27 27 0 2009 0
8L89690 27 27 0 2009 1
8L89691 27 27 0 2009 0
8L89692 27 27 0 2009 1
8L89797 27 27 0 2009 1
8L89836 27 27 0 2009 1
8L89843 27 27 0 2009 1
8L89844 27 27 0 2009 0
8L89845 27 27 0 2009 1
8L89847 27 27 0 2009 1
8L89848 27 27 0 2009 1
8L89849 27 27 0 2009 0
8L89858 27 27 0 2009 0
8L89859 27 27 0 2009 1
8L89862 27 27 0 2009 1
8L89863 27 27 0 2009 0
8L89886 27 27 0 2009 1
8M31262 27 27 0 2009 0
8M31286 26 27 1 2009 0
8M31288 27 27 0 2009 0
8M31290 27 27 0 2009 1
8M31291 27 27 0 2009 1
8M31293 27 27 0 2009 0
8M31294 27 27 0 2009 1
8M31327 27 27 0 2009 1
8M31328 27 27 0 2009 0
8M31329 27 27 0 2009 1
8M31331 27 27 0 2009 1
8M31334 27 27 0 2009 1
8M31337 27 27 0 2009 1
8M31338 27 27 0 2009 1
8M31344 27 27 0 2009 0
8M31352 26 27 1 2009 0
8M31356 27 27 0 2009 1
8M31360 27 27 0 2009 1
8M31363 27 27 0 2009 1
8M31367 27 27 0 2009 0
8M31370 27 27 0 2009 1
8M31372 27 27 0 2009 0
8M31374 27 27 0 2009 1
8M31378 27 27 0 2009 0
8M31379 27 27 0 2009 1
8M31382 27 27 0 2009 1
8M31398 27 27 0 2009 1
