ringnr,hatchyear,lastyear,firstisland,lastisland,HelgelandSNPisland
8681360,1997,1997,26,26,1
8681361,1997,2000,26,26,1
8681362,1997,1997,26,26,1
8681364,1997,1997,21,21, 
8681365,1996,1998,21,21, 
8681366,1997,1997,21,21, 
8681367,1996,1998,21,21, 
8681368,1997,1997,27,27,1
8681369,1997,1998,27,27,1
8681370,1997,1999,27,27,1
8681371,1997,1998,27,27,1
8681372,1997,1997,27,27,1
8681373,1996,1997,27,27,1
8681374,1997,2002,26,26,1
8681375,1997,1997,26,26,1
8681376,1997,1997,28,28,1
8681377,1997,1997,28,28,1
8681378,1997,1997,28,28,1
8681379,1997,1998,28,20,1
8681380,1997,1997,28,28,1
8681381,1997,1997,28,28,1
8681382,1997,1997,28,28,1
8681383,1997,1999,24,24,1
8681384,1997,1999,24,24,1
8681385,1996,1998,24,24,1
8681386,1997,1997,24,24,1
8681387,1997,1999,24,24,1
8681388,1997,1999,24,24,1
8681389,1997,1997,25,25, 
8681390,1997,1997,25,25, 
8681391,1997,1997,28,28,1
8681392,1997,1997,331,331, 
8681393,1997,1998,331,331, 
8681394,1997,2000,331,331, 
8681395,1997,1998,331,331, 
8681396,1997,1999,331,331, 
8681397,1997,1998,332,27,1
8681398,1997,1999,332,331, 
8681399,1997,1998,332,37, 
8681400,1997,1997,332,332, 
8681401,1997,1997,26,26,1
8681402,1997,1997,29,29, 
8681403,1997,2002,29,27,1
8681404,1997,1998,29,29, 
8681405,1997,1997,29,29, 
8681406,1997,1997,29,29, 
8681407,1997,1997,27,27,1
8681408,1997,1997,27,27,1
8681409,1997,1998,27,27,1
8681410,1997,1997,27,27,1
8681411,1997,1997,27,27,1
8681412,1997,1997,27,27,1
8681413,1997,1998,27,27,1
8681414,1997,1998,27,27,1
8681415,1997,1999,27,27,1
8681416,1997,1999,27,27,1
8681417,1997,1997,20,20,1
8681418,1997,1997,20,20,1
8681419,1997,2002,20,20,1
8681420,1997,2002,20,20,1
8681421,1997,1997,20,20,1
8681422,1997,1998,20,20,1
8681423,1997,1999,20,20,1
8681424,1997,1997,20,20,1
8681425,1997,1997,29,29, 
8681426,1997,1997,29,29, 
8681427,1997,1997,29,29, 
8681428,1997,1997,29,29, 
8681429,1997,1997,29,29, 
8681430,1997,1997,29,29, 
8681431,1997,1997,29,29, 
8681432,1997,1997,29,29, 
8681433,1997,1997,29,29, 
8681434,1997,1998,29,28,1
8681435,1997,1997,29,29, 
8681436,1997,1999,29,28,1
8681437,1997,1997,29,29, 
8681438,1997,1999,28,28,1
8681439,1997,1997,28,28,1
8681440,1997,1997,28,28,1
8681441,1997,1997,28,28,1
8681442,1997,1998,28,332,1
8681443,1997,1997,26,26,1
8681444,1997,1997,26,26,1
8681445,1997,1997,26,26,1
8681446,1997,1997,27,27,1
8681447,1997,1998,27,27,1
8681448,1997,1997,27,27,1
8681449,1997,1997,27,27,1
8681450,1997,1997,27,27,1
8681451,1997,1997,27,27,1
8681452,1997,1998,27,27,1
8681453,1997,1997,27,27,1
8681454,1997,1999,27,27,1
8681455,1997,1997,27,27,1
8681456,1997,1997,27,27,1
8681457,1997,1997,27,27,1
8681458,1997,1997,27,27,1
8681459,1997,1997,27,27,1
8681460,1997,1997,27,27,1
8681461,1997,1997,27,27,1
8681462,1997,2000,27,27,1
8681463,1997,1997,27,27,1
8681464,1996,1998,27,27,1
8681465,1997,1997,27,27,1
8681466,1997,1998,27,27,1
8681467,1997,1997,27,27,1
8681468,1997,1998,27,28,1
8681469,1997,1998,27,27,1
8681470,1997,1999,24,24,1
8681471,1997,1997,24,24,1
8681472,1997,1999,24,24,1
8681473,1997,1999,24,24,1
8681474,1997,1999,24,23,1
8681475,1997,1997,24,24,1
8681476,1997,1999,24,22,1
8681477,1997,1999,24,24,1
8681478,1997,1999,24,24,1
8681479,1997,1999,24,24,1
8681480,1997,1999,24,23,1
8681481,1997,1997,24,24,1
8681482,1997,1997,24,24,1
8681483,1997,1998,24,34,1
8681484,1997,1997,23,23,1
8681485,1996,1998,23,23,1
8681486,1997,1999,23,23,1
8681487,1997,1997,23,23,1
8681488,1997,1997,23,23,1
8681489,1996,1997,23,23,1
8681490,1997,1997,23,24,1
8681491,1997,1997,23,23,1
8681492,1997,1997,23,23,1
8681493,1997,1997,23,23,1
8681494,1997,1997,23,23,1
8681495,1997,1999,23,23,1
8681496,1996,1998,23,23,1
8681497,1997,1997,23,23,1
8681498,1997,1997,23,23,1
8681499,1997,1997,23,23,1
8681500,1996,1998,23,23,1
8730401,1998,1998,332,332, 
8730402,1998,1998,332,332, 
8730403,1998,1998,20,20,1
8730404,1998,1998,20,20,1
8730405,1998,1998,20,20,1
8730406,1998,1998,27,27,1
8730407,1998,1998,27,27,1
8730408,1998,1998,27,27,1
8730409,1998,1998,27,27,1
8730410,1998,1998,27,27,1
8730411,1998,1998,27,27,1
8730412,1998,1998,26,26,1
8730413,1998,1999,26,26,1
8730414,1998,2000,26,26,1
8730415,1997,2000,26,26,1
8730416,1998,1999,26,26,1
8730417,1997,2001,26,26,1
8730418,1998,1999,26,27,1
8730420,1998,1998,26,26,1
8730421,1998,1999,26,26,1
8730422,1998,1998,26,26,1
8730423,1998,1998,26,26,1
8730424,1997,1998,29,29, 
8730425,1998,1998,20,20,1
8730426,1998,1998,20,20,1
8730427,1998,1998,20,20,1
8730428,1998,1998,20,20,1
8730429,1998,1998,27,27,1
8730430,1998,1998,27,27,1
8730431,1998,2000,27,27,1
8730432,1998,1998,27,27,1
8730433,1998,1998,27,27,1
8730434,1998,1998,27,27,1
8730435,1998,1998,27,27,1
8730436,1997,1998,27,27,1
8730437,1997,1999,27,27,1
8730438,1997,1998,27,27,1
8730439,1997,1999,27,27,1
8730440,1998,1998,27,27,1
8730441,1997,2000,27,27,1
8730442,1997,1998,27,27,1
8730443,1997,1999,27,27,1
8730444,1997,1999,22,22,1
8730445,1997,1999,22,22,1
8730446,1998,2000,22,22,1
8730447,1997,2001,22,22,1
8730448,1998,2002,22,22,1
8730449,1998,1998,22,22,1
8730450,1998,1998,22,22,1
8730451,1997,1999,22,22,1
8730452,1998,1998,22,22,1
8730453,1997,1998,27,27,1
8730454,1997,1999,27,27,1
8730455,1998,1998,28,28,1
8730456,1998,1998,28,28,1
8730457,1998,1999,28,28,1
8730458,1997,1998,35,35, 
8730459,1997,2000,34,34, 
8730460,1997,1998,34,34, 
8730461,1997,1999,34,34, 
8730462,1997,1998,34,34, 
8730463,1998,1999,23,23,1
8730464,1998,1998,23,23,1
8730465,1997,1999,23,23,1
8730466,1998,1998,23,25,1
8730467,1998,1998,332,332, 
8730468,1998,1998,332,332, 
8730469,1998,1998,332,332, 
8730470,1998,1998,332,332, 
8730471,1998,1998,332,332, 
8730472,1998,1998,332,332, 
8730473,1998,1998,29,29, 
8730474,1998,1998,29,28,1
8730475,1998,1998,29,29, 
8730476,1998,1998,29,29, 
8730477,1998,1998,29,29, 
8730478,1998,1998,28,28,1
8730479,1998,1998,28,28,1
8730480,1998,1998,28,28,1
8730481,1998,1998,28,28,1
8730482,1998,1998,28,28,1
8730483,1998,2000,28,28,1
8730484,1998,1998,27,27,1
8730485,1998,1998,27,27,1
8730486,1998,2000,27,27,1
8730487,1998,1998,27,27,1
8730488,1998,1998,27,27,1
8730489,1998,1998,26,26,1
8730490,1998,1998,26,26,1
8730491,1998,1998,26,26,1
8730492,1998,1998,26,26,1
8730493,1998,2003,26,26,1
8730494,1998,1998,26,26,1
8730495,1998,1998,26,26,1
8730496,1998,2001,26,27,1
8730497,1998,1999,26,26,1
8730498,1998,2000,26,26,1
8730499,1998,1998,26,26,1
8730500,1998,1998,26,26,1
8730501,1998,1998,29,29, 
8730502,1998,1998,29,29, 
8730503,1997,1999,27,27,1
8730504,1998,1998,27,27,1
8730505,1998,1998,27,27,1
8730506,1998,1999,27,27,1
8730507,1998,1998,27,27,1
8730508,1998,1998,27,27,1
8730509,1998,1999,27,27,1
8730510,1998,1998,27,27,1
8730511,1998,1998,27,27,1
8730512,1998,1998,27,27,1
8730513,1998,1998,27,27,1
8730514,1998,1998,27,27,1
8730515,1998,1998,27,27,1
8730516,1998,1998,27,27,1
8730517,1997,1998,27,27,1
8730518,1997,1999,27,27,1
8730519,1998,1998,26,26,1
8730520,1998,1998,26,26,1
8730521,1998,1998,26,26,1
8730522,1998,1999,26,26,1
8730523,1998,1998,26,26,1
8730524,1998,1998,26,26,1
8730525,1998,1998,26,26,1
8730526,1998,1998,28,28,1
8730527,1998,1999,28,28,1
8730528,1998,1999,28,34,1
8730529,1998,1999,28,28,1
8730530,1998,1998,28,28,1
8730531,1998,1998,28,28,1
8730532,1998,1998,28,28,1
8730533,1998,1998,28,28,1
8730534,1998,1998,28,28,1
8730535,1998,1999,27,27,1
8730536,1998,1998,27,27,1
8730537,1998,1999,27,27,1
8730538,1998,2000,27,27,1
8730539,1998,1998,27,27,1
8730540,1998,1998,27,27,1
8730541,1998,1999,27,27,1
8730542,1998,1998,27,27,1
8730543,1997,1998,34,34, 
8730544,1998,1998,34,34, 
8730545,1997,1998,34,34, 
8730546,1998,1998,24,24,1
8730547,1997,1999,24,24,1
8730548,1997,1998,24,24,1
8730549,1998,1998,24,24,1
8730550,1998,1999,24,24,1
8730551,1997,1999,24,24,1
8730552,1997,1999,24,24,1
8730553,1998,1999,24,24,1
8730554,1997,1999,24,24,1
8730555,1998,1999,24,24,1
8730556,1998,1999,24,24,1
8730557,1998,1998,24,24,1
8730558,1997,1999,24,24,1
8730559,1998,1998,24,24,1
8730560,1998,1999,24,24,1
8730561,1998,2000,24,24,1
8730562,1998,1999,24,24,1
8730563,1997,1999,24,24,1
8730564,1997,1999,24,24,1
8730565,1997,1998,24,24,1
8730566,1998,1999,24,24,1
8730567,1998,1998,20,20,1
8730568,1998,1998,20,20,1
8730569,1998,1998,20,20,1
8730570,1998,1998,20,20,1
8730571,1998,1998,20,20,1
8730572,1998,1998,20,20,1
8730573,1998,1998,27,27,1
8730574,1998,1998,27,27,1
8730575,1998,1998,27,27,1
8730576,1998,1998,27,27,1
8730577,1998,1999,27,27,1
8730578,1998,1998,27,27,1
8730579,1998,2000,27,20,1
8730580,1998,1998,27,27,1
8730581,1998,1998,27,27,1
8730582,1998,1998,27,27,1
8730583,1998,1998,27,27,1
8730584,1998,2007,27,27,1
8730585,1998,1998,27,27,1
8730586,1998,1999,27,27,1
8730587,1998,1998,27,27,1
8730588,1998,1998,27,27,1
8730589,1998,1998,27,27,1
8730590,1998,1998,27,27,1
8730591,1998,1998,27,27,1
8730592,1998,1998,26,26,1
8730593,1998,1998,26,26,1
8730594,1998,1998,26,26,1
8730595,1998,1998,26,26,1
8730596,1998,1998,26,26,1
8730597,1998,1998,26,26,1
8730598,1998,1998,26,26,1
8730599,1998,1998,26,26,1
8730600,1998,1998,26,26,1
8730901,1998,1998,28,28,1
8730902,1997,1999,28,28,1
8730903,1998,1998,28,28,1
8730904,1998,1998,21,21, 
8730905,1998,1998,21,21, 
8730906,1998,1998,21,21, 
8730907,1998,1998,21,21, 
8730908,1998,1998,332,332, 
8730909,1998,1998,332,332, 
8730910,1998,1998,332,332, 
8730911,1998,1998,332,331, 
8730912,1998,1999,332,332, 
8730913,1998,1998,332,332, 
8730914,1998,1998,332,332, 
8730915,1998,1998,332,332, 
8730916,1998,1998,332,332, 
8730917,1998,1998,332,332, 
8730918,1998,1998,332,332, 
8730919,1998,1998,27,27,1
8730920,1998,1998,27,27,1
8730921,1998,1998,24,24,1
8730922,1998,1999,24,24,1
8730923,1998,1998,24,24,1
8730924,1998,1999,24,24,1
8730925,1998,1999,24,24,1
8730926,1998,1998,24,24,1
8730927,1997,1999,24,24,1
8730928,1998,1999,24,23,1
8730929,1998,1998,24,24,1
8730930,1998,1998,24,24,1
8730931,1998,1999,24,24,1
8730932,1998,2002,24,24,1
8730933,1998,1998,24,24,1
8730934,1998,1998,24,24,1
8730935,1998,1999,24,24,1
8730936,1998,1998,24,24,1
8730937,1998,1998,24,24,1
8730938,1997,1999,24,24,1
8730939,1998,1998,24,24,1
8730940,1998,1998,24,24,1
8730941,1998,1998,24,24,1
8730942,1998,1998,24,24,1
8730943,1997,1999,24,24,1
8730944,1998,1998,24,24,1
8730945,1998,1999,24,24,1
8730946,1998,1999,24,24,1
8730947,1998,1998,24,24,1
8730948,1998,1998,24,24,1
8730949,1998,1998,24,24,1
8730950,1998,1999,24,23,1
8730951,1998,1999,24,24,1
8730952,1998,1999,24,24,1
8730953,1998,1999,24,24,1
8730954,1998,1998,24,24,1
8730955,1998,1998,24,24,1
8730956,1998,1999,24,24,1
8730957,1998,1999,24,24,1
8730958,1998,1998,24,24,1
8730959,1998,1999,24,24,1
8730960,1998,1999,24,24,1
8730961,1998,1998,24,24,1
8730962,1998,1998,24,24,1
8730963,1998,1998,24,24,1
8730964,1998,1998,24,24,1
8730965,1998,1998,24,24,1
8730966,1998,1998,24,24,1
8730967,1998,1999,24,22,1
8730968,1998,1998,24,24,1
8730969,1998,2005,24,24,1
8730970,1998,1999,24,23,1
8730971,1998,1999,24,24,1
8730972,1997,1999,24,24,1
8730973,1997,1998,24,24,1
8730974,1997,1999,24,24,1
8730975,1998,1998,24,24,1
8730976,1998,1998,29,29, 
8730977,1998,1998,29,29, 
8730978,1998,1998,29,29, 
8730979,1998,2002,28,28,1
8730980,1998,1998,28,28,1
8730981,1998,1999,28,28,1
8730982,1998,1998,28,28,1
8730983,1998,1998,28,28,1
8730984,1998,1998,28,28,1
8730985,1998,1998,28,28,1
8730986,1998,1998,28,28,1
8730987,1998,2000,26,26,1
8730988,1998,1998,26,26,1
8730989,1998,1998,26,26,1
8730990,1998,1998,26,26,1
8730991,1998,1998,26,26,1
8730992,1998,1998,26,26,1
8730993,1998,1999,26,26,1
8730994,1998,1998,26,26,1
8730995,1998,1998,26,26,1
8730996,1998,1998,26,26,1
8730997,1998,1998,26,26,1
8730998,1998,2002,26,26,1
8730999,1998,1998,26,26,1
8732201,1998,1998,26,26,1
8732202,1998,1999,29,29, 
8732203,1998,1998,26,26,1
8732204,1998,1998,26,26,1
8732205,1998,1999,27,27,1
8732206,1998,1998,27,27,1
8732207,1998,1998,27,27,1
8732208,1998,1998,27,27,1
8732209,1998,1998,27,27,1
8732210,1998,1998,27,27,1
8732211,1998,1999,27,27,1
8732212,1998,1998,27,27,1
8732213,1998,1999,27,27,1
8732214,1998,1998,27,27,1
8732215,1998,1998,20,20,1
8732216,1998,1998,20,20,1
8732217,1998,1998,20,20,1
8732218,1998,1998,20,20,1
8732219,1998,1998,20,20,1
8732220,1998,1999,331,35, 
8732221,1998,1999,331,331, 
8732222,1998,1998,331,332, 
8732223,1998,1999,331,331, 
8732224,1998,1998,331,331, 
8732225,1998,2000,331,331, 
8732226,1998,1998,23,23,1
8732227,1998,1999,23,23,1
8732228,1998,1998,23,23,1
8732229,1998,1998,23,23,1
8732230,1998,1998,23,23,1
8732231,1998,1998,23,23,1
8732232,1998,1998,23,23,1
8732233,1998,1998,23,23,1
8732234,1998,1998,23,23,1
8732235,1998,1999,23,23,1
8732236,1997,1998,23,23,1
8732237,1997,1999,23,23,1
8732239,1997,2000,332,332, 
8732240,1997,1998,332,332, 
8732241,1998,1998,26,26,1
8732242,1998,1998,26,26,1
8732243,1998,1998,26,26,1
8732244,1998,1998,26,26,1
8732245,1998,1998,26,26,1
8732246,1998,1998,26,26,1
8732247,1998,1999,26,26,1
8732248,1998,1998,26,26,1
8732249,1998,1999,27,27,1
8732250,1998,1998,27,27,1
8732251,1998,1998,27,27,1
8732252,1998,1998,27,27,1
8732253,1998,1998,27,27,1
8732254,1997,2002,38,38,1
8732255,1997,1998,38,38,1
8732256,1998,2001,22,22,1
8732257,1998,1998,22,22,1
8732258,1998,2003,22,22,1
8732259,1998,2001,22,22,1
8732260,1998,1998,22,22,1
8732261,1997,1998,22,22,1
8732262,1998,2003,22,22,1
8732263,1998,1998,22,22,1
8732264,1998,2000,22,22,1
8732265,1998,1998,22,22,1
8732266,1997,2001,22,22,1
8732267,1998,1998,22,22,1
8732268,1998,1998,22,22,1
8732269,1998,1998,22,22,1
8732270,1998,1998,22,22,1
8732271,1998,1998,22,22,1
8732272,1998,1998,22,22,1
8732273,1998,2001,22,22,1
8732274,1998,1998,23,23,1
8732275,1998,1999,23,23,1
8732276,1998,1998,23,23,1
8732277,1998,1998,23,23,1
8732278,1998,1998,23,23,1
8732279,1998,1999,23,22,1
8732280,1998,1999,23,23,1
8732281,1998,1998,23,23,1
8732282,1998,1998,23,23,1
8732283,1998,1999,23,23,1
8732284,1998,1999,23,23,1
8732285,1998,1998,34,34, 
8732286,1997,1998,34,34, 
8732287,1998,1998,34,34, 
8732288,1998,2000,27,27,1
8732289,1998,1998,27,27,1
8732290,1998,1998,27,27,1
8732291,1998,1998,27,27,1
8732292,1998,1999,27,27,1
8732293,1998,2001,27,27,1
8732294,1998,1999,27,27,1
8732295,1998,1998,27,27,1
8732296,1998,1999,27,27,1
8732297,1998,1998,27,27,1
8732298,1997,1999,34,34, 
8732299,1998,1998,34,34, 
8732300,1997,1999,34,34, 
8732501,1998,1998,34,23,1
8732502,1997,1998,34,34, 
8732503,1997,1999,34,34, 
8732504,1998,1998,34,34, 
8732505,1997,1999,34,34, 
8732506,1997,1998,34,34, 
8732507,1998,1998,34,34, 
8732508,1998,1998,23,23,1
8732509,1998,1999,23,23,1
8732510,1998,1999,23,23,1
8732511,1997,1999,23,23,1
8732512,1998,1998,23,23,1
8732513,1998,1999,23,23,1
8732514,1998,1998,23,23,1
8732515,1998,1998,23,23,1
8732516,1998,1998,23,23,1
8732517,1998,1999,23,23,1
8732518,1998,1998,23,23,1
8732519,1998,1998,23,23,1
8732520,1998,1999,23,23,1
8732521,1998,1998,23,23,1
8732522,1998,1998,35,35, 
8732523,1998,1999,35,34, 
8732524,1998,2000,35,35, 
8732525,1998,2000,35,35, 
8732526,1997,1998,35,35, 
8732527,1998,1999,35,35, 
8732528,1998,1998,35,35, 
8732529,1998,1998,35,35, 
8732530,1998,1998,35,35, 
8732531,1997,1998,35,35, 
8732532,1998,1998,35,35, 
8732533,1998,1998,35,35, 
8732534,1998,1998,35,35, 
8732535,1998,1998,35,35, 
8732536,1998,1998,35,35, 
8732537,1998,2000,35,35, 
8732538,1998,1998,35,35, 
8732539,1998,1998,35,35, 
8732540,1998,1999,35,35, 
8732541,1998,1999,35,35, 
8732542,1998,1998,35,35, 
8732543,1998,1998,35,35, 
8732544,1998,1999,35,24,1
8732545,1998,1999,35,35, 
8732546,1998,1998,35,35, 
8732547,1998,1999,35,35, 
8732548,1998,2000,35,35, 
8732549,1998,1999,35,35, 
8732550,1998,1998,28,28,1
8732551,1998,1998,28,28,1
8732552,1998,2001,28,28,1
8732553,1998,1998,28,28,1
8732554,1998,1998,28,28,1
8732555,1998,1998,28,28,1
8732556,1998,1998,28,28,1
8732557,1998,1998,28,28,1
8732558,1998,1998,28,28,1
8732559,1998,2003,28,28,1
8732560,1998,1998,26,26,1
8732561,1998,1999,26,26,1
8732562,1998,1998,26,26,1
8732563,1998,1998,26,26,1
8732564,1998,1998,26,26,1
8732565,1997,2001,26,26,1
8732566,1998,1998,26,26,1
8732567,1998,1998,27,27,1
8732568,1998,1998,27,27,1
8732569,1998,1998,27,27,1
8732570,1998,2000,332,332, 
8732571,1998,1998,332,332, 
8732572,1998,1998,332,332, 
8732573,1998,1998,332,332, 
8732574,1998,1998,332,331, 
8732575,1998,1999,332,331, 
8732576,1998,1999,332,331, 
8732577,1998,1999,332,332, 
8732578,1998,1998,332,332, 
8732579,1997,1999,332,332, 
8732580,1998,2000,331,36, 
8732581,1998,1998,331,331, 
8732582,1998,1998,331,331, 
8732583,1998,1998,331,331, 
8732584,1998,1998,331,331, 
8732585,1998,1998,331,331, 
8732586,1997,1998,331,331, 
8732587,1998,1998,331,331, 
8732588,1998,1999,331,331, 
8732589,1998,1999,23,23,1
8732590,1998,1999,23,23,1
8732591,1998,1999,23,23,1
8732592,1998,1998,23,23,1
8732593,1998,1998,332,332, 
8732594,1998,1998,332,332, 
8732595,1998,2002,332,331, 
8732596,1998,1998,332,332, 
8732597,1998,1999,332,332, 
8732598,1997,1998,332,332, 
8732599,1998,1998,332,332, 
8732600,1997,2000,332,27,1
8732601,1998,1998,332,332, 
8732602,1997,1998,332,332, 
8732603,1998,1998,35,35, 
8732604,1998,1998,35,35, 
8732605,1998,2000,35,35, 
8732606,1998,1998,35,35, 
8732607,1998,1998,35,35, 
8732608,1998,2000,35,35, 
8732609,1998,1998,35,35, 
8732610,1998,2003,35,35, 
8732611,1998,1998,35,35, 
8732612,1998,1998,35,35, 
8732613,1998,1998,35,35, 
8732614,1998,1999,35,35, 
8732615,1998,2003,35,35, 
8732616,1998,2001,35,35, 
8732617,1998,1998,35,35, 
8732618,1998,1998,35,35, 
8732619,1998,1998,35,35, 
8732620,1998,1999,35,332, 
8732621,1998,1999,35,23,1
8732622,1998,1999,35,35, 
8732623,1998,1998,35,35, 
8732624,1998,1998,35,35, 
8732625,1998,2001,35,35, 
8732626,1997,1999,35,35, 
8732627,1998,1998,35,35, 
8732628,1998,1998,35,35, 
8732629,1998,1998,35,35, 
8732630,1998,1998,35,35, 
8732631,1998,2001,35,35, 
8732632,1998,1998,35,35, 
8732633,1998,1998,35,35, 
8732634,1998,2001,35,35, 
8732635,1998,1998,35,35, 
8732636,1998,1998,27,27,1
8732637,1998,2002,27,27,1
8732638,1998,1999,27,27,1
8732639,1998,2001,27,27,1
8732640,1998,1999,27,27,1
8732641,1998,1999,27,27,1
8732642,1998,1998,27,27,1
8732643,1998,1998,27,27,1
8732644,1998,1999,27,27,1
8732645,1998,1998,27,27,1
8732646,1998,2001,27,27,1
8732647,1998,2000,27,27,1
8732648,1998,2000,27,27,1
8732649,1998,2001,27,27,1
8732650,1998,2000,27,27,1
8732651,1998,2000,27,27,1
8732652,1998,1999,27,27,1
8732653,1998,1999,27,27,1
8732654,1998,1999,27,27,1
8732655,1998,1998,27,27,1
8732656,1998,2000,27,27,1
8732657,1998,1999,27,27,1
8732658,1998,1998,27,27,1
8732659,1998,2004,27,27,1
8732660,1998,2001,27,27,1
8732661,1998,1998,23,23,1
8732662,1998,1999,23,23,1
8732663,1998,1999,23,23,1
8732664,1998,1999,23,23,1
8732665,1998,1998,23,23,1
8732666,1998,1999,23,23,1
8732667,1998,1999,23,23,1
8732668,1998,1999,23,24,1
8732669,1998,1998,23,23,1
8732670,1998,1999,331,331, 
8732671,1998,1999,331,331, 
8732672,1998,2000,331,331, 
8732673,1998,1999,331,331, 
8732674,1998,2000,331,332, 
8732675,1998,1998,331,331, 
8732676,1998,1999,26,26,1
8732677,1998,1998,26,26,1
8732678,1998,1999,26,26,1
8732679,1998,1998,26,26,1
8732680,1998,2000,26,26,1
8732681,1998,2000,26,26,1
8732682,1998,1998,26,26,1
8732683,1998,1998,26,26,1
8732684,1998,1998,26,26,1
8732685,1998,2001,27,27,1
8732686,1998,2000,27,27,1
8732687,1998,2000,27,27,1
8732688,1998,1998,27,27,1
8732689,1998,1999,27,27,1
8732690,1998,2003,27,27,1
8732691,1998,1999,27,27,1
8732692,1998,1998,27,27,1
8732693,1998,1998,27,27,1
8732694,1998,1999,27,27,1
8732695,1998,2001,26,26,1
8732696,1998,2001,26,26,1
8732697,1998,2001,26,26,1
8732698,1998,2000,26,26,1
8732699,1998,2000,26,26,1
8732700,1998,2001,26,26,1
8745381,2006,2007,51,51, 
8747001,1999,1999,35,35, 
8747002,1999,1999,35,35, 
8747003,1999,1999,35,35, 
8747004,1999,1999,35,35, 
8747005,1999,2000,35,35, 
8747006,1999,1999,35,35, 
8747007,1999,1999,24,24,1
8747008,1999,1999,24,24,1
8747009,1999,1999,24,24,1
8747010,1998,1999,34,34, 
8747011,1999,1999,34,34, 
8747012,1999,2001,34,28,1
8747013,1999,1999,34,34, 
8747014,1999,1999,34,34, 
8747015,1999,1999,34,34, 
8747016,1999,1999,23,23,1
8747017,1999,1999,23,23,1
8747018,1999,1999,23,23,1
8747019,1999,1999,23,23,1
8747020,1999,1999,23,23,1
8747021,1999,1999,23,23,1
8747022,1999,1999,23,24,1
8747023,1999,2000,23,332,1
8747024,1999,1999,23,23,1
8747025,1999,1999,23,23,1
8747026,1998,1999,23,23,1
8747027,1999,1999,23,23,1
8747028,1999,1999,23,35,1
8747029,1999,1999,23,23,1
8747030,1999,1999,35,35, 
8747031,1999,1999,35,35, 
8747032,1999,1999,35,35, 
8747033,1998,1999,35,35, 
8747034,1999,1999,331,331, 
8747035,1999,1999,331,331, 
8747036,1999,2000,331,331, 
8747037,1999,1999,331,331, 
8747038,1998,1999,34,35, 
8747039,1999,1999,34,34, 
8747040,1999,1999,34,34, 
8747041,1999,1999,34,34, 
8747042,1998,1999,34,34, 
8747043,1999,1999,34,34, 
8747044,1999,1999,34,34, 
8747045,1999,1999,34,34, 
8747046,1999,1999,34,34, 
8747047,1999,1999,34,34, 
8747048,1999,1999,34,34, 
8747049,1999,1999,34,34, 
8747050,1999,1999,34,34, 
8747051,1999,1999,34,34, 
8747052,1999,2000,34,35, 
8747053,1999,1999,34,34, 
8747054,1999,1999,34,34, 
8747055,1999,1999,34,34, 
8747056,1999,1999,34,34, 
8747057,1999,1999,34,34, 
8747058,1999,1999,34,34, 
8747059,1999,1999,34,34, 
8747060,1999,1999,34,34, 
8747061,1999,1999,35,35, 
8747062,1998,1999,35,35, 
8747063,1999,1999,35,35, 
8747064,1998,1999,35,35, 
8747065,1999,1999,35,35, 
8747066,1999,1999,35,35, 
8747067,1999,1999,35,35, 
8747068,1999,1999,35,35, 
8747069,1999,1999,24,24,1
8747070,1999,1999,24,24,1
8747071,1999,1999,24,24,1
8747072,1999,1999,24,24,1
8747073,1999,1999,24,24,1
8747074,1999,1999,23,23,1
8747075,1999,1999,23,23,1
8747076,1999,1999,23,23,1
8747077,1999,1999,23,23,1
8747078,1999,1999,23,23,1
8747079,1999,1999,23,23,1
8747080,1999,1999,23,23,1
8747081,1999,1999,23,23,1
8747082,1999,1999,23,23,1
8747083,1999,1999,23,23,1
8747084,1999,1999,23,23,1
8747085,1999,2000,23,23,1
8747086,1999,1999,24,24,1
8747087,1999,1999,24,24,1
8747088,1998,1999,24,24,1
8747089,1999,1999,24,24,1
8747090,1999,1999,24,24,1
8747091,1999,1999,24,24,1
8747092,1999,1999,34,34, 
8747093,1999,1999,34,34, 
8747094,1999,1999,34,34, 
8747095,1999,1999,34,34, 
8747096,1999,1999,34,34, 
8747097,1999,1999,20,20,1
8747098,1999,1999,20,20,1
8747099,1999,1999,20,20,1
8747100,1998,1999,27,27,1
8747101,1998,2000,27,27,1
8747102,1998,1999,27,27,1
8747103,1998,1999,27,27,1
8747104,1998,2001,27,27,1
8747105,1998,2000,27,27,1
8747106,1998,1999,27,27,1
8747107,1999,1999,28,28,1
8747108,1999,1999,28,28,1
8747109,1999,2000,28,28,1
8747110,1999,1999,28,28,1
8747111,1999,1999,28,28,1
8747112,1999,1999,28,28,1
8747113,1999,1999,28,28,1
8747114,1998,1999,28,28,1
8747115,1999,1999,28,28,1
8747116,1998,1999,28,28,1
8747117,1998,1999,28,28,1
8747118,1999,2001,27,27,1
8747119,1999,1999,27,27,1
8747120,1998,1999,34,34, 
8747121,1998,1999,34,34, 
8747122,1999,1999,34,34, 
8747123,1999,1999,34,34, 
8747124,1999,1999,34,34, 
8747125,1999,2000,26,26,1
8747126,1999,1999,26,26,1
8747127,1999,1999,27,27,1
8747128,1999,1999,27,27,1
8747129,1999,1999,27,27,1
8747130,1999,1999,27,27,1
8747131,1999,1999,27,27,1
8747132,1999,1999,27,27,1
8747133,1999,1999,27,27,1
8747134,1999,1999,27,27,1
