ringnr,hatchyear,lastyear,firstisland,lastisland,HelgelandSNPisland
8M31522,2009,2013,22,22,1
8M31523,2009,2009,27,27,1
8M31524,2009,2010,30,26,1
8M31525,2008,2009,30,30, 
8M31526,2009,2010,26,26,1
8M31527,2009,2010,27,27,1
8M31528,2009,2010,27,26,1
8M31529,2009,2009,27,27,1
8M31530,2009,2009,27,27,1
8M31531,2009,2009,27,27,1
8M31532,2009,2011,20,27,1
8M31533,2009,2009,20,20,1
8M31534,2009,2009,20,20,1
8M31535,2009,2011,20,20,1
8M31536,2009,2010,20,20,1
8M31537,2009,2009,20,20,1
8M31538,2009,2009,20,20,1
8M31540,2009,2009,20,20,1
8M31541,2008,2009,20,20,1
8M31542,2009,2011,28,28,1
8M31543,2009,2010,28,28,1
8M31544,2008,2010,28,28,1
8M31545,2009,2010,28,28,1
8M31546,2009,2010,28,28,1
8M31547,2009,2011,28,27,1
8M31548,2009,2011,28,28,1
8M31549,2009,2009,28,28,1
8M31550,2009,2016,28,28,1
8M31551,2009,2010,28,28,1
8M31552,2008,2009,28,28,1
8M31553,2009,2009,28,28,1
8M31554,2009,2010,28,28,1
8M31555,2009,2009,28,28,1
8M31556,2009,2009,28,28,1
8M31557,2009,2009,28,28,1
8M31558,2009,2009,28,28,1
8M31559,2009,2009,28,28,1
8M31560,2009,2009,27,27,1
8M31561,2009,2010,27,27,1
8M31562,2009,2010,27,27,1
8M31563,2009,2009,27,27,1
8M31564,2009,2009,27,27,1
8M31565,2009,2009,27,27,1
8M31566,2009,2009,27,27,1
8M31567,2009,2009,27,27,1
8M31568,2009,2010,27,27,1
8M31569,2009,2009,27,27,1
8M31570,2009,2009,27,27,1
8M31571,2009,2009,26,26,1
8M31572,2009,2009,26,26,1
8M31573,2009,2009,26,26,1
8M31574,2009,2009,26,26,1
8M31575,2009,2009,26,26,1
8M31576,2009,2009,26,26,1
8M31577,2009,2009,26,26,1
8M31578,2009,2009,26,26,1
8M31579,2009,2009,26,26,1
8M31580,2009,2009,27,27,1
8M31581,2009,2011,27,27,1
8M31582,2009,2009,27,27,1
8M31583,2009,2012,27,27,1
8M31584,2009,2009,27,27,1
8M31585,2009,2011,27,27,1
8M31586,2009,2009,27,27,1
8M31587,2009,2009,22,22,1
8M31588,2009,2009,27,27,1
8M31589,2009,2009,27,27,1
8M31590,2009,2009,27,27,1
8M31591,2009,2011,27,27,1
8M31592,2009,2009,27,27,1
8M31593,2009,2009,27,27,1
8M31594,2009,2009,27,27,1
8M31595,2009,2009,27,27,1
8M31596,2009,2009,26,26,1
8M31597,2009,2009,26,26,1
8M31598,2009,2009,26,26,1
8M31599,2009,2009,26,26,1
8M31600,2009,2009,26,26,1
8M31601,2009,2009,26,26,1
8M31602,2009,2010,26,27,1
8M31603,2009,2009,26,26,1
8M31604,2009,2009,26,26,1
8M31605,2008,2009,26,26,1
8M31606,2009,2009,26,26,1
8M31607,2009,2009,26,26,1
8M31608,2009,2009,26,26,1
8M31609,2009,2009,26,26,1
8M31610,2009,2009,24,24,1
8M31611,2009,2009,24,24,1
8M31612,2009,2009,24,24,1
8M31613,2009,2009,24,24,1
8M31614,2009,2009,24,24,1
8M31615,2009,2009,24,24,1
8M31616,2009,2009,24,24,1
8M31617,2009,2009,24,24,1
8M31618,2009,2009,26,26,1
8M31619,2009,2009,26,26,1
8M31620,2009,2009,26,26,1
8M31621,2009,2009,26,26,1
8M31622,2009,2011,26,26,1
8M31623,2009,2009,26,26,1
8M31624,2009,2009,26,26,1
8M31625,2008,2009,26,26,1
8M31626,2009,2009,28,26,1
8M31627,2009,2011,26,26,1
8M31628,2009,2009,26,26,1
8M31629,2009,2009,35,35, 
8M31630,2009,2009,35,35, 
8M31631,2009,2009,27,27,1
8M31632,2009,2011,27,27,1
8M31633,2009,2009,30,30, 
8M31634,2009,2012,20,26,1
8M31635,2009,2009,20,20,1
8M31636,2009,2009,38,38,1
8M31637,2009,2010,38,38,1
8M31638,2009,2009,38,38,1
8M31639,2009,2009,38,38,1
8M31640,2009,2012,38,38,1
8M31641,2009,2012,38,38,1
8M31642,2009,2010,38,38,1
8M31643,2009,2010,60,60, 
8M31644,2009,2010,60,60, 
8M31645,2009,2010,60,60, 
8M31647,2009,2011,60,60, 
8M31648,2009,2010,60,60, 
8M31649,2009,2010,60,60, 
8M31650,2009,2011,60,60, 
8M31651,2009,2014,60,67, 
8M31652,2009,2010,60,60, 
8M31653,2009,2012,60,60, 
8M31654,2009,2010,61,61, 
8M31655,2009,2010,61,61, 
8M31656,2009,2011,61,61, 
8M31657,2009,2011,61,61, 
8M31658,2009,2010,61,61, 
8M31659,2009,2010,61,61, 
8M31660,2009,2010,61,61, 
8M31661,2009,2010,61,61, 
8M31662,2009,2010,61,61, 
8M31663,2009,2010,61,61, 
8M31664,2009,2010,61,61, 
8M31665,2009,2010,61,61, 
8M31666,2009,2010,61,61, 
8M31667,2009,2010,61,61, 
8M31668,2009,2010,61,61, 
8M31669,2009,2011,61,61, 
8M31670,2009,2010,61,61, 
8M31671,2009,2010,61,61, 
8M31672,2009,2010,61,61, 
8M31673,2009,2010,61,61, 
8M31674,2009,2011,61,61, 
8M31675,2009,2010,61,61, 
8M31676,2009,2010,61,61, 
8M31677,2009,2010,61,61, 
8M31678,2009,2010,61,61, 
8M31679,2009,2010,61,61, 
8M31680,2009,2010,61,61, 
8M31681,2009,2010,61,61, 
8M31682,2009,2010,61,61, 
8M31683,2009,2010,61,61, 
8M31684,2009,2010,61,61, 
8M31685,2009,2011,61,61, 
8M31686,2009,2010,61,61, 
8M31687,2009,2011,61,61, 
8M31688,2009,2010,61,61, 
8M31689,2009,2011,61,61, 
8M31690,2009,2010,61,61, 
8M31691,2009,2010,61,61, 
8M31692,2009,2010,61,61, 
8M31693,2009,2010,61,61, 
8M31694,2009,2010,61,61, 
8M31695,2009,2010,61,61, 
8M31696,2009,2010,61,61, 
8M31697,2009,2010,61,61, 
8M31698,2009,2010,61,61, 
8M31699,2009,2010,61,61, 
8M31700,2009,2011,61,61, 
8M31701,2009,2009,26,26,1
8M31702,2009,2009,26,26,1
8M31703,2009,2009,26,26,1
8M31704,2009,2013,26,26,1
8M31705,2009,2009,26,26,1
8M31706,2009,2012,26,26,1
8M31707,2009,2009,26,26,1
8M31708,2009,2009,26,26,1
8M31709,2009,2009,26,26,1
8M31710,2009,2009,26,26,1
8M31711,2009,2010,28,26,1
8M31712,2009,2010,28,27,1
8M31713,2009,2011,28,27,1
8M31714,2009,2010,28,28,1
8M31715,2009,2010,28,28,1
8M31716,2009,2010,28,28,1
8M31717,2008,2010,28,28,1
8M31718,2009,2009,38,38,1
8M31719,2009,2009,27,27,1
8M31720,2009,2009,27,27,1
8M31721,2009,2009,27,27,1
8M31722,2009,2009,27,27,1
8M31723,2009,2009,27,27,1
8M31724,2009,2009,24,24,1
8M31725,2009,2009,24,24,1
8M31726,2009,2009,24,24,1
8M31727,2009,2009,24,24,1
8M31728,2009,2009,24,24,1
8M31729,2009,2009,24,24,1
8M31730,2009,2010,24,24,1
8M31731,2009,2011,24,24,1
8M31732,2009,2012,24,24,1
8M31733,2009,2012,24,24,1
8M31734,2009,2009,24,24,1
8M31735,2009,2009,24,24,1
8M31736,2009,2009,24,24,1
8M31737,2009,2015,24,24,1
8M31738,2009,2010,24,24,1
8M31739,2009,2014,24,24,1
8M31740,2009,2011,35,35, 
8M31741,2009,2011,35,35, 
8M31742,2009,2009,35,35, 
8M31743,2009,2009,35,35, 
8M31744,2009,2013,35,35, 
8M31745,2009,2009,35,35, 
8M31746,2009,2009,35,35, 
8M31747,2009,2010,35,27,1
8M31748,2009,2011,35,35, 
8M31749,2009,2010,35,35, 
8M31750,2009,2009,35,35, 
8M31751,2009,2010,35,35, 
8M31752,2009,2010,35,35, 
8M31754,2009,2009,35,35, 
8M31755,2009,2009,28,28,1
8M31756,2009,2014,28,28,1
8M31757,2009,2009,27,27,1
8M31758,2009,2013,27,27,1
8M31759,2009,2009,36,36, 
8M31760,2009,2010,60,60, 
8M31761,2009,2010,60,60, 
8M31762,2009,2010,60,60, 
8M31763,2009,2010,60,60, 
8M31764,2009,2012,60,60, 
8M31765,2009,2012,60,60, 
8M31766,2009,2012,60,60, 
8M31767,2009,2010,60,60, 
8M31768,2009,2011,60,60, 
8M31769,2009,2013,60,60, 
8M31770,2009,2011,60,60, 
8M31771,2009,2012,60,60, 
8M31772,2009,2010,60,60, 
8M31773,2009,2010,60,60, 
8M31774,2009,2013,60,60, 
8M31775,2009,2010,60,60, 
8M31776,2009,2011,60,60, 
8M31777,2009,2011,60,60, 
8M31778,2009,2013,60,60, 
8M31779,2009,2010,60,60, 
8M31780,2009,2012,60,60, 
8M31781,2009,2013,60,60, 
8M31782,2009,2010,60,60, 
8M31783,2009,2010,60,60, 
8M31784,2009,2012,60,67, 
8M31785,2009,2012,60,60, 
8M31786,2009,2010,60,60, 
8M31787,2009,2010,60,60, 
8M31788,2009,2010,60,60, 
8M31789,2009,2012,60,60, 
8M31790,2009,2010,60,60, 
8M31791,2009,2011,60,60, 
8M31792,2009,2011,60,60, 
8M31793,2009,2014,60,60, 
8M31794,2009,2011,60,63, 
8M31795,2009,2011,60,60, 
8M31796,2009,2010,60,60, 
8M31797,2009,2011,60,60, 
8M31798,2009,2012,60,67, 
8M31799,2009,2010,60,60, 
8M31800,2009,2010,60,60, 
8M31801,2009,2010,61,61, 
8M31802,2009,2010,61,61, 
8M31803,2009,2010,61,61, 
8M31804,2009,2012,61,61, 
8M31805,2009,2012,61,61, 
8M31806,2009,2011,61,61, 
8M31807,2009,2010,61,61, 
8M31808,2009,2011,61,61, 
8M31809,2009,2011,61,61, 
8M31810,2009,2010,61,61, 
8M31811,2009,2010,61,61, 
8M31812,2009,2012,61,67, 
8M31813,2009,2010,61,61, 
8M31814,2009,2010,61,61, 
8M31815,2009,2012,61,61, 
8M31816,2009,2010,61,61, 
8M31817,2009,2010,61,61, 
8M31818,2009,2010,61,61, 
8M31819,2009,2010,61,61, 
8M31820,2009,2014,61,61, 
8M31821,2009,2011,61,61, 
8M31822,2009,2011,61,61, 
8M31823,2009,2012,61,61, 
8M31824,2009,2012,61,61, 
8M31825,2009,2014,61,61, 
8M31826,2009,2012,61,61, 
8M31827,2009,2010,61,61, 
8M31828,2009,2012,61,61, 
8M31829,2009,2010,61,61, 
8M31830,2009,2010,61,61, 
8M31831,2009,2010,61,61, 
8M31832,2009,2010,61,61, 
8M31833,2009,2011,61,61, 
8M31834,2009,2010,61,61, 
8M31835,2009,2010,61,61, 
8M31836,2009,2010,61,61, 
8M31837,2009,2010,61,61, 
8M31838,2010,2013,22,22,1
8M31839,2010,2012,22,22,1
8M31840,2010,2010,22,22,1
8M31841,2010,2010,26,26,1
8M31842,2010,2010,26,26,1
8M31843,2010,2010,20,20,1
8M31844,2010,2011,20,20,1
8M31845,2010,2010,20,20,1
8M31846,2010,2010,20,20,1
8M31847,2010,2010,20,20,1
8M31848,2010,2010,20,20,1
8M31849,2010,2011,27,27,1
8M31850,2010,2010,27,27,1
8M31851,2010,2010,27,27,1
8M31852,2010,2010,27,27,1
8M31853,2010,2010,27,27,1
8M31854,2010,2010,27,27,1
8M31855,2010,2010,27,27,1
8M31856,2010,2010,27,27,1
8M31857,2010,2010,27,27,1
8M31858,2010,2010,27,27,1
8M31859,2010,2010,27,27,1
8M31860,2010,2010,27,27,1
8M31861,2010,2010,27,27,1
8M31862,2009,2011,26,30,1
8M31863,2010,2012,28,28,1
8M31864,2010,2010,28,28,1
8M31865,2010,2016,28,28,1
8M31866,2010,2010,28,28,1
8M31867,2010,2010,28,28,1
8M31868,2010,2010,27,27,1
8M31869,2010,2013,27,27,1
8M31870,2010,2010,27,20,1
8M31871,2010,2010,27,27,1
8M31872,2009,2012,27,27,1
8M31873,2009,2010,27,27,1
8M31874,2009,2010,27,27,1
8M31875,2009,2011,27,27,1
8M31876,2010,2010,27,27,1
8M31877,2010,2010,38,38,1
8M31878,2010,2010,38,38,1
8M31879,2010,2010,28,28,1
8M31880,2010,2010,28,28,1
8M31881,2010,2010,28,28,1
8M31882,2010,2010,28,28,1
8M31883,2010,2010,28,28,1
8M31884,2010,2010,28,28,1
8M31885,2010,2010,28,28,1
8M31886,2010,2010,28,28,1
8M31887,2010,2010,28,28,1
8M31888,2010,2010,28,28,1
8M31889,2010,2010,28,28,1
8M31890,2010,2010,27,27,1
8M31891,2010,2010,27,27,1
8M31892,2010,2010,27,27,1
8M31893,2010,2011,27,27,1
8M31894,2010,2010,27,27,1
8M31895,2010,2010,27,27,1
8M31896,2010,2010,26,26,1
8M31897,2010,2010,26,26,1
8M31898,2010,2010,26,26,1
8M31899,2010,2010,26,26,1
8M31900,2010,2010,26,26,1
8M31901,2009,2009,28,28,1
8M31902,2009,2009,28,27,1
8M31903,2009,2010,61,61, 
8M31904,2009,2010,61,61, 
8M31905,2009,2011,61,61, 
8M31906,2009,2011,61,61, 
8M31907,2009,2011,61,61, 
8M31908,2009,2012,61,67, 
8M31909,2009,2011,61,61, 
8M31910,2009,2010,61,61, 
8M31911,2009,2011,61,61, 
8M31912,2009,2010,61,61, 
8M31913,2009,2011,61,61, 
8M31914,2009,2010,61,61, 
8M31915,2009,2011,61,61, 
8M31916,2009,2010,61,61, 
8M31917,2009,2010,61,61, 
8M31918,2009,2010,61,61, 
8M31919,2009,2010,61,61, 
8M31920,2009,2010,61,61, 
8M31921,2009,2012,61,61, 
8M31922,2009,2012,27,27,1
8M31923,2009,2011,27,27,1
8M31924,2009,2010,27,27,1
8M31925,2009,2012,27,27,1
8M31926,2009,2011,27,27,1
8M31927,2009,2011,27,27,1
8M31928,2009,2010,27,27,1
8M31929,2010,2011,27,27,1
8M31930,2010,2010,27,27,1
8M31931,2010,2010,27,27,1
8M31932,2010,2010,26,26,1
8M31933,2010,2010,26,26,1
8M31934,2010,2010,26,26,1
8M31935,2009,2010,26,26,1
8M31936,2009,2011,26,26,1
8M31937,2009,2010,38,38,1
8M31938,2009,2011,27,27,1
8M31939,2009,2011,27,27,1
8M31940,2009,2011,27,27,1
8M31941,2009,2011,27,27,1
8M31942,2010,2010,26,26,1
8M31943,2009,2011,28,28,1
8M31944,2009,2010,28,28,1
8M31945,2010,2011,27,27,1
8M31946,2010,2010,27,27,1
8M31947,2010,2010,27,27,1
8M31948,2010,2010,27,27,1
8M31949,2010,2010,27,27,1
8M31950,2010,2010,27,27,1
8M31951,2010,2010,26,26,1
8M31952,2010,2010,26,26,1
8M31953,2009,2010,26,26,1
8M31954,2009,2010,26,26,1
8M31955,2010,2010,27,27,1
8M31956,2010,2010,27,27,1
8M31957,2010,2010,27,27,1
8M31958,2010,2010,26,26,1
8M31959,2010,2010,26,26,1
8M31960,2010,2010,26,26,1
8M31961,2010,2010,26,26,1
8M31962,2010,2010,27,27,1
8M31963,2010,2010,27,27,1
8M31964,2010,2010,27,27,1
8M31965,2010,2010,27,27,1
8M31966,2010,2010,27,27,1
8M31967,2010,2010,27,27,1
8M31968,2009,2011,27,27,1
8M31969,2009,2011,27,27,1
8M31970,2009,2010,27,27,1
8M31972,2010,2010,20,20,1
8M31973,2010,2011,20,27,1
8M31974,2010,2010,20,20,1
8M31975,2010,2010,20,20,1
8M31976,2010,2010,20,20,1
8M31977,2010,2013,26,26,1
8M31978,2010,2010,26,26,1
8M31979,2010,2010,26,26,1
8M31980,2010,2010,26,26,1
8M31981,2010,2010,26,26,1
8M31982,2010,2010,26,26,1
8M31983,2010,2010,26,26,1
8M31984,2010,2011,27,34,1
8M31985,2010,2010,27,27,1
8M31986,2010,2010,27,27,1
8M31987,2010,2010,38,38,1
8M31988,2010,2010,38,38,1
8M31989,2010,2010,27,27,1
8M31990,2010,2010,27,27,1
8M31991,2010,2010,27,27,1
8M31992,2010,2010,27,27,1
8M31993,2010,2011,22,22,1
8M31994,2010,2010,22,22,1
8M31995,2010,2013,22,22,1
8M31996,2010,2010,22,22,1
8M31997,2010,2016,22,22,1
8M31998,2010,2010,22,22,1
8M31999,2010,2010,22,22,1
8M32000,2010,2010,22,22,1
8M44572,2011,2012,42,42, 
8M44733,2011,2011,22,22,1
8M71001,2010,2011,66,66, 
8M71002,2009,2011,66,66, 
8M71003,2009,2011,66,66, 
8M71004,2009,2010,66,66, 
8M71005,2009,2010,66,66, 
8M71006,2009,2010,66,66, 
8M71007,2009,2010,66,66, 
8M71008,2010,2010,66,66, 
8M71009,2009,2010,66,66, 
8M71010,2010,2010,66,66, 
8M71011,2010,2010,66,66, 
8M71012,2010,2010,66,66, 
8M71013,2009,2011,66,66, 
8M71014,2009,2010,66,66, 
8M71015,2009,2010,66,66, 
8M71016,2010,2010,66,66, 
8M71017,2009,2010,66,66, 
8M71018,2010,2010,66,66, 
8M71019,2009,2010,66,66, 
8M71020,2010,2010,66,66, 
8M71021,2010,2010,66,66, 
8M71022,2010,2010,66,66, 
8M71023,2009,2010,66,66, 
8M71024,2009,2010,66,66, 
8M71025,2010,2010,66,66, 
8M71026,2010,2010,66,66, 
8M71027,2010,2010,66,66, 
8M71028,2010,2010,66,66, 
8M71029,2009,2010,66,66, 
8M71030,2010,2010,66,66, 
8M71031,2009,2010,66,66, 
8M71032,2010,2010,66,66, 
8M71033,2010,2010,66,66, 
8M71034,2010,2010,66,66, 
8M71035,2009,2010,66,66, 
8M71036,2009,2010,66,66, 
8M71037,2009,2010,66,66, 
8M71038,2009,2010,66,66, 
8M71039,2009,2010,66,66, 
8M71040,2009,2010,66,66, 
8M71041,2009,2010,66,66, 
8M71042,2009,2010,66,66, 
8M71043,2009,2010,66,66, 
8M71044,2009,2010,66,66, 
8M71045,2009,2010,66,66, 
8M71046,2009,2010,66,66, 
8M71047,2010,2011,66,66, 
8M71048,2010,2010,66,66, 
8M71049,2009,2011,66,66, 
8M71050,2010,2010,66,66, 
8M71051,2010,2010,66,66, 
8M71052,2010,2010,66,66, 
8M71053,2010,2010,66,66, 
8M71054,2009,2010,66,66, 
8M71055,2009,2010,66,66, 
8M71056,2010,2010,66,66, 
8M71057,2009,2010,66,66, 
8M71058,2010,2010,86,86, 
8M71059,2010,2010,86,86, 
8M71060,2010,2011,27,27,1
8M71061,2010,2013,27,27,1
8M71062,2010,2010,27,27,1
8M71063,2010,2011,27,27,1
8M71064,2010,2011,27,27,1
8M71065,2010,2010,26,26,1
8M71066,2010,2010,26,26,1
8M71067,2010,2010,26,26,1
8M71068,2010,2010,26,26,1
8M71069,2010,2010,26,26,1
8M71070,2010,2010,26,26,1
8M71071,2010,2010,26,26,1
8M71072,2010,2011,26,26,1
8M71073,2010,2013,26,26,1
8M71074,2010,2013,26,26,1
8M71075,2010,2010,26,26,1
8M71076,2010,2010,26,26,1
8M71077,2010,2012,26,26,1
8M71078,2010,2010,26,26,1
8M71079,2010,2011,332,332, 
8M71080,2010,2010,332,332, 
8M71081,2010,2012,332,39, 
8M71082,2010,2010,23,23,1
8M71083,2010,2011,23,23,1
8M71084,2010,2011,23,23,1
8M71085,2010,2011,27,27,1
8M71086,2010,2011,27,27,1
8M71087,2010,2010,27,27,1
8M71088,2010,2010,27,27,1
8M71089,2010,2011,27,27,1
8M71090,2010,2010,27,27,1
8M71091,2010,2010,27,27,1
8M71092,2010,2011,27,27,1
8M71093,2010,2011,27,27,1
8M71094,2010,2010,27,27,1
8M71095,2010,2010,27,27,1
8M71096,2010,2014,27,27,1
8M71097,2010,2015,27,27,1
8M71098,2010,2012,27,27,1
8M71099,2010,2010,26,26,1
8M71100,2010,2011,26,27,1
8M71101,2010,2011,63,63, 
8M71102,2010,2011,63,63, 
8M71103,2010,2011,63,63, 
8M71104,2010,2011,63,63, 
8M71105,2010,2012,63,63, 
8M71106,2010,2013,63,63, 
8M71107,2010,2012,63,63, 
8M71108,2010,2015,63,63, 
8M71109,2010,2011,63,63, 
8M71110,2010,2011,63,63, 
8M71111,2010,2011,63,63, 
8M71112,2010,2011,63,63, 
8M71113,2010,2011,63,63, 
8M71114,2010,2011,63,63, 
8M71115,2010,2011,63,63, 
8M71116,2010,2011,63,63, 
8M71117,2010,2011,63,63, 
8M71118,2010,2011,63,63, 
8M71119,2010,2011,63,63, 
8M71120,2010,2014,63,63, 
8M71121,2010,2011,63,63, 
8M71122,2010,2011,63,63, 
8M71123,2010,2011,63,63, 
8M71124,2010,2011,63,63, 
8M71125,2010,2013,63,63, 
8M71126,2010,2011,63,63, 
8M71127,2010,2011,63,63, 
8M71128,2010,2011,63,63, 
8M71129,2010,2011,63,63, 
8M71130,2010,2011,63,63, 
8M71131,2010,2011,63,63, 
8M71132,2010,2011,63,63, 
8M71133,2010,2011,63,63, 
8M71134,2010,2011,63,63, 
8M71135,2010,2011,63,63, 
8M71136,2010,2011,63,63, 
8M71137,2010,2011,63,63, 
8M71138,2010,2011,63,63, 
8M71139,2010,2011,63,63, 
8M71140,2010,2011,63,63, 
8M71141,2010,2013,63,63, 
8M71142,2010,2011,63,63, 
8M71143,2010,2011,63,63, 
8M71144,2010,2011,63,63, 
8M71145,2010,2011,63,63, 
8M71146,2010,2011,63,63, 
8M71147,2010,2011,63,63, 
8M71148,2010,2011,63,63, 
8M71149,2010,2011,63,63, 
8M71150,2010,2011,63,63, 
8M71151,2010,2013,63,63, 
8M71152,2010,2015,63,63, 
8M71153,2010,2014,63,63, 
8M71154,2010,2011,63,63, 
8M71155,2010,2011,63,63, 
8M71156,2010,2011,63,63, 
8M71157,2010,2015,63,63, 
8M71158,2010,2012,63,63, 
8M71159,2010,2011,63,63, 
8M71160,2010,2011,63,63, 
8M71161,2010,2011,63,63, 
8M71162,2010,2015,63,63, 
8M71163,2010,2011,63,63, 
8M71164,2010,2011,63,63, 
8M71165,2010,2011,63,63, 
8M71166,2010,2011,63,63, 
8M71167,2010,2013,63,63, 
8M71168,2010,2011,63,63, 
8M71169,2010,2011,66,66, 
8M71170,2010,2011,66,66, 
8M71171,2010,2011,66,66, 
8M71172,2010,2011,66,66, 
8M71173,2010,2011,66,66, 
8M71174,2010,2011,66,66, 
8M71175,2010,2011,66,66, 
8M71176,2010,2011,66,66, 
8M71177,2010,2011,66,66, 
8M71178,2010,2011,93,93, 
8M71179,2010,2011,93,93, 
8M71180,2010,2011,93,93, 
8M71181,2010,2011,93,93, 
8M71182,2010,2011,93,93, 
8M71183,2010,2015,93,93, 
8M71184,2010,2011,93,93, 
8M71185,2010,2011,93,93, 
8M71186,2010,2011,93,93, 
8M71187,2010,2012,93,93, 
8M71188,2010,2013,93,93, 
8M71189,2010,2012,93,93, 
8M71190,2010,2011,42,42, 
8M71191,2010,2011,42,42, 
8M71192,2010,2011,42,42, 
8M71193,2010,2011,42,42, 
8M71194,2010,2011,42,42, 
8M71195,2010,2011,42,42, 
8M71196,2010,2011,42,42, 
8M71197,2010,2011,42,42, 
8M71198,2010,2011,42,42, 
8M71199,2010,2011,42,42, 
8M71200,2010,2011,42,42, 
8M71201,2010,2011,28,28,1
8M71202,2010,2010,27,27,1
8M71203,2010,2010,27,27,1
8M71204,2010,2012,27,27,1
8M71205,2009,2013,27,27,1
8M71206,2009,2011,27,27,1
8M71207,2010,2010,27,27,1
8M71208,2010,2011,27,27,1
8M71209,2010,2010,27,27,1
8M71210,2010,2012,27,27,1
8M71211,2010,2011,27,27,1
8M71212,2010,2011,27,27,1
8M71213,2010,2010,27,27,1
8M71214,2010,2010,27,27,1
8M71215,2010,2010,27,27,1
8M71216,2010,2011,27,27,1
8M71217,2010,2011,27,27,1
8M71218,2010,2011,28,28,1
8M71219,2010,2010,28,28,1
8M71220,2010,2011,28,28,1
8M71221,2010,2010,28,28,1
8M71222,2010,2010,28,28,1
8M71223,2010,2010,28,28,1
8M71224,2010,2010,28,28,1
8M71225,2010,2010,28,28,1
8M71226,2010,2013,28,28,1
8M71227,2010,2011,28,28,1
8M71228,2010,2010,28,28,1
8M71229,2010,2010,28,28,1
8M71231,2010,2016,28,28,1
8M71232,2010,2012,28,28,1
8M71233,2010,2010,28,28,1
8M71234,2010,2010,28,28,1
8M71235,2010,2010,28,28,1
8M71236,2010,2010,28,28,1
8M71237,2010,2011,28,28,1
8M71238,2010,2014,28,28,1
8M71239,2010,2011,26,26,1
8M71240,2010,2010,26,26,1
8M71241,2010,2010,26,26,1
8M71242,2010,2010,26,26,1
8M71243,2010,2010,26,26,1
8M71244,2010,2010,26,26,1
8M71245,2010,2010,26,26,1
8M71246,2010,2010,26,26,1
8M71247,2010,2012,26,26,1
8M71248,2010,2010,26,26,1
8M71249,2010,2010,26,26,1
8M71250,2010,2012,26,26,1
8M71251,2010,2010,26,26,1
8M71252,2010,2010,20,20,1
8M71253,2009,2010,20,20,1
8M71254,2010,2012,20,27,1
8M71255,2010,2010,20,20,1
8M71256,2009,2011,27,27,1
8M71257,2010,2014,27,27,1
8M71258,2010,2011,27,27,1
8M71259,2010,2010,22,22,1
8M71260,2010,2010,27,27,1
8M71261,2010,2010,27,27,1
8M71262,2010,2010,26,26,1
8M71263,2010,2010,26,26,1
8M71264,2010,2010,26,26,1
8M71265,2010,2010,26,26,1
8M71266,2009,2010,26,26,1
8M71267,2010,2010,26,26,1
8M71268,2009,2011,27,27,1
8M71269,2009,2011,27,27,1
8M71270,2010,2010,27,27,1
8M71271,2010,2014,24,24,1
8M71272,2010,2010,26,26,1
8M71273,2010,2010,26,26,1
8M71274,2010,2010,26,26,1
8M71275,2010,2010,26,26,1
8M71276,2010,2011,26,26,1
8M71277,2010,2014,26,26,1
8M71278,2010,2011,26,26,1
8M71279,2010,2011,26,26,1
8M71280,2010,2010,26,26,1
8M71281,2010,2011,26,26,1
8M71282,2010,2010,26,26,1
8M71283,2010,2016,26,26,1
8M71284,2010,2010,26,26,1
8M71285,2010,2011,26,26,1
8M71286,2010,2012,26,26,1
8M71287,2010,2014,26,26,1
8M71288,2010,2010,28,28,1
8M71289,2010,2011,28,26,1
8M71290,2010,2011,28,28,1
8M71291,2010,2010,28,28,1
8M71292,2010,2013,28,28,1
8M71293,2010,2011,28,27,1
8M71294,2010,2011,28,28,1
8M71295,2010,2015,28,28,1
8M71296,2010,2011,28,27,1
8M71297,2010,2010,28,28,1
8M71298,2010,2011,28,28,1
8M71299,2010,2011,28,28,1
8M71300,2010,2011,27,27,1
8M71301,2010,2011,28,28,1
8M71302,2010,2013,28,28,1
8M71303,2010,2011,28,28,1
8M71304,2010,2011,28,28,1
8M71305,2010,2011,28,28,1
8M71306,2010,2013,28,28,1
8M71307,2010,2011,28,28,1
8M71308,2010,2010,38,38,1
8M71309,2010,2010,27,27,1
8M71310,2010,2013,27,27,1
8M71311,2010,2011,27,27,1
8M71312,2010,2011,27,27,1
8M71313,2010,2014,27,27,1
8M71314,2010,2011,27,27,1
8M71315,2010,2011,27,27,1
8M71316,2010,2010,27,27,1
8M71317,2010,2011,27,27,1
8M71318,2010,2011,27,27,1
8M71319,2010,2010,27,27,1
8M71320,2010,2010,27,27,1
8M71321,2010,2011,27,27,1
8M71322,2010,2012,27,27,1
8M71323,2010,2014,60,60, 
8M71324,2010,2012,60,60, 
8M71325,2010,2012,60,60, 
8M71326,2010,2011,60,60, 
8M71327,2010,2015,60,60, 
8M71328,2010,2012,60,60, 
8M71329,2010,2011,60,60, 
8M71330,2010,2011,61,61, 
8M71331,2010,2011,61,61, 
8M71332,2010,2012,61,61, 
8M71333,2010,2011,61,61, 
8M71334,2010,2011,61,61, 
8M71335,2010,2012,61,61, 
8M71336,2010,2012,61,61, 
8M71337,2010,2011,61,61, 
8M71338,2010,2011,61,61, 
8M71339,2010,2011,61,61, 
8M71340,2010,2011,61,61, 
8M71341,2010,2011,61,61, 
8M71342,2010,2011,61,61, 
8M71343,2010,2011,61,61, 
8M71344,2010,2012,61,67, 
8M71345,2010,2012,61,61, 
