ID,ringnr,indnr,sex,island_current,adultSNPisland,hatchisland,hatchyear,year,month,day,age,tarsus,wing,billD,billL,mass,totalbadge,visiblebadge
693,8816936,521,2,26,26,26,2007,2008,8,13,1,19,80.43,8.59,12.93,29.5,-99,-99
694,8816937,522,2,26,26,26,2007,2008,7,11,1,18.48,77.38,8.15,13.93,31.8,-99,-99
695,8816940,523,1,26,26,26,2007,2008,6,16,1,20.15,81.03,8.66,14.61,30.6,20.6257121089188,17.6640878621003
696,8816942,524,2,26,26,26,2007,2008,7,28,1,20.34,79.43,8.16,13.88,28.7,-99,-99
696,8816942,524,2,26,26,26,2007,2010,6,3,3,20.21,80.38,8.41,13.71,30.9,-99,-99
696,8816942,524,2,26,26,26,2007,2011,6,16,4,20.33,79,7.89,13.97,29.6,-99,-99
696,8816942,524,2,26,26,26,2007,2014,6,9,5,20.31,80.03,8.41,13.69,30.4,-99,-99
697,8816943,525,2,26,26,26,2007,2008,6,24,1,19.81,78.38,8.17,14.14,28.9,-99,-99
697,8816943,525,2,26,26,26,2007,2008,6,24,1,19.89,77.43,8.01,14.38,28.7,-99,-99
697,8816943,525,2,26,26,26,2007,2008,6,24,1,19.92,77.86,8.13,14.19,28.2,-99,-99
697,8816943,525,2,26,26,26,2007,2008,7,21,1,19.97,77.38,8.32,14.24,31.1,-99,-99
699,8816947,526,2,26,26,26,2007,2008,6,10,1,20.69,81.86,8.18,14.13,36.7,-99,-99
699,8816947,526,2,26,26,26,2007,2008,6,10,1,20.69,81.38,8.45,14.19,37.2,-99,-99
699,8816947,526,2,26,26,26,2007,2008,6,10,1,20.68,80.29,8.33,14.03,31.9,-99,-99
699,8816947,526,2,26,26,26,2007,2008,6,24,1,20.73,80.86,8.25,13.78,32.7,-99,-99
699,8816947,526,2,26,26,26,2007,2008,6,24,1,20.77,80.43,8.12,14.39,33.1,-99,-99
699,8816947,526,2,26,26,26,2007,2009,5,4,2,20.57,81.86,8.16,13.62,33.7,-99,-99
699,8816947,526,2,26,26,26,2007,2009,5,4,2,20.01,-99,8.11,-99,-99,-99,-99
699,8816947,526,2,26,26,26,2007,2009,8,13,2,20.56,81.03,8.43,12.94,32.7,-99,-99
699,8816947,526,2,26,26,26,2007,2011,8,9,4,20.62,82,8.48,13.4,33.1,-99,-99
700,8816948,527,2,26,26,26,2007,2008,8,13,1,19.58,79.38,8.45,13.45,28,-99,-99
701,8816949,528,2,26,26,26,2007,2008,6,10,1,19.07,80.86,8.11,14.32,28.2,-99,-99
701,8816949,528,2,26,26,26,2007,2008,6,10,1,19.05,80.29,8.07,14.21,28,-99,-99
701,8816949,528,2,26,26,26,2007,2008,6,24,1,18.89,80.43,7.89,14.34,27.1,-99,-99
701,8816949,528,2,26,26,26,2007,2008,6,24,1,19,79.86,8.05,14.46,27.2,-99,-99
701,8816949,528,2,26,26,26,2007,2009,6,15,2,19.07,81,8.01,14.06,29,-99,-99
703,8816953,529,1,26,26,26,2007,2008,6,10,1,20.84,83.29,8.19,14.38,33,22.5137735619776,18.3757993023433
703,8816953,529,1,26,26,26,2007,2008,6,10,1,20.88,83.86,8.1,14.5,32.9,21.1215529732072,17.8289091085237
703,8816953,529,1,26,26,26,2007,2008,6,10,1,20.86,82.38,8.05,14.55,31,20.3068953806336,17.0020586988753
703,8816953,529,1,26,26,26,2007,2008,8,13,1,21,83.38,8.43,13.61,31.1,20.0728672590639,14.8701042363529
704,8816954,530,2,26,26,26,2007,2008,6,10,1,18.23,77.86,8.22,13.38,28.5,-99,-99
704,8816954,530,2,26,26,26,2007,2008,6,10,1,18.25,80.29,8.03,13.25,-99,-99,-99
704,8816954,530,2,26,26,26,2007,2008,6,10,1,18.15,78.38,7.97,13.21,27.7,-99,-99
704,8816954,530,2,26,26,26,2007,2008,6,24,1,18.06,78.38,8.3,13.65,27.3,-99,-99
704,8816954,530,2,26,26,26,2007,2008,6,24,1,18.13,77.86,8.32,13.83,27.2,-99,-99
704,8816954,530,2,26,26,26,2007,2011,8,18,4,18.21,77,8.26,13.32,29.6,-99,-99
705,8816955,531,1,26,26,26,2007,2008,8,13,1,18.06,79.38,8.55,13.61,29.9,20.3068953806336,16.491512968797
705,8816955,531,1,26,26,26,2007,2009,5,4,2,17.95,79.86,7.54,13.08,32,19.7223223784624,14.2362214087868
705,8816955,531,1,26,26,26,2007,2009,5,4,2,18.05,81.22,7.7,12.81,-99,20.4614271252032,14.5334097857316
705,8816955,531,1,26,26,26,2007,2009,7,9,2,18.11,80.43,8,14.14,30.4,19.8360782414267,16.5459964946207
705,8816955,531,1,26,26,26,2007,2011,8,11,4,18.11,81.71,8.07,13.3,30.5,21.1215529732072,16.491512968797
706,8816956,532,1,26,26,26,2007,2008,6,10,1,19.43,80.86,8.46,13.82,-99,19.5043584872715,15.7375347497631
706,8816956,532,1,26,26,26,2007,2008,6,24,1,19.54,81.43,8.33,13.93,29.4,19.3305457760509,15.0356243634909
706,8816956,532,1,26,26,26,2007,2008,6,24,1,19.46,80.86,8.49,13.68,29.2,20.0167429918056,16.1328856687203
707,8816957,533,1,26,26,26,2007,2008,6,10,1,19.5,81.38,8.51,13.84,30.4,20.0728672590639,15.521597855891
707,8816957,533,1,26,26,26,2007,2008,6,10,1,19.4,80.86,8.09,13.52,29.7,19.1198849368923,15.0056655967005
707,8816957,533,1,26,26,26,2007,2008,6,10,1,19.44,81.29,8.32,13.95,31.3,19.3305457760509,15.5650248955792
708,8816959,534,2,26,26,26,2007,2008,6,10,1,18.85,79.86,8.16,13.84,-99,-99,-99
708,8816959,534,2,26,26,26,2007,2008,6,24,1,18.8,79.86,8.3,14.05,29.5,-99,-99
708,8816959,534,2,26,26,26,2007,2008,6,24,1,18.8,80.43,8.03,13.82,29.5,-99,-99
708,8816959,534,2,26,26,26,2007,2008,8,13,1,18.76,80.38,8.22,13.62,27.5,-99,-99
709,8816963,535,1,23,23,23,2007,2008,6,27,1,19.69,78.07,8.49,13.02,29.8,20.2403063217927,17.4462030253004
710,8857202,536,2,26,26,26,2000,2001,7,12,1,20,77,8.6,14,37.6,-99,-99
710,8857202,536,2,26,26,26,2000,2003,8,4,3,19.9,77.86,8.26,14.59,30.3,-99,-99
710,8857202,536,2,26,26,26,2000,2005,6,22,5,19.95,77.59,8.73,14.06,32,-99,-99
712,8857207,537,1,27,26,26,2001,2004,6,15,3,20.46,81.59,8.73,14.26,33.2,21.5329979334044,15.3026141557578
713,8857208,538,2,26,26,26,2001,2002,7,17,1,19.18,79,8.1,14.8,33.2,-99,-99
713,8857208,538,2,26,26,26,2001,2002,8,7,1,19.37,80,8.33,14.45,30.7,-99,-99
716,8857215,539,1,38,38,38,2001,2002,6,17,1,18.09,81.86,8.46,13.59,29.2,20.351167042703,18.1416647527177
716,8857215,539,1,38,38,38,2001,2002,7,23,1,18.15,79,8,13.2,27.7,-99,-99
717,8857220,540,1,27,27,27,2001,2002,6,25,1,19.43,80.86,8.26,13.89,31.3,21.365158553121,16.5731710906513
719,8857226,541,2,28,28,28,2000,2001,7,28,1,19.2,77.86,8.66,14.59,32.2,-99,-99
720,8857230,542,1,27,27,27,2001,2002,6,25,1,19.3,80.86,8.36,14.09,28.7,19.2137971260238,14.3934012658579
720,8857230,542,1,27,27,27,2001,2002,7,11,1,19.37,82,8.1,14,27.3,19.6308430791956,16.3682619724881
720,8857230,542,1,27,27,27,2001,2002,8,13,1,19.52,83,8.23,14.25,31.2,19.5043584872715,14.7027208366343
721,8857231,543,1,27,27,27,2000,2001,7,29,1,20.3,81.86,8.36,13.79,30.7,21.1215529732072,16.3682619724881
722,8857232,544,2,27,27,27,2000,2001,7,29,1,19.4,79.86,7.76,14.29,31.3,-99,-99
723,8857233,545,2,28,27,27,2001,2002,7,27,1,19.57,76.86,7.86,14.09,31.3,-99,-99
724,8857237,546,2,27,27,27,2001,2002,7,11,1,19.23,78,7.8,13.3,30.6,-99,-99
724,8857237,546,2,27,27,27,2001,2003,6,24,2,19.04,76.61,8,12.99,33.2,-99,-99
724,8857237,546,2,27,27,27,2001,2003,7,21,2,19.3,-99,8,13.4,30.5,-99,-99
724,8857237,546,2,27,27,27,2001,2003,8,3,2,19.15,77.86,7.96,13.29,34,-99,-99
724,8857237,546,2,27,27,27,2001,2003,8,3,2,19.23,77.61,8,13.59,33.2,-99,-99
724,8857237,546,2,27,27,27,2001,2004,8,8,3,19.38,76,8.1,13.7,31.1,-99,-99
724,8857237,546,2,27,27,27,2001,2005,6,10,4,19.27,78,7.9,13.5,31.2,-99,-99
724,8857237,546,2,27,27,27,2001,2005,6,10,4,19.3,78,-99,-99,31.2,-99,-99
724,8857237,546,2,27,27,27,2001,2006,6,26,5,19.44,76.85,8.13,13.49,34.8,-99,-99
724,8857237,546,2,27,27,27,2001,2008,8,14,5,19.26,79.43,8.34,13.27,33.1,-99,-99
725,8857243,547,2,27,27,27,2001,2002,6,25,1,19.01,78.86,8.56,13.89,33.5,-99,-99
725,8857243,547,2,27,27,27,2001,2002,7,11,1,19.04,78,8.2,13.8,30.6,-99,-99
726,8857246,548,1,27,27,27,2000,2001,7,30,1,19.5,82.26,8.44,13.99,32,20.6257121089188,17.6258333136337
726,8857246,548,1,27,27,27,2000,2002,6,25,2,19.54,80.86,8.06,12.99,29.7,21.365158553121,16.5459964946207
727,8857249,549,1,20,20,20,2001,2002,8,2,1,19.15,79,8.33,14.15,32,19.5043584872715,14.5488831186452
728,8857252,550,2,26,26,26,2001,2002,6,27,1,18.7,75,8,13.51,28,-99,-99
728,8857252,550,2,26,26,26,2001,2002,7,17,1,18.67,76,8.3,13.5,30.3,-99,-99
728,8857252,550,2,26,26,26,2001,2002,8,2,1,18.66,75.86,8.46,13.79,26.7,-99,-99
728,8857252,550,2,26,26,26,2001,2004,8,9,3,18.73,77,8.3,13.8,31.2,-99,-99
728,8857252,550,2,26,26,26,2001,2005,6,22,4,18.5,76.59,8.43,13.46,29,-99,-99
730,8857274,551,2,38,38,38,2001,2002,8,8,1,18.44,75,8.33,13.65,31,-99,-99
731,8857275,552,2,38,38,38,2001,2002,8,8,1,20.22,79,8.73,14.05,30.5,-99,-99
732,8857276,553,2,38,38,38,2001,2002,6,17,1,19.67,79.86,8.26,13.69,37.8,-99,-99
732,8857276,553,2,38,38,38,2001,2003,5,21,2,19.7,79.86,8.36,13.49,39.3,-99,-99
732,8857276,553,2,38,38,38,2001,2003,7,26,2,19.63,78.59,7.43,14.36,30,-99,-99
732,8857276,553,2,38,38,38,2001,2003,7,26,2,19.78,78,8.1,13.6,30,-99,-99
732,8857276,553,2,38,38,38,2001,2004,5,22,3,19.76,79.59,8.13,13.36,34.3,-99,-99
732,8857276,553,2,38,38,38,2001,2004,5,22,3,19.71,79,8.2,13,34.3,-99,-99
732,8857276,553,2,38,38,38,2001,2004,6,8,3,19.91,81.61,8.2,13.29,34,-99,-99
732,8857276,553,2,38,38,38,2001,2004,7,6,3,19.61,79.59,8.23,13.36,30,-99,-99
733,8857277,554,1,38,38,38,2000,2001,8,7,1,20.1,81.86,7.96,14.49,32.2,20.2403063217927,19.0609548554106
734,8857278,555,1,38,38,38,2001,2003,7,26,2,19.46,79,8,13.4,28.3,19.6308430791956,17.0152872441226
734,8857278,555,1,38,38,38,2001,2004,7,6,3,19.64,80.59,8.23,12.96,29.1,18.8592152540873,15.7375347497631
734,8857278,555,1,38,38,38,2001,2005,5,12,4,19.44,80,8.1,12.9,30.6,19.318902660348,16.7352920500361
734,8857278,555,1,38,38,38,2001,2006,5,6,5,19.53,81,8.17,12.69,30,18.8114326939763,17.4203903515392
734,8857278,555,1,38,38,38,2001,2006,6,7,5,19.47,79.92,8.3,13.22,28.8,19.318902660348,17.5618905588208
735,8857279,556,2,38,38,38,2001,2002,7,23,1,18.9,75.86,8.36,13.69,28.6,-99,-99
735,8857279,556,2,38,38,38,2001,2004,6,8,3,18.57,77.61,8.3,13.19,34.9,-99,-99
737,8857284,557,1,38,38,38,2001,2003,6,17,2,20.45,82.86,8.56,14.09,29.9,20.4614271252032,15.3026141557578
737,8857284,557,1,38,38,38,2001,2003,6,17,2,20.92,82.61,8.6,13.79,29.7,22.3935258501202,15.0056655967005
737,8857284,557,1,38,38,38,2001,2004,7,6,3,20.51,82.59,8.43,13.56,29,20.7670411951245,14.3621029100895
737,8857284,557,1,38,38,38,2001,2006,5,20,5,20.57,83.86,8.32,14.2,30.6,20.2403063217927,14.8094564383707
738,8857285,558,1,38,38,38,2001,2002,6,17,1,18.75,81.86,7.96,13.19,29.6,19.8360782414267,15.9646484458631
739,8857401,559,2,26,26,26,2001,2002,7,22,1,19.93,81,8.4,14.8,32.4,-99,-99
739,8857401,559,2,26,26,26,2001,2002,8,7,1,19.97,81,8.53,14.05,37,-99,-99
739,8857401,559,2,26,26,26,2001,2003,5,26,2,19.77,80.86,8.36,14.29,37.1,-99,-99
741,8857405,560,1,27,27,332,2001,2002,8,14,1,20.35,83,8.43,13.55,32.2,21.2172099956615,15.0056655967005
742,8857407,561,2,27,27,332,2001,2002,7,6,1,19.22,76,7.8,14.9,31.5,-99,-99
743,8857415,562,2,27,27,27,2000,2001,8,1,1,18.88,77.83,8.19,14.83,28.4,-99,-99
746,8857730,563,2,27,26,26,2002,2003,8,2,1,19.59,76.86,8.16,13.09,31.8,-99,-99
746,8857730,563,2,27,26,26,2002,2003,8,2,1,19.7,76.59,8.03,12.96,32.5,-99,-99
747,8857739,564,2,26,26,26,2002,2003,7,22,1,18.95,76,8.1,14.1,32.2,-99,-99
747,8857739,564,2,26,26,26,2002,2004,6,18,2,19,77,8,14.2,29.8,-99,-99
747,8857739,564,2,26,26,26,2002,2004,7,21,2,18.88,77.86,8.26,14.59,31.9,-99,-99
747,8857739,564,2,26,26,26,2002,2005,6,22,3,18.8,77.59,8.33,14.06,31,-99,-99
751,8857754,565,2,27,27,27,2002,2003,5,16,1,19.28,78,7.9,13.7,33.4,-99,-99
753,8857778,566,1,27,28,28,2002,2003,5,16,1,20.11,82,8,13.8,31,19.0018420159731,14.5334097857316
754,8857780,567,2,28,28,28,2002,2003,8,7,1,20.61,78.86,8.66,14.99,33.4,-99,-99
754,8857780,567,2,28,28,28,2002,2006,5,23,4,20.5,79.92,8.38,14.82,-99,-99,-99
754,8857780,567,2,28,28,28,2002,2006,8,2,4,20.76,81,8.5,14.81,36.4,-99,-99
755,8857946,568,1,24,27,27,2002,2004,6,10,2,20.51,80.59,8.33,14.36,33.2,21.8442212037875,17.4462030253004
757,8866710,569,1,28,28,28,2002,2006,7,14,4,19.64,79.92,8.67,14.03,29.9,20.4614271252032,18.0919871766481
757,8866710,569,1,28,28,28,2002,2009,7,25,5,19.5,81.43,8.61,14.34,28.3,20.9933322747962,18.3757993023433
759,8866718,570,2,26,26,26,2002,2003,8,13,1,20.54,79.61,8.1,14.19,31,-99,-99
762,8866741,571,2,28,26,26,2002,2004,7,27,2,19.82,75.59,8.43,13.26,31.9,-99,-99
762,8866741,571,2,28,26,26,2002,2006,7,12,4,19.88,76.86,8.7,13.68,30.6,-99,-99
763,8866745,572,1,26,26,26,2002,2004,7,15,2,20.14,82.86,8.16,13.89,31.1,21.1215529732072,18.0919871766481
765,8866751,573,1,27,27,27,2001,2002,6,25,1,20.15,81.86,8.36,14.59,31.9,21.4282523785772,16.7352920500361
766,8866752,574,2,27,27,27,2001,2002,6,25,1,18.54,79.86,8.26,14.09,29.4,-99,-99
767,8866754,575,1,27,27,27,2001,2002,6,25,1,20.3,81.86,8.36,14.69,31.2,22.2321838783328,18.1292581205079
767,8866754,575,1,27,27,27,2001,2002,7,7,1,20.44,83,8.2,14.8,32.8,20.3622199182702,18.8353391262276
767,8866754,575,1,27,27,27,2001,2005,6,11,4,20.47,83.57,8.5,14.8,32.7,20.4394226924343,18.424711666672
767,8866754,575,1,27,27,27,2001,2005,6,11,4,20.24,83.43,8.25,13.71,32.7,20.4394226924343,18.2282747400844
767,8866754,575,1,27,27,27,2001,2005,6,11,4,20.31,83,8.1,13.8,32.7,19.6308430791956,18.0919871766481
769,8866773,576,2,38,38,38,2002,2003,8,8,1,19.55,81.61,8.6,13.29,33.2,-99,-99
771,8866786,577,1,27,27,27,2002,2003,5,16,1,20.18,80,8.1,14.1,30.7,20.5382569854406,16.6679332852037
772,8866789,578,2,27,27,27,2002,2003,8,3,1,20.1,80.59,7.93,14.06,29.4,-99,-99
772,8866789,578,2,27,27,27,2002,2003,8,3,1,19.95,80.86,8.36,14.19,29.3,-99,-99
772,8866789,578,2,27,27,27,2002,2004,8,8,2,20.17,79,8.4,13.9,30.5,-99,-99
772,8866789,578,2,27,27,27,2002,2006,5,25,4,19.99,82.43,7.99,13.76,38.7,-99,-99
772,8866789,578,2,27,27,27,2002,2007,6,15,5,20.06,80.86,8.2,14.53,29.3,-99,-99
772,8866789,578,2,27,27,27,2002,2007,6,15,5,20.42,81.03,8.06,14.25,29.3,-99,-99
772,8866789,578,2,27,27,27,2002,2007,6,15,5,20.25,79.07,7.95,14.39,29.3,-99,-99
772,8866789,578,2,27,27,27,2002,2007,7,10,5,20,81.86,8.28,14.27,32.2,-99,-99
773,8866790,579,1,27,27,27,2001,2002,7,6,1,19.55,81,7.8,13.1,31.5,19.8360782414267,18.5706758089198
773,8866790,579,1,27,27,27,2001,2002,8,14,1,19.79,83,8.03,13.55,31,21.9879512460802,15.5650248955792
774,8866791,580,1,27,27,27,2001,2002,7,7,1,19.45,80,8.2,13.6,33.3,20.3622199182702,18.5706758089198
775,8866792,581,2,27,27,27,2002,2003,7,15,1,20.26,80,8.2,14.2,30.7,-99,-99
775,8866792,581,2,27,27,27,2002,2003,7,15,1,20.2,81,8.4,14.4,31,-99,-99
776,8866795,582,1,28,28,28,2002,2003,7,19,1,19.49,79,8,14.1,29.8,20.5382569854406,17.4462030253004
776,8866795,582,1,28,28,28,2002,2003,8,7,1,19.2,78.61,8.1,13.69,30.1,20.6257121089188,15.9505485799078
778,8866800,583,2,20,20,20,2001,2002,7,9,1,20.2,77,7.9,14.11,28.5,-99,-99
779,8887035,584,1,23,23,23,2002,2003,5,24,1,18.85,80.86,8.06,13.79,32.1,20.5382569854406,15.7661028792787
781,8887130,585,2,24,24,24,2001,2002,8,7,1,19,77.7,8.26,13.69,29.8,-99,-99
782,8887205,586,2,26,26,26,2002,2004,7,21,2,19.74,76.86,8.36,14.59,29.6,-99,-99
782,8887205,586,2,26,26,26,2002,2006,6,1,4,19.63,77,7.85,13.49,30.8,-99,-99
782,8887205,586,2,26,26,26,2002,2006,7,10,4,19.65,76.86,7.82,14.05,30.4,-99,-99
783,8887206,587,2,26,26,26,2002,2003,7,30,1,19.9,75.61,8.4,14.59,31.3,-99,-99
783,8887206,587,2,26,26,26,2002,2005,6,9,3,20.04,77,8.5,14.3,34.3,-99,-99
783,8887206,587,2,26,26,26,2002,2005,6,9,3,20.03,-99,8.5,14.7,34.3,-99,-99
783,8887206,587,2,26,26,26,2002,2006,7,10,4,19.94,78.86,8.4,14.2,32.2,-99,-99
783,8887206,587,2,26,26,26,2002,2006,7,13,4,19.91,79.86,7.77,14.26,32.6,-99,-99
783,8887206,587,2,26,26,26,2002,2007,7,25,5,20.54,76.85,8.04,13.92,34.7,-99,-99
785,8887210,588,1,26,26,26,2002,2003,5,26,1,19.64,82.86,8.06,14.79,34.7,21.6891678033068,15.7661028792787
785,8887210,588,1,26,26,26,2002,2004,7,15,2,19.7,-99,8.23,15.26,-99,20.1511786255792,17.2124954611468
786,8887211,589,2,26,26,26,2002,2003,5,26,1,19.08,78.86,8.16,14.29,35.3,-99,-99
786,8887211,589,2,26,26,26,2002,2003,8,13,1,19.34,80.61,8.3,13.99,32.1,-99,-99
787,8887220,590,1,26,26,26,2002,2003,7,22,1,19.95,80,8.3,14.6,31,19.318902660348,15.8372977493005
787,8887220,590,1,26,26,26,2002,2003,8,4,1,19.57,80.61,8.4,15.09,30.4,20.1064666214629,15.0356243634909
787,8887220,590,1,26,26,26,2002,2003,8,4,1,19.65,80.86,8.56,14.89,30.5,20.5929599620841,15.9505485799078
788,8887226,591,1,27,27,27,2002,2003,7,21,1,19.91,80,8.2,14.4,33.3,20.5710962274741,16.9224702688467
788,8887226,591,1,27,27,27,2002,2004,6,18,2,19.8,82,8,14,33,20.0392115613364,17.6258333136337
789,8887230,592,2,27,27,27,2002,2003,6,24,1,19.18,78.61,7.9,14.09,36.4,-99,-99
789,8887230,592,2,27,27,27,2002,2003,7,21,1,19.64,77,8,13,32,-99,-99
790,8887232,593,1,27,27,27,2002,2003,5,16,1,20,82,8.2,13.9,34,19.4234394482543,14.5334097857316
791,8887233,594,1,27,27,27,2002,2003,5,16,1,20.1,82,7.9,13.3,34.3,19.6308430791956,16.1607549328613
791,8887233,594,1,27,27,27,2002,2003,6,24,1,20.2,82.61,8.4,13.89,32.1,22.7523625146928,15.1993420910249
791,8887233,594,1,27,27,27,2002,2004,7,18,2,20.07,83.86,7.76,14.19,32.3,21.9469815692272,18.6069879346443
792,8887238,595,1,22,22,22,2002,2006,7,29,4,20.04,82,8.2,13.91,34.3,20.7670411951245,18.6190762391693
792,8887238,595,1,22,22,22,2002,2007,6,18,5,19.53,81.03,8.4,13.3,32.3,20.8966504492945,15.7375347497631
794,8887241,596,1,22,22,22,2002,2003,6,16,1,20.44,81.86,8.16,13.19,29.5,20.1511786255792,16.5459964946207
795,8887245,597,1,22,22,22,2002,2003,8,12,1,20.11,83,8.5,13.81,33.1,19.7109106841871,17.5618905588208
796,8887249,598,1,27,27,27,2002,2003,6,24,1,18.72,77.61,8.4,14.09,31,20.9933322747962,15.1993420910249
796,8887249,598,1,27,27,27,2002,2003,8,3,1,18.65,77.59,8.63,14.16,31,20.7670411951245,15.8798614603529
796,8887249,598,1,27,27,27,2002,2003,8,3,1,18.63,78.86,8.36,14.09,29.6,20.2403063217927,16.1607549328613
798,8887264,599,1,38,38,38,2002,2003,6,17,1,18.7,78.86,7.96,13.39,29.3,19.318902660348,15.0356243634909
798,8887264,599,1,38,38,38,2002,2003,6,17,1,18.72,76.61,7.9,12.99,29.2,19.1198849368923,15.1993420910249
798,8887264,599,1,38,38,38,2002,2003,7,26,1,18.9,-99,7.63,14.56,-99,-99,-99
798,8887264,599,1,38,38,38,2002,2006,5,20,4,18.67,81.86,8.1,13.49,29.6,20.3622199182702,16.1607549328613
798,8887264,599,1,38,38,38,2002,2007,7,7,5,-99,79.85,8.18,13.82,29.6,20.4614271252032,15.7661028792787
799,8887266,600,2,38,38,38,2002,2003,7,26,1,19,76,7.8,12.4,29.6,-99,-99
799,8887266,600,2,38,38,38,2002,2003,7,26,1,18.98,77.59,8.03,12.86,29.6,-99,-99
799,8887266,600,2,38,38,38,2002,2004,5,22,2,19.1,78.59,7.93,12.56,30.9,-99,-99
799,8887266,600,2,38,38,38,2002,2004,5,22,2,18.97,78,7.9,12.5,30.9,-99,-99
799,8887266,600,2,38,38,38,2002,2004,7,6,2,19.06,79.59,8.33,12.76,31.5,-99,-99
800,8887267,601,1,28,28,28,2002,2003,8,7,1,18.84,80.86,8.36,13.69,32.8,19.6308430791956,16.1607549328613
800,8887267,601,1,28,28,28,2002,2005,6,10,3,18.85,82.59,8.13,13.56,32,20.0392115613364,15.521597855891
800,8887267,601,1,28,28,28,2002,2005,6,17,3,19.1,83.57,8.5,13.7,33.9,19.8360782414267,16.9224702688467
800,8887267,601,1,28,28,28,2002,2006,5,13,4,18.87,82,7.93,13.2,-99,20.1511786255792,16.7755774863341
800,8887267,601,1,28,28,28,2002,2006,5,13,4,18.58,82.92,8.12,13.35,-99,20.0167429918056,16.9755706826015
802,8887278,602,1,27,27,27,2002,2003,5,16,1,18.98,80,7.8,13.5,33,19.8360782414267,15.4489481842616
803,8887279,603,1,27,27,27,2002,2003,7,21,1,19.05,80,8.2,13.6,32,20.8966504492945,18.7874958416496
803,8887279,603,1,27,27,27,2002,2004,6,18,2,18.93,81,7.8,14.2,33,20.9933322747962,17.8289091085237
805,8887283,604,2,27,27,27,2002,2004,8,8,2,19.7,77.61,8.8,14.69,30.7,-99,-99
806,8887286,605,2,27,27,27,2002,2004,8,5,2,17.5,77.85,7.9,14.52,31.5,-99,-99
806,8887286,605,2,27,27,27,2002,2006,7,13,4,17.3,79,8.26,14.21,29.8,-99,-99
806,8887286,605,2,27,27,27,2002,2007,7,19,5,17.5,77.59,8.14,13.95,31.5,-99,-99
809,8887310,606,2,27,27,27,2002,2003,5,16,1,19.74,77,8.4,12.7,37.4,-99,-99
811,8887315,607,1,28,28,28,2001,2002,7,16,1,19.47,80,8.3,14.3,28.7,20.4614271252032,18.3512942322878
811,8887315,607,1,28,28,28,2001,2002,7,27,1,19.38,79.86,8.76,14.29,29.1,20.5382569854406,18.1292581205079
811,8887315,607,1,28,28,28,2001,2005,6,10,4,19.3,80.59,8.43,13.96,30,20.3068953806336,17.8793176603583
811,8887315,607,1,28,28,28,2001,2006,5,13,5,19.13,81.48,8.29,13.49,-99,21.9674759587896,17.8793176603583
811,8887315,607,1,28,28,28,2001,2006,7,14,5,19.33,82.86,8.37,13.94,28.8,21.365158553121,19.5619528677481
811,8887315,607,1,28,28,28,2001,2007,7,17,5,19.21,80.59,8.34,13.43,28,-99,20.4614271252032
812,8887316,608,2,28,28,28,2001,2002,7,16,1,18.7,78,8.1,14.5,29.3,-99,-99
814,8887319,609,1,28,28,28,2002,2003,7,19,1,20.06,78,8.3,14,30,20.2403063217927,18.3757993023433
815,8887324,610,1,28,28,28,2002,2005,8,6,3,19.03,79.57,8.4,13.6,29.3,18.7155015962704,16.9224702688467
815,8887324,610,1,28,28,28,2002,2005,8,10,3,18.82,81.7,8.16,13.09,29,18.679400418643,16.1328856687203
816,8887335,611,1,26,26,26,2002,2003,7,30,1,19.54,80.61,8.3,14.49,30.1,20.1064666214629,17.4462030253004
816,8887335,611,1,26,26,26,2002,2003,8,4,1,19.52,79.86,7.96,14.29,31.7,20.5382569854406,17.2124954611468
816,8887335,611,1,26,26,26,2002,2003,8,4,1,19.74,79.61,7.8,13.89,-99,-99,-99
817,8887341,612,1,20,20,20,2001,2002,7,19,1,19.63,84,7.9,13.9,32.5,20.1511786255792,17.1732349893664
817,8887341,612,1,20,20,20,2001,2003,8,5,2,19.49,84.86,8.16,14.09,32,-99,18.5221489034075
817,8887341,612,1,20,20,20,2001,2003,8,12,2,19.59,86.61,8.2,13.59,31.4,20.1064666214629,15.5650248955792
818,8887342,613,1,27,27,27,2002,2003,5,16,1,19.11,80,7.8,13.3,29.3,19.0018420159731,16.3682619724881
818,8887342,613,1,27,27,27,2002,2003,6,24,1,19.08,80.61,8.1,13.69,26.6,19.8360782414267,15.9928108848945
818,8887342,613,1,27,27,27,2002,2003,8,3,1,18.95,78.59,8.13,13.56,27.5,19.3305457760509,16.9755706826015
818,8887342,613,1,27,27,27,2002,2003,8,3,1,19.01,80.86,7.86,13.89,27.5,20.0167429918056,16.3545100813201
818,8887342,613,1,27,27,27,2002,2004,8,8,2,19.16,80,8,13.8,27.5,19.0018420159731,17.4203903515392
818,8887342,613,1,27,27,27,2002,2004,8,8,2,19.02,79.61,8.2,14.29,27.5,19.0963347268527,15.1548672049609
819,8887344,614,1,27,27,27,2002,2003,8,2,1,19.65,81.86,8.26,13.99,33.2,21.0682225163871,17.8289091085237
819,8887344,614,1,27,27,27,2002,2003,8,2,1,19.64,81.59,8.43,14.16,32.8,20.0167429918056,17.8793176603583
820,8887345,615,1,27,27,27,2002,2003,5,16,1,19.98,78,8.2,14,30.6,18.6190762391693,14.2362214087868
821,8887346,616,1,27,27,27,2002,2003,6,18,1,19.23,81.61,8.3,13.79,32.6,21.1534867102329,15.2141381615917
821,8887346,616,1,27,27,27,2002,2003,6,18,1,18.93,81.86,8.46,13.89,32.5,19.2137971260238,14.7027208366343
