ID,ringnr,indnr,sex,island_current,adultSNPisland,hatchisland,hatchyear,year,month,day,age,tarsus,wing,billD,billL,mass,totalbadge,visiblebadge
1308,8981325,909,1,28,28,28,2005,2006,7,28,1,19.45,80,8.3,14.41,32.5,20.7670411951245,16.7889844838811
1310,8981536,910,2,24,24,24,2004,2005,5,26,1,20.22,78.7,8.26,15.19,33.4,-99,-99
1311,8981545,911,2,27,27,35,2005,2009,6,9,4,18.03,80,8.61,14.03,30.6,-99,-99
1311,8981545,911,2,27,27,35,2005,2009,7,2,4,18.04,79.03,8.59,14.31,31.6,-99,-99
1312,8981582,912,1,23,23,23,2004,2005,6,15,1,19.46,80.7,8.06,13.89,30,19.8360782414267,14.8701042363529
1313,8981601,913,1,38,38,38,2004,2005,5,12,1,20.36,85.86,8.06,12.89,33.8,19.1198849368923,14.3621029100895
1313,8981601,913,1,38,38,38,2004,2005,7,28,1,20.68,84.57,8.2,13.7,31.1,19.6308430791956,16.4094484977406
1314,8981602,914,1,38,38,38,2004,2005,5,12,1,20.23,83.86,8.36,13.49,32.1,19.9379036009306,15.0356243634909
1314,8981602,914,1,38,38,38,2004,2005,6,6,1,20.19,82.59,8.33,13.36,33,19.2137971260238,14.8549654997916
1314,8981602,914,1,40,38,38,2004,2006,5,23,2,20.55,83.43,8.13,13.92,31.2,19.7109106841871,15.5650248955792
1315,8981604,915,1,38,38,38,2004,2005,5,12,1,18.34,82.86,7.96,13.69,28,20.9933322747962,16.7352920500361
1315,8981604,915,1,38,38,38,2004,2006,5,6,2,18.38,80.86,7.66,13.49,26.3,20.8319466205153,16.5459964946207
1315,8981604,915,1,38,38,38,2004,2007,5,10,3,18.35,82.86,7.71,13.53,29.9,20.8319466205153,17.6258333136337
1315,8981604,915,1,38,38,38,2004,2007,5,26,3,18.4,81.86,7.55,13.57,30.3,19.7906543600761,17.9044687159379
1315,8981604,915,1,38,38,38,2004,2007,8,13,3,18.48,80,7.85,13.49,31.5,20.2403063217927,15.3905815354716
1315,8981604,915,1,38,38,38,2004,2008,6,12,4,18.45,82.86,7.92,13.09,30.5,20.2403063217927,16.1328856687203
1316,8981605,916,2,38,38,38,2004,2005,5,12,1,19.22,80,8.1,12.8,29.5,-99,-99
1317,8981606,917,2,38,38,38,2004,2005,5,12,1,20.18,77,8.4,14.1,32,-99,-99
1318,8981607,918,2,38,38,38,2004,2005,5,12,1,19.14,77,8,13.5,29.7,-99,-99
1319,8981608,919,1,38,38,38,2004,2005,5,12,1,20.38,79,8.3,14.6,33,19.5158909609579,15.7661028792787
1319,8981608,919,1,38,38,38,2004,2007,5,26,3,20.6,82.86,8.35,14.67,32.3,20.1511786255792,16.3682619724881
1319,8981608,919,1,38,38,38,2004,2008,5,15,4,-99,81.86,8.36,14.36,34.2,21.0682225163871,15.5794736753204
1320,8981609,920,2,27,27,27,2004,2005,5,13,1,18.43,77,8,13.3,31,-99,-99
1320,8981609,920,2,27,27,27,2004,2005,6,19,1,18.16,77.43,8.15,13.91,36.5,-99,-99
1323,8981657,921,1,23,23,23,2005,2006,5,9,1,18.63,79,7.46,13.09,26.8,19.7109106841871,15.7661028792787
1323,8981657,921,1,23,23,23,2005,2006,5,9,1,18.46,-99,7.52,13.35,26.8,20.4614271252032,15.5794736753204
1323,8981657,921,1,23,23,23,2005,2006,5,9,1,18.56,-99,7.4,13.55,26.8,-99,-99
1325,8981701,922,2,20,20,20,2005,2006,8,11,1,19.7,77.7,8.16,14.09,31.9,-99,-99
1326,8981702,923,2,20,20,20,2004,2005,5,29,1,20.36,79.86,8.26,14.89,32.6,-99,-99
1327,8981703,924,2,20,20,20,2004,2005,5,29,1,19.99,78.86,8.26,13.99,33,-99,-99
1328,8981704,925,1,20,20,20,2004,2005,5,29,1,19.34,81.86,7.96,14.09,37.9,20.4614271252032,17.0020586988753
1329,8981707,926,2,27,27,27,2005,2006,7,13,1,19.07,79,8.72,14.33,31,-99,-99
1329,8981707,926,2,27,27,27,2005,2006,8,12,1,19.27,79.7,8.86,14.49,37.1,-99,-99
1329,8981707,926,2,27,27,27,2005,2007,7,13,2,19.09,81.86,8.9,14.64,32.9,-99,-99
1331,8981711,927,2,20,20,20,2004,2005,6,2,1,19.59,77.59,8.63,14.66,34.5,-99,-99
1331,8981711,927,2,20,20,20,2004,2005,7,26,1,19.71,78.57,8.5,14.5,33.3,-99,-99
1331,8981711,927,2,20,20,20,2004,2005,8,5,1,19.78,78.57,8.5,14.6,34.6,-99,-99
1331,8981711,927,2,20,20,20,2004,2006,6,13,2,19.61,80.92,8.24,14.32,37,-99,-99
1332,8981714,928,2,38,38,38,2004,2005,6,6,1,20.52,80.59,8.03,13.76,35,-99,-99
1333,8981715,929,1,38,38,38,2004,2005,6,6,1,20.02,77.59,8.13,13.16,32,21.1641205817771,14.5488831186452
