IID FROH FGRM gen_het pruned_gen_het adsex fiflok laflok hatchyear presumedhatchyear firstyear lastyear minadyear maxadyear age1tarsus age1wing age1billD age1billL age1mass age1totba age1visba
8L64866 0 -0.0262588 0.360681570243641 0.36309271054494 1.5 24 24 NA 2008 2008 2012 2009 2012 NA NA NA NA NA NA NA
8L64901 0.00339772559454377 0.0125955 0.334997073730938 0.340339217488846 2 27 27 NA 2007 2008 2010 2008 2010 19.47 77.77 8.25 13.2 31.49 NA NA
8L64902 0.0109078240855063 0.0329712 0.327368624527104 0.329944313196085 2 27 27 NA 2007 2008 2008 2008 2008 20.09 81.37 7.83 13.66 31.49 NA NA
8L64903 0.00360206201276346 -0.00113861 0.343115012006293 0.342438374417055 2 27 27 NA 2007 2008 2008 2008 2008 20.35 79.87 8.38 14.72 33.14 NA NA
8L64915 0.00262588639516038 -0.00718212 0.346022436396822 0.34579891913939 2 26 26 NA 2007 2008 2008 2008 2008 19.4 78.86 8.09 12.8 30.02 NA NA
8L64916 0.0291854669179525 0.0468174 0.320464863304881 0.325092203993387 1 26 26 NA 2007 2008 2008 2008 2008 18.96 82.43 8.28 14.2 32.46 20.28 16.24
8L64922 0.0682791677310896 0.100363 0.328276105842782 0.322382190116122 2 38 38 NA 2007 2008 2008 2008 2008 20.27 79.87 8.67 13.92 32.34 NA NA
8L64923 0.0340404381257892 0.0669196 0.323240855762595 0.318656477217133 2 38 38 NA 2007 2008 2008 2008 2008 19.58 76.11 8.47 13.68 30.34 NA NA
8L64933 0.00271471310753684 0.0278345 0.331109059447267 0.333871172122492 2 27 27 2008 NA 2008 2010 2009 2010 19.44 78.19 7.8 14.21 30.57 NA NA
8L64945 0 -0.0157103 0.351309471969778 0.348396388316359 1 26 26 2008 NA 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L64954 0.0647704797987003 0.0861349 0.310978808949174 0.314331766512798 2 20 27 2008 NA 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L64970 0 -0.0403207 0.352535719440035 0.35292923049755 2 27 27 2008 NA 2008 2009 2009 2009 19.12 77.97 8.05 14.39 32.59 NA NA
8L64971 0 -0.00528748 0.345460595640841 0.343110146058457 1 27 27 2008 NA 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L64975 0 -0.111657 0.373145744623186 0.376426099218049 1 22 22 2008 NA 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L64976 0.0646326377062726 0.131066 0.287748797950276 0.29618678888823 1 22 22 2008 NA 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L64981 0 -0.00585158 0.342311889040125 0.344593549717349 2 26 26 NA 2007 2008 2008 2008 2008 19.32 80.37 8.09 13.5 29.09 NA NA
8L64985 0 0.00258608 0.337751717799224 0.338750888354936 1 26 26 2008 NA 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L64996 0.0719017584868808 0.0965137 0.306835185829372 0.310154022639472 2 38 38 NA 2007 2008 2009 2008 2009 18.69 77.52 8.44 13.72 32.1 NA NA
8L88307 0.00487676796694063 0.0284978 0.336993233890347 0.338214642234743 2 24 24 NA 2009 2010 2012 2010 2012 20 79.55 8.19 13.57 31.58 NA NA
8L89026 0.00598604154785848 0.00946867 0.33619484044288 0.339072400101377 1 23 23 2009 NA 2009 2010 2010 2010 NA NA NA NA NA NA NA
8L89044 0 -0.112153 0.39408846104915 0.403001528556209 2 23 34 2009 NA 2009 2012 2010 2012 NA NA NA NA NA NA NA
8L89049 0.0187590954191935 0.049775 0.32312257348863 0.329641721433114 1 23 23 2009 NA 2009 2010 2010 2010 NA NA NA NA NA NA NA
8L89064 0 -0.197783 0.415052197135227 0.417921491731104 2 23 27 2009 NA 2009 2011 2010 2011 19.43 76.25 8.09 14.14 33.44 NA NA
8L89100 0.0133843469318219 0.0412241 0.32122778894132 0.327851019192416 1 24 23 2009 NA 2009 2011 2010 2011 NA NA NA NA NA NA NA
8L89202 0.00563895494050217 0.0124399 0.339099409584721 0.335246212920376 2 27 27 2008 NA 2008 2009 2009 2009 18.44 77.25 7.94 14.14 36.24 NA NA
8L89209 0.0028833592456791 0.0136525 0.330583896471004 0.335911667453944 1.75 27 27 2008 NA 2008 2011 2009 2011 NA NA NA NA NA NA NA
8L89210 0.0023004872351773 0.00471731 0.336244443572482 0.338856042898391 1 27 27 2008 NA 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L89211 0.00479606311615607 0.00601541 0.334236730548441 0.336172150361738 2 27 27 2008 NA 2008 2009 2009 2009 20.46 80.78 8.91 15.11 35.03 NA NA
8L89230 0.00593606422457701 0.00739559 0.336938162317645 0.335843527447439 2 28 28 2008 NA 2008 2011 2009 2011 19.98 80.84 7.48 13.5 35.5 NA NA
8L89244 0.0947294365231699 0.128353 0.290881738033871 0.290969645227006 1.66666666666667 28 28 2008 NA 2008 2009 2009 2009 19.93 76.44 8.41 13.07 32.72 NA NA
8L89245 0.0365543893087006 0.0597374 0.315716203450505 0.319082307062488 2 28 28 2008 NA 2008 2010 2009 2010 19.81 78.06 8.41 13.83 33.1 NA NA
8L89254 0.0133535210237612 0.0369312 0.324323868428451 0.326385969127275 1 26 26 2008 NA 2008 2011 2009 2011 19.5 80.44 8.13 14.1 32.06 21.31 17.93
8L89256 0.0129648085093498 0.0427962 0.324078042806646 0.324518290505263 1 26 26 2008 NA 2008 2010 2009 2010 19.27 82.83 7.95 14.41 32.81 19.98 16.21
8L89258 0 -0.0109849 0.353692749898165 0.355355626930853 1 26 26 2008 NA 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89259 0.0029772908158798 0.00927712 0.339257179635137 0.338954468802698 1 26 26 NA 2007 2008 2008 2008 2008 18.67 81.63 8.33 13.05 32.73 20.79 14.66
8L89265 0 0.0179955 0.341488779117043 0.337446959579396 2 27 27 2008 NA 2008 2009 2009 2009 21.01 79.58 8.85 14.42 31.58 NA NA
8L89266 0.00367781504214678 0.00536827 0.33753151399885 0.340171344564795 1 27 27 2008 NA 2008 2009 2009 2009 20.97 81.03 8.58 14.34 31.4 16.92 14.81
8L89268 0.00297949891284018 0.0101032 0.340034554898681 0.336217656782377 1 27 27 NA 2008 2008 2012 2009 2012 19.67 83.03 8.47 14.93 33.1 17.03 12.98
8L89269 0.00614608485279372 0.0100175 0.340805813073895 0.338099455902822 1 27 27 NA 2008 2008 2009 2009 2009 18.97 81.61 8 14.14 31.31 17.25 13.26
8L89271 0.00982950758672601 0.0266633 0.338052814024861 0.332031744157608 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89273 0.0696790137545858 0.0730541 0.309565092547599 0.314419248160896 2 27 27 NA 2008 2008 2009 2009 2009 19.22 80.25 7.96 13.53 34.14 NA NA
8L89274 0.0123410757739079 0.0225297 0.333039676867073 0.332449803958099 2 27 27 NA 2007 2008 2008 2008 2008 19.76 77.25 7.58 13.33 31.96 NA NA
8L89276 0.00364928468043098 0.0192361 0.334467145223633 0.335425471785657 1 27 27 NA 2008 2008 2012 2009 2012 19.6 81.47 7.95 13.86 29.27 17.89 14.94
8L89277 0.013632047313615 0.0288947 0.327807657901421 0.331797818218634 1 27 27 NA 2008 2008 2012 2009 2012 NA NA NA NA NA NA NA
8L89282 0.00289307705853938 0.0136645 0.338568203271196 0.336709138284327 2 20 20 2008 NA 2008 2009 2009 2009 20.35 79.98 8.36 14.1 32.08 NA NA
8L89296 0.0326658431120875 0.0511429 0.319897785918284 0.319610695660312 2 26 26 2008 NA 2008 2011 2009 2011 20.42 78.19 8.29 14.13 33.28 NA NA
8L89298 0.0876624331326479 0.12682 0.319945401997138 0.314089358684273 1 38 38 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89299 0.154085815611442 0.198898 0.296174018660631 0.291097277052333 2 38 38 NA 2007 2008 2012 2008 2012 19.6 79.04 8.6 13.87 33.56 NA NA
8L89324 0.0377739802882528 0.040952 0.331172738967442 0.326767834397591 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89326 0.00249021960617388 0.0222332 0.335965688987272 0.336244947658589 1 38 38 NA 2008 2008 2009 2009 2009 20.46 81.03 8.73 13.39 36 20.88 15.39
8L89333 0 0.0274075 0.333244752999275 0.334421764103779 1 28 332 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89334 0.00511118697345223 0.00475806 0.343221274903918 0.341095277869177 1 28 28 NA 2008 2008 2011 2009 2011 18.22 79.87 8.33 13.12 31.93 17.33 14.01
8L89335 0.00677053904565831 0.0192647 0.331702186548575 0.331807606074707 2 28 28 NA 2007 2008 2016 2008 2016 19.87 78.47 8.16 13 36.21 NA NA
8L89337 0.003983428778871 0.0028592 0.339559001208216 0.338942554722022 1 28 27 NA 2008 2008 2011 2009 2011 19.51 81.06 8.03 13.43 31.84 18.46 14.25
8L89349 0 -0.107074 0.383651636990236 0.387945771512675 2 26 26 NA 2008 2008 2010 2009 2010 19.91 79.64 8.43 14.08 37.77 NA NA
8L89352 0 0.000801263 0.340950090198437 0.341902581182348 1 27 27 2008 NA 2008 2010 2009 2010 18.83 80.28 8.38 14.43 31.45 21.36 17.98
8L89354 0 -0.073621 0.355009344931817 0.359310685957567 1 27 27 NA 2008 2008 2011 2009 2011 19.42 82.68 8.31 14.49 30.83 21.62 15.46
8L89355 0.0153786301469292 0.0380897 0.336949976521283 0.338004389667398 1 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89358 0.00895606313364594 0.0285112 0.326623571602581 0.331486076409002 2 26 26 NA 2008 2008 2010 2009 2010 19.89 77.68 8.45 13.74 32.54 NA NA
8L89363 0.00403612796424719 0.000710279 0.349348204020195 0.341754630297987 1 20 20 NA 2008 2008 2010 2009 2010 19.72 82.03 8.16 13.43 31.4 19.06 14.11
8L89365 0 0.0105998 0.331724903245753 0.336260343649569 2 27 27 NA 2008 2008 2009 2009 2009 19.23 80.68 8.65 14.12 35.14 NA NA
8L89366 0 0.0067862 0.339334942847514 0.340903528538032 1 27 27 NA 2008 2008 2012 2009 2012 19.99 81.97 8.06 14.28 32.61 20.38 16.86
8L89368 0.00243311515805001 0.0234051 0.33767467025899 0.336836334500063 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89370 0.00288375276790966 0.00529985 0.341280007066982 0.341633768600061 2 27 27 NA 2008 2008 2012 2009 2012 NA NA NA NA NA NA NA
8L89371 0.00626094961942574 0.0164289 0.33069097051631 0.332678393739565 1.09090909090909 27 27 NA 2008 2008 2012 2009 2012 18.47 77.11 8.21 13.36 27.9 18.52 14.62
8L89372 0.00481037202170625 0.00798627 0.336849600900871 0.340284863766307 2 27 27 NA 2008 2008 2011 2009 2011 18.19 75.75 7.93 13.79 30.55 NA NA
8L89374 0.0106134803882184 0.018933 0.33605706587752 0.332897467478783 1 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89376 0 0.00535697 0.344954908215867 0.342989629879437 1.90909090909091 27 27 NA 2008 2008 2013 2009 2013 19.16 78.53 8.65 14.21 35.44 NA NA
8L89377 0 0.00970397 0.335696420585361 0.337320029351979 1 27 27 NA 2008 2008 2015 2009 2015 20.29 83.55 8.07 14.08 32.94 20.43 17.38
8L89379 0.00266542444815886 0.0300126 0.333662896027573 0.335297146281557 2 27 27 NA 2008 2008 2009 2009 2009 20.04 78.25 7.9 13.6 31.24 NA NA
8L89380 0 0.0162307 0.343880237802152 0.338576368389981 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89384 0.00437827368137533 0.00360544 0.341454634070694 0.341362878448035 1.8 27 27 NA 2008 2008 2011 2009 2011 16.09 79.3 8.16 13.78 29.85 NA NA
8L89386 0.0032118191341221 0.00714847 0.339662843201113 0.338176390727639 1 27 27 NA 2008 2008 2009 2009 2009 20.12 78.25 8.39 13.79 32.73 18.27 15.79
8L89387 0 -0.00744364 0.342753083354027 0.340929017029169 2 27 27 NA 2008 2008 2013 2009 2013 18.92 80.48 8.22 13.52 34.47 NA NA
8L89388 0.00630100143755857 0.00918956 0.338295651021096 0.336849567081301 1 27 27 NA 2008 2008 2012 2009 2012 19.88 81.45 8.08 14.06 32.88 20.16 16.07
8L89389 0.0342363247472248 0.0351335 0.325235906388809 0.328572152155194 1 27 27 NA 2008 2008 2011 2009 2011 20.44 82.61 8.27 14.48 30.82 20.69 14.84
8L89391 0.0102848893256986 0.0288882 0.332176266073716 0.33150360016942 2 26 26 NA 2008 2008 2012 2009 2012 18.81 78.56 7.8 13.27 30.41 NA NA
8L89394 0.0027350997453146 -0.00995231 0.34380043938307 0.343383183327059 2 26 26 NA 2008 2008 2011 2009 2011 19.45 79.79 8.25 14.21 33.93 NA NA
8L89395 0.0049085339558855 0.0133766 0.337897286068187 0.334212937822427 1 26 26 NA 2008 2008 2013 2009 2013 19.85 81.15 7.98 13.78 30.98 20.03 16.36
8L89399 0.0108582512156284 0.0274678 0.331709178594341 0.331890905095547 2 28 28 NA 2008 2008 2015 2009 2015 19.38 76.79 7.97 13.18 28.78 NA NA
8L89404 0.191105326334322 0.259408 0.251915533942985 0.254879419794933 1 20 20 2008 NA 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89411 0.00277703172521567 0.0126369 0.330471816283925 0.335826419910657 1 27 27 NA 2008 2008 2011 2009 2011 NA NA NA NA NA NA NA
8L89412 0.0104778026680589 0.0146545 0.333397731349874 0.332714914573881 1 27 27 NA 2008 2008 2009 2009 2009 19.48 81.53 8.34 13.72 32.4 19.84 16.81
8L89418 0.0083979830236696 0.0108602 0.341270981358498 0.340727797614526 1 28 37 2008 NA 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L89423 0.101373075580645 0.123809 0.300757278657557 0.295531659886224 2 28 28 2008 NA 2008 2009 2009 2009 19.63 77.98 8.16 13.55 32.58 NA NA
8L89430 0 -0.0525191 0.347396978610389 0.35144055258389 1 27 27 NA 2008 2008 2011 2009 2011 19.42 81.72 8.34 14.16 30.95 20.84 18.2
8L89431 0.00958520679975807 0.0126362 0.339175046853491 0.337314592695206 1 27 27 NA 2008 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L89432 0.00267968962901676 0.0195326 0.34307159225515 0.33543404334512 1 27 27 NA 2008 2008 2009 2009 2009 19.25 79.71 8.52 14.22 32.98 18.15 15.48
8L89434 0.0228818966547222 0.0208018 0.325683742041646 0.332492555318413 2 27 27 NA 2008 2008 2009 2009 2009 20.31 79.51 8.75 14 32.25 NA NA
8L89436 0.040460644005689 0.0523007 0.31588189493796 0.321687997232791 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89439 0.00564450797642233 0.0262783 0.332059424531949 0.336227994666397 1 27 27 NA 2008 2008 2011 2009 2011 NA NA NA NA NA NA NA
8L89441 0.0207216782323943 0.0584799 0.321887671949137 0.322040812857495 1 26 26 2008 NA 2008 2009 2009 2009 19.74 84.16 7.77 14.13 31.94 19.54 15.12
8L89456 0 -0.0461274 0.374386766555089 0.376860726167828 2 38 38 2008 NA 2008 2009 2009 2009 20.17 77.03 8.26 14.09 31.7 NA NA
8L89457 0.0277218921554513 0.0385779 0.342551805606156 0.335703141471642 2 38 38 2008 NA 2008 2009 2009 2009 20.44 79.22 8.31 13.1 33.4 NA NA
8L89460 0.0445849756054476 0.187359 0.298776622895831 0.287477802846383 2 38 38 NA 2008 2008 2009 2009 2009 18.22 79.03 7.9 13.13 29.5 NA NA
8L89461 0.00450904330482593 0.0145359 0.350687459935012 0.348284626231751 2 38 38 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89466 0.0130436222671931 0.047103 0.330239525923305 0.334163872395415 2 28 28 NA 2007 2008 2009 2008 2009 20.23 79.14 8.37 13.49 35.77 NA NA
8L89467 0.0027067989382333 0.0161151 0.342270639539704 0.340376657376911 2 28 28 NA 2007 2008 2008 2008 2008 19 79.44 8.18 13.23 35.22 NA NA
8L89470 0 0.0148278 0.342843675483835 0.342836319259648 2 28 28 NA 2007 2008 2008 2008 2008 19.26 75.44 8.2 13.92 34.12 NA NA
8L89471 0.00271868112336168 -0.00187178 0.341661524092266 0.342119574453622 1 28 28 NA 2008 2008 2015 2009 2015 18.26 80.63 8.29 13.17 31.04 18.52 14.32
8L89474 0 -0.020274 0.352539950630116 0.3527341147662 1 26 26 2008 NA 2008 2011 2009 2011 NA NA NA NA NA NA NA
8L89502 0.00579195856997957 0.00413426 0.333430893949769 0.336632660810571 2 27 27 NA 2008 2008 2012 2009 2012 19.44 77.58 8.36 13.67 31.08 NA NA
8L89503 0.0134384562385243 0.0228182 0.335643673717347 0.335561294242746 2 27 27 NA 2008 2008 2011 2009 2011 19.75 79.23 8.52 13.64 35.77 NA NA
8L89507 0.00398655509436936 0.00460044 0.339176180634608 0.336029790503855 2 27 27 NA 2008 2008 2011 2009 2011 20.33 80.59 8.22 14.31 36.94 NA NA
8L89508 0.00786307700060417 0.00222688 0.339127218934911 0.341938149894162 1 27 27 NA 2007 2008 2011 2008 2011 19.65 81.03 8.07 14.49 32.59 20.88 18.02
8L89509 0 0.0101388 0.341978723286794 0.339895909777227 1 27 27 NA 2008 2008 2009 2009 2009 19.27 81.03 8.37 14.22 32.3 18.79 16.31
8L89512 0.00261718518139571 0.00759508 0.334516390773256 0.336102139429767 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89514 0.00711624832520765 0.00491699 0.334211078356685 0.336437011360474 1 27 27 NA 2007 2008 2011 2008 2011 21.05 85.64 8.63 13.95 35.66 19.86 15.03
8L89516 0.0412751257112231 0.0605103 0.316887720731963 0.319168860093136 2 27 27 NA 2008 2008 2011 2009 2011 19.48 79.98 8.21 14.29 34.38 NA NA
8L89517 0.046391024020269 0.061993 0.319089973781156 0.31847963005233 2 27 27 NA 2008 2008 2009 2009 2009 19.39 78.91 8.42 13.93 34.36 NA NA
8L89518 0.00711492565326603 0.0405638 0.330401392303655 0.330958510952602 2 27 27 NA 2008 2008 2010 2009 2010 18.84 78.75 8.37 14.45 29.64 NA NA
8L89519 0.00724195681552629 0.0170029 0.334540396122679 0.332998827825236 1 27 27 NA 2008 2008 2009 2009 2009 18.89 79.86 7.9 13.09 29.6 19.94 14.24
8L89521 0.00801987374713726 0.0103503 0.333454961604166 0.335464689038863 2 27 27 NA 2008 2008 2011 2009 2011 20.6 81.28 8.37 13.92 34.1 NA NA
8L89525 0.00254411028941483 -0.00914144 0.343529708677721 0.3445258409679 1 26 26 NA 2008 2008 2010 2009 2010 18.6 81.22 8.2 13.99 32.61 19.84 14.76
8L89526 0 -0.00176268 0.342830928914381 0.34308432906387 1 26 26 NA 2008 2008 2009 2009 2009 19.5 82.25 8.16 14.48 31.73 20.72 15.85
8L89530 0.00490822788303951 0.0103669 0.340142281590977 0.339872902633721 2 27 27 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89537 0.0163213345125883 0.0195067 0.332174364870542 0.334090755507501 2 27 27 NA 2008 2008 2009 2009 2009 19.47 82.03 8.29 13.61 29.6 NA NA
8L89538 0 -0.00268401 0.348354837067498 0.348171742507746 1 27 27 NA 2008 2008 2009 2009 2009 18.84 81.25 7.7 12.99 32.13 17.43 14.34
8L89539 0.00332951507457957 -0.0204575 0.347143322978702 0.349929176601005 2 27 27 NA 2008 2008 2011 2009 2011 18.97 78.98 8.23 13.84 36.18 NA NA
8L89601 0 0.0094325 0.338675207586525 0.343587065326196 1 20 22 2009 NA 2009 2012 2010 2012 NA NA NA NA NA NA NA
8L89605 0 0.0245366 0.342240534777848 0.344254790975273 1 20 22 2009 NA 2009 2011 2010 2011 NA NA NA NA NA NA NA
8L89606 0.0419148179593489 0.0546809 0.329857333016664 0.324719821766136 1 20 20 2009 NA 2009 2009 NA NA NA NA NA NA NA NA NA
8L89613 0 -0.0096177 0.34265246467957 0.340494819200677 1 26 26 2009 NA 2009 2011 2010 2011 19.07 80.77 8.29 13.86 32.62 19.62 15.73
8L89614 0 -0.0263699 0.354105349784831 0.356159112968809 1 26 26 2009 NA 2009 2011 2010 2011 19.45 79.06 8.06 13.14 28.13 19.52 15.58
8L89615 0 -0.00453835 0.344306730374821 0.340083337567966 2 26 26 2009 NA 2009 2012 2010 2012 19.41 76.45 8.27 13.59 31.43 NA NA
8L89616 0 -0.00416476 0.342718028551555 0.340774913973416 NA 27 27 NA 2009 2009 2011 2010 2011 NA NA NA NA NA NA NA
8L89626 0.00851315386314762 0.0164767 0.331508306826116 0.333519600372534 2 26 26 NA 2008 2009 2011 2009 2011 18.32 79.58 8.59 14.06 31.38 NA NA
8L89628 0.0679135199918585 0.102576 0.316178540867309 0.313910234241225 2 38 38 2009 NA 2009 2012 2010 2012 NA NA NA NA NA NA NA
8L89634 0.0022292050555801 0.0165689 0.334588658745897 0.337099635820338 2 27 27 2009 NA 2009 2011 2010 2011 19.4 79.18 8 13.72 32.82 NA NA
8L89635 0.00285919042201871 0.00771623 0.335399550216416 0.33790507506598 1 27 27 2009 NA 2009 2011 2010 2011 NA NA NA NA NA NA NA
8L89637 0 0.00923987 0.341781096298934 0.340464277204806 1 27 27 2009 NA 2009 2011 2010 2011 19.34 78.85 7.79 13.62 32.48 19.07 15.98
8L89639 0 -0.00993097 0.337643759721166 0.342871577773713 1 27 27 NA 2009 2009 2010 2010 2010 18.91 78.28 8.59 12.81 29.23 18.05 13.28
8L89640 0.0241501313544412 0.0399561 0.321193113425287 0.326249989455125 1 27 27 NA 2009 2009 2010 2010 2010 20.24 81.26 7.51 13.79 32.36 20.07 15.84
8L89641 0.0051679525552109 0.00457846 0.334513077968546 0.33708284239347 2 27 26 NA 2009 2009 2013 2010 2013 19.17 77.25 7.89 13.09 38.44 NA NA
8L89642 0.0560059745419538 0.0701109 0.329811079090618 0.325310146492034 1 38 38 NA 2009 2009 2012 2010 2012 20.72 81.91 8.37 14.57 30.16 19.22 14.75
8L89644 0.0154068325734528 0.0147297 0.32847271702928 0.332067510548523 1 28 28 NA 2009 2009 2010 2010 2010 19.61 79.82 7.97 13.5 31.53 19.33 14.82
8L89645 0.0025499256734887 0.00752696 0.341033276794643 0.339566098261016 1 28 28 NA 2008 2009 2009 2009 2009 17.17 77.53 7.82 13.02 29.7 20.22 14.59
8L89646 0.00224610464914815 0.0243136 0.334023441597518 0.337308347529813 1 28 28 NA 2009 2009 2010 2010 2010 20.02 82.38 8.23 13.62 32.4 20.02 15.2
8L89650 0 0.00651377 0.341120976692564 0.337819045196303 2 26 26 2009 NA 2009 2010 2010 2010 16.72 76.55 8.4 14.47 35.98 NA NA
8L89652 0.00669024957945044 0.0219356 0.332963429177156 0.33409819470221 1 27 27 2009 NA 2009 2010 2010 2010 18.43 82.38 8.51 12.71 31.3 19.32 14.36
8L89654 0.00239484512112778 0.0160982 0.337353488819591 0.337706679607612 2 27 27 2009 NA 2009 2010 2010 2010 17.74 76.58 8.33 14.05 28.57 NA NA
8L89655 0.00651049736946786 0.0106245 0.336959900528443 0.337277604237403 1 27 27 2009 NA 2009 2010 2010 2010 18.19 79.25 8.18 13.99 28.99 19.06 14.45
8L89663 0.0046573137363635 -0.00183812 0.341842750881585 0.345075528185532 2 20 26 NA 2009 2009 2011 2010 2011 19.93 78.97 7.92 14.13 31.97 NA NA
8L89664 0.00464315786723631 0.00237377 0.337241947882664 0.338363537266658 1 20 20 NA 2008 2009 2009 2009 2009 19.27 81.29 7.7 13.53 30.46 20.3 17.17
8L89665 0 0.0179484 0.336272179536786 0.335461693735695 1 27 27 NA 2009 2009 2011 2010 2011 19.51 82.38 8.6 14.23 31.6 19.63 15.21
8L89669 0.0204118887875569 0.020763 0.326528133557106 0.330901392532114 1 27 27 NA 2009 2009 2012 2010 2012 NA NA NA NA NA NA NA
8L89675 0.035291292260325 0.0396331 0.322382418116811 0.324289634789951 2 28 28 NA 2009 2009 2010 2010 2010 NA NA NA NA NA NA NA
8L89680 0.00808242191945059 0.0238578 0.339037255930846 0.336742788664405 1 28 28 NA 2009 2009 2010 2010 2010 NA NA NA NA NA NA NA
8L89682 0 0.0137457 0.34288390239577 0.34060321681757 2 28 28 NA 2009 2009 2010 2010 2010 19.56 80.18 8.25 13.57 36.44 NA NA
8L89683 0.0195622087047336 0.0305158 0.323542405266006 0.32795558293183 2 28 28 NA 2009 2009 2010 2010 2010 NA NA NA NA NA NA NA
8L89689 0.00659608845461524 0.0194905 0.331518744259831 0.335074303115882 2 27 26 NA 2009 2009 2010 2010 2010 20.17 78.9 8.74 14.57 31.58 NA NA
8L89690 0.0186552492750173 0.0177555 0.338075050508396 0.334845635546411 2 27 27 NA 2009 2009 2011 2010 2011 NA NA NA NA NA NA NA
8L89691 0.0801041828243069 0.0908438 0.306096502622895 0.308982784544948 1 27 27 NA 2009 2009 2011 2010 2011 19.16 81.93 8.03 13.37 30.7 18.72 14.27
8L89692 0 0.0161342 0.337202563295855 0.337577576902321 2 27 27 NA 2009 2009 2011 2010 2011 19.84 78.47 8.48 13.98 33.89 NA NA
8L89704 0 0.0018625 0.346047371743054 0.341703186071302 2 26 26 NA 2008 2008 2014 2009 2014 18.38 80.09 8.13 13.03 33.23 NA NA
8L89708 0.0224864068130067 0.0272736 0.330783757207348 0.329465802662022 1 26 26 NA 2008 2008 2011 2009 2011 NA NA NA NA NA NA NA
8L89709 0.0205239333115366 0.0491524 0.327829676298066 0.324305230454952 1 26 26 NA 2008 2008 2009 2009 2009 20.13 83.68 8.48 13.83 31.73 23 16.51
8L89711 0.0142463792402157 0.0101718 0.33769243960591 0.336401595834601 1 26 26 NA 2008 2008 2012 2009 2012 NA NA NA NA NA NA NA
8L89712 0.0213879332310831 0.0260376 0.326967733374616 0.329619367809295 1 26 26 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89713 0.00253034794251821 -0.000163795 0.347790041507536 0.341293498729132 1 26 26 NA 2008 2008 2010 2009 2010 20.03 85.68 8.11 14.05 32.93 21.08 15.87
8L89714 0 0.0158191 0.337615901393593 0.338081824506626 2 26 26 NA 2008 2008 2009 2009 2009 18.97 80.68 8.25 13.81 30.84 NA NA
8L89715 0 0.00735335 0.339334512136312 0.338865930492514 2 26 26 NA 2008 2008 2009 2009 2009 NA NA NA NA NA NA NA
8L89718 0 0.00087352 0.335891890680502 0.338114876576415 2 26 26 NA 2008 2008 2010 2009 2010 18.02 75.17 8.27 14.03 31.97 NA NA
8L89720 0 0.00889384 0.340389556937384 0.336831550234111 1 26 26 NA 2008 2008 2009 2009 2009 18.39 79.55 7.93 13.6 30.76 20.77 14.57
8L89721 0.00563752295682985 0.0244037 0.330587929441829 0.333893921979582 1 26 26 NA 2008 2008 2010 2009 2010 NA NA NA NA NA NA NA
8L89722 0.0038554684668997 0.0249059 0.334694758513058 0.336016981403334 1.875 26 26 NA 2008 2008 2009 2009 2009 19.22 77.7 8.38 13.91 28.52 NA NA
8L89723 0 0.00410302 0.342663245698799 0.341110073835186 2 26 26 NA 2008 2008 2012 2009 2012 18.32 78.68 8.19 13.98 33.55 NA NA
8L89724 0 0.0111564 0.330001382934587 0.33534776398198 1 26 26 NA 2008 2008 2009 2009 2009 18.8 79.97 8.72 15.11 34.93 19.55 16.13
8L89725 0.00331101952974312 0.0148879 0.336301157617477 0.33628071717795 1 26 26 NA 2008 2008 2014 2009 2014 20.19 82.29 8.25 13.89 31.23 19.88 15.03
8L89728 0 0.00687281 0.341572138863233 0.338257290865608 1 26 26 NA 2008 2008 2009 2009 2009 19.28 80.25 7.88 13.03 29.03 18.58 15.85
8L89731 0.00248178074056293 -0.00391684 0.337839632560456 0.337886844129606 2 26 26 NA 2008 2008 2011 2009 2011 20.66 78.7 8.81 14.7 31.52 NA NA
