IID FROH FGRM gen_het pruned_gen_het adsex fiflok laflok hatchyear presumedhatchyear firstyear lastyear minadyear maxadyear age1tarsus age1wing age1billD age1billL age1mass age1totba age1visba
8816407 0.0100938670762796 0.0187991 0.33707697741672 0.33575577719137 2 27 27 2007 NA 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816408 0.054623071836718 0.0523639 0.321920227857324 0.32189297218896 2 27 27 2007 NA 2007 2008 2008 2008 19.98 79.93 8.49 13.62 31.38 NA NA
8816409 0 0.00237299 0.335539766062272 0.336559470162502 1 27 27 2007 NA 2007 2010 2008 2010 20.76 83.21 8.78 13.96 33.5 17.54 15.12
8816417 0.0142230958415741 0.0805994 0.314989707155677 0.317215853776191 1.33333333333333 26 26 2007 NA 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816420 0.00631827269101105 0.0158213 0.336696654049442 0.335535873693791 2 26 26 2007 NA 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816427 0.0044708497861152 0.00317417 0.339963783718131 0.342275085410604 2 22 22 2007 NA 2007 2008 2008 2008 19.49 77.98 8.12 13.68 37.38 NA NA
8816428 0.00291433819016284 0.00105158 0.340084770083225 0.341520793281392 2 22 22 2007 NA 2007 2011 2008 2011 19.47 78.49 8.52 13.91 35.4 NA NA
8816442 0.0272552403770424 0.0445798 0.333105195471831 0.328423147297149 2 22 23 2007 NA 2007 2009 2008 2009 NA NA NA NA NA NA NA
8816452 0.00256748113744103 0.00293012 0.341534352113998 0.339887687819356 1 28 28 NA 2007 2007 2008 2008 2008 20.23 80.64 8.84 14.29 30.76 19.86 16.49
8816455 0.0919428618838631 0.107776 0.303621815932898 0.299286208467626 2 28 28 2007 NA 2007 2008 2008 2008 19.07 75 8.34 13.76 32.3 NA NA
8816456 0.0944910276384873 0.126591 0.302172663778623 0.292987714780259 1.33333333333333 28 28 2007 NA 2007 2008 2008 2008 19.68 77.29 8.58 14.16 31.36 17.85 15.62
8816467 0.0215698279509877 0.0469395 0.322240842710079 0.322128637059724 1 26 26 2007 NA 2007 2013 2008 2013 18.77 83.48 8.18 13.25 32.46 19.64 15.6
8816483 0.0027503487317489 0.0172964 0.335026278413016 0.335277927867081 1 27 22 NA 2007 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816486 0.00531648533490218 0.0345057 0.331466364114343 0.331988565242397 2 27 27 NA 2007 2007 2015 2008 2015 NA NA NA NA NA NA NA
8816491 0.00233310585562172 0.00355098 0.341764676663594 0.340438268846488 2 27 27 NA 2006 2007 2011 2007 2011 19.39 77.65 8.37 14.45 32.05 NA NA
8816494 0.00391620206448321 0.0239176 0.339961811993248 0.340974623925047 2 27 27 NA 2007 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816495 0.00907791291987046 0.0248168 0.330682589524687 0.333929083275725 2 27 27 NA 2006 2007 2007 2007 2007 18.71 74.14 7.36 12.45 32.08 NA NA
8816496 0.00262558032231438 -6.45459e-05 0.343603819538408 0.339979075614654 1 27 22 NA 2007 2007 2011 2008 2011 17.94 80.55 8.16 13.66 29.22 19.75 15.5
8816497 0.00587797597087673 0.0217079 0.331644367907449 0.336914177783024 1 27 27 NA 2006 2007 2007 2007 2007 19.59 78.09 7.82 13.14 32.3 20.76 18.27
8816901 0.0917007364003363 0.123276 0.314333075477953 0.30961989834687 2 38 38 2007 NA 2007 2008 2008 2008 19.45 77.59 8.57 14.13 31.85 NA NA
8816918 0 0.00879133 0.339504931693531 0.336853969040036 1.875 28 27 NA 2007 2007 2009 2008 2009 19.78 79.09 8.48 14.2 34.62 NA NA
8816919 0.00635678321374083 0.00719717 0.335746256285572 0.336538867452993 2 28 28 NA 2007 2007 2008 2008 2008 19.15 76.44 8.59 13.13 34.02 NA NA
8816921 0 0.0109518 0.329001341555653 0.336760773662413 2 28 28 NA 2007 2007 2008 2008 2008 19.79 77.48 8.96 13.65 38.34 NA NA
8816924 0.0041189425314345 0.0189416 0.340516931979438 0.338231448599313 1 26 26 NA 2007 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816929 0.024463965333315 0.044294 0.319110865663399 0.321010261257004 2 26 26 NA 2007 2007 2008 2008 2008 20.17 79.41 8.3 14.68 36.18 NA NA
8816930 0.00264232687945944 0.00382591 0.339278220730172 0.339086714077224 2 26 26 NA 2007 2007 2012 2008 2012 20.21 77.12 7.7 13.77 31.73 NA NA
8816931 0.0161771523397793 0.0495267 0.320729218226007 0.32416671625424 1 26 26 NA 2007 2007 2013 2008 2013 19.39 80.93 8.55 13.44 33.21 20.95 16.43
8816932 0.00264087303344097 0.0199415 0.339083570107789 0.336061548534948 1 26 26 NA 2007 2007 2009 2008 2009 19.77 81.59 8.21 14.09 32.7 19.72 15.26
8816936 0.00358096484873607 0.00491845 0.337920619510727 0.338791226898627 2 26 26 NA 2007 2007 2009 2008 2009 19 80.84 8.45 12.73 31.12 NA NA
8816937 0 0.0186069 0.330786471067645 0.330731825497084 2 26 26 NA 2007 2007 2008 2008 2008 18.48 77.93 8.06 13.61 33.38 NA NA
8816940 0.00218681396641004 -0.00776036 0.345684261677701 0.343999662546927 1 26 26 NA 2007 2007 2009 2008 2009 20.15 81.28 8.59 14.42 30.83 20.58 16.96
8816942 0 -0.213528 0.425755648434187 0.431452472046467 2 26 26 NA 2007 2007 2014 2008 2014 20.28 79.2 8.1 13.53 30.85 NA NA
8816943 0.00361738751740926 -0.032674 0.336366891957185 0.344864196886232 2 26 26 NA 2007 2007 2009 2008 2009 19.9 78.09 8.11 13.98 30.18 NA NA
8816944 0.00991884806423682 0.0139501 0.338399706897892 0.335969318490361 1 26 26 NA 2007 2007 2010 2008 2010 NA NA NA NA NA NA NA
8816947 0.00825175672149634 0.0199241 0.334739282855329 0.335084893008662 2 26 26 NA 2007 2007 2011 2008 2011 20.66 81.2 8.22 13.59 34.76 NA NA
8816948 0.00922566958627368 0.0326272 0.329886107829808 0.33178604888851 2 26 26 NA 2007 2007 2008 2008 2008 19.58 79.79 8.31 13.25 29.62 NA NA
8816949 0 0.00784031 0.341649011811823 0.349497333605445 2 26 26 NA 2007 2007 2009 2008 2009 19.01 80.63 7.99 14.03 28.64 NA NA
8816952 0.00627379374778439 0.00641345 0.341371972279787 0.337777210232835 1 26 26 NA 2007 2007 2008 2008 2008 NA NA NA NA NA NA NA
8816953 0.0124601162486531 0.0246186 0.330560710498409 0.330849402928394 1 26 26 NA 2007 2007 2008 2008 2008 20.89 83.48 8.1 14.07 32.04 20.9 16.31
8816954 0 0.00889715 0.343623719050702 0.341148566211916 2 26 26 NA 2007 2007 2012 2008 2012 18.15 77.95 8.14 13.23 28.98 NA NA
8816955 0.00855437531679906 0.0228593 0.328505063592521 0.331372963824836 1 26 26 NA 2007 2007 2012 2008 2012 18.07 79.75 7.89 13.38 30.5 19.71 14.84
8816956 0.0165695814530349 0.0195482 0.333132799434826 0.333912339578731 1 26 26 NA 2007 2007 2008 2008 2008 19.5 81.4 8.34 13.62 29.53 19.63 14.88
8816957 0 0.0135598 0.337184273366293 0.336013164886779 1.125 26 26 NA 2007 2007 2008 2008 2008 19.45 81.43 8.24 13.58 30.7 19.47 14.67
8816959 0.0113308167586689 0.024273 0.337850454382233 0.334129724527442 2 26 26 NA 2007 2007 2008 2008 2008 18.79 80.53 8.12 13.6 29.87 NA NA
8816963 0.00284269528185429 0.056406 0.334603884691758 0.333307108640162 1 23 23 NA 2007 2007 2008 2008 2008 19.69 78.32 8.42 12.83 30.03 20.2 16.75
8857202 0.0146217557234802 0.0229501 0.335535358013744 0.332009080590238 2 26 26 NA 2000 2001 2005 2001 2005 19.94 77.16 8.38 13.93 34.61 NA NA
8857205 0.0212389413421229 0.0087525 0.33266561818834 0.334002192058005 2 27 27 2001 NA 2001 2005 2002 2005 NA NA NA NA NA NA NA
8857207 0 -0.0249169 0.355708889923339 0.357773978765521 1 26 27 NA 2001 2001 2004 2002 2004 20.47 80.42 8.59 14.07 33.43 20.9 13.9
8857208 0.00246396292845689 0.011385 0.338132567525613 0.338283381054843 2 26 26 NA 2001 2001 2004 2002 2004 19.27 79.98 8.1 14.37 33.55 NA NA
8857210 0.0239543540447363 0.0234699 0.332129583986441 0.332365415710742 2 26 26 2001 NA 2001 2004 2002 2004 NA NA NA NA NA NA NA
8857213 0.00678102204063357 0.0198542 0.336602623895442 0.33312813074497 1 26 26 2001 NA 2001 2002 2002 2002 NA NA NA NA NA NA NA
8857215 0.0647879696756142 0.0754104 0.333688540430113 0.331435415981308 1 38 38 2001 NA 2001 2002 2002 2002 18.09 82.11 8.39 13.4 29.43 20.31 17.44
8857220 0.0442721254321503 0.0601346 0.325105560921761 0.321574051428234 1 27 27 2001 NA 2001 2002 2002 2002 19.43 81.11 8.19 13.7 31.53 21.32 15.87
8857223 0.0199195487524307 0.0287788 0.325995204896751 0.329292895187771 1 28 28 NA 2001 2001 2002 2002 2002 NA NA NA NA NA NA NA
8857226 0.00662285889746658 0.0197649 0.337615306905441 0.335827126964179 2 28 28 NA 2000 2001 2002 2001 2002 19.2 78.41 8.57 14.27 33.78 NA NA
8857230 0 0.0149818 0.336703427983585 0.33623151668779 1 27 27 NA 2001 2001 2002 2002 2002 19.4 82.29 8.12 13.9 29.06 19.29 14.26
8857231 0.00958002542372233 0.0165499 0.336895208027465 0.335680256334584 1 27 27 NA 2000 2001 2001 2001 2001 20.3 82.36 8.24 13.54 31 20.99 15.12
8857232 0.0480437080769017 0.0498666 0.318772977687492 0.320355519576345 2 27 27 NA 2000 2001 2001 2001 2001 19.4 80.41 7.67 13.97 32.88 NA NA
8857233 0.0206323705484027 0.0290456 0.327768149857053 0.330348409727141 2 27 28 NA 2001 2001 2003 2002 2003 19.57 77.41 7.77 13.77 32.88 NA NA
8857237 0 0.0199314 0.329907780661549 0.332782113478169 2 27 27 2001 NA 2001 2010 2002 2010 19.24 77.14 7.87 13.12 33.94 NA NA
8857243 0.0101160682887872 0.0316623 0.328674339653888 0.333563832927148 2 27 27 NA 2001 2001 2002 2002 2002 19.02 78.83 8.32 13.57 33.21 NA NA
8857246 0.00544513431077697 0.00420944 0.339015977262066 0.340975009274561 1 27 27 NA 2000 2001 2002 2001 2002 19.52 81.52 8.13 13.27 31.11 20.73 15.89
8857249 0.0355772517478672 0.0560076 0.319795187910121 0.324052427692489 1 20 20 2001 NA 2001 2002 2002 2002 19.15 79.26 8.18 13.96 31.46 19.21 13.81
8857252 0.00257704591387832 0.0236081 0.340811136848902 0.333662406041082 2 26 26 2001 NA 2001 2005 2002 2005 18.65 76.05 8.18 13.34 30.3 NA NA
8857273 0.0153124965498485 0.0238718 0.334115568316722 0.333794511418376 NA 22 22 NA 2001 2001 2001 NA NA NA NA NA NA NA NA NA
8857274 0.11899456381832 0.179823 0.292011201882447 0.295640947752126 2 38 38 NA 2001 2001 2002 2002 2002 18.44 75.41 8.19 13.45 32.62 NA NA
8857275 0.174902048490902 0.279622 0.292982611291054 0.289667694126589 2 38 38 NA 2001 2001 2002 2002 2002 20.22 79.41 8.59 13.85 32.12 NA NA
8857276 0.179026380090661 0.245004 0.289793710289093 0.286397409190963 2 38 38 NA 2001 2001 2004 2002 2004 19.71 79.14 8.01 13.29 34.49 NA NA
8857277 0 0.00894356 0.347075955394616 0.343783051994754 1 38 38 NA 2000 2001 2001 2001 2001 20.1 82.12 7.81 14.3 31.66 19.95 18.33
8857278 0.0620875326801083 0.101004 0.319407082990596 0.31838869642008 1 38 38 NA 2001 2001 2007 2002 2007 19.53 78.78 8.03 12.9 29.53 18.53 15.6
8857279 0.0987507964725979 0.118614 0.318313841124695 0.312836954229066 2 38 38 NA 2001 2001 2004 2002 2004 18.73 76.69 8.23 13.12 32.91 NA NA
8857281 0.0822798142006651 0.135672 0.309211582425977 0.313683854320883 2 38 38 2001 NA 2001 2003 2002 2003 NA NA NA NA NA NA NA
8857284 0.00538097925602217 0.00601486 0.344382034944386 0.340559612562869 1 38 38 NA 2001 2001 2007 2002 2007 20.62 81.98 8.36 13.75 29.99 20.42 13.64
8857285 0.00732237745581101 0.0100831 0.34986426537774 0.34646956697625 1 38 38 NA 2001 2001 2003 2002 2003 18.75 82.11 7.89 13 29.83 19.79 15.27
8857401 0.00234154472123268 -0.00763851 0.340169917166779 0.3413950618342 2 26 26 2001 NA 2001 2003 2002 2003 19.89 81.1 8.34 14.19 36.57 NA NA
8857404 0.0451369998455425 0.0679974 0.311721985941612 0.31315695630763 2 26 26 2001 NA 2001 2002 2002 2002 NA NA NA NA NA NA NA
8857405 0.004931183346489 0.0227088 0.328082206908738 0.333038056912421 1 332 27 NA 2001 2001 2002 2002 2002 NA NA NA NA NA NA NA
8857407 0.00418288989390094 0.0104394 0.34244019825369 0.337878174643327 2 332 27 NA 2001 2001 2002 2002 2002 NA NA NA NA NA NA NA
8857415 0 -0.00012639 0.342612419700214 0.343258668510104 2 27 27 NA 2000 2001 2001 2001 2001 18.88 78.24 8.05 14.63 30.02 NA NA
8857416 0.00330350981384322 0.0116539 0.340002552280129 0.336971084541677 1 27 27 NA 2001 2001 2002 2002 2002 NA NA NA NA NA NA NA
8857724 0 -0.043055 0.367115403892987 0.370431189266735 1 26 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8857730 0 0.0116544 0.336881280659816 0.337781816608248 2 26 27 2002 NA 2002 2003 2003 2003 19.64 77.13 7.96 12.82 33.77 NA NA
8857739 0.00365977860657932 0.0108387 0.336145934233291 0.336268268473834 2 26 26 NA 2002 2002 2005 2003 2005 18.9 77.03 8.07 13.91 32.38 NA NA
8857740 0.0177657797222148 0.0287577 0.332192933568035 0.331846918991823 1 27 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8857748 0.0172147392876963 0.0389843 0.331034901902283 0.327227451145908 2 26 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8857752 0.0211435122012114 0.0126861 0.335158349166376 0.333952896025333 1 28 28 2002 NA 2002 2005 2003 2005 NA NA NA NA NA NA NA
8857754 0.00752088755878375 0.0212479 0.323350088558076 0.331139112478402 2 27 27 2002 NA 2002 2004 2003 2004 19.28 78 7.9 13.7 33.4 NA NA
8857767 0.00233419897292884 0.000161877 0.347301787034891 0.340997428438936 1 27 27 2002 NA 2002 2005 2003 2005 NA NA NA NA NA NA NA
8857778 0.0126542538823974 0.027229 0.330437615975965 0.332700502046155 1 28 27 2002 NA 2002 2003 2003 2003 20.11 82 8 13.8 31 19 14.53
8857780 0.00985495535763574 0.0242086 0.329666929999503 0.334073354999367 2 28 28 2002 NA 2002 2007 2003 2007 20.67 79.77 8.38 14.66 36.52 NA NA
8857946 0.00504838738415826 0.00501715 0.342393764421431 0.3403390402294 1 27 24 2002 NA 2002 2006 2003 2006 20.52 80.01 8.22 14.17 33.43 21.44 16.3
8866704 0 -0.00949898 0.343474324577965 0.34292220113852 1 27 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8866710 0 0.0172832 0.338618665752925 0.338758033595419 1 28 28 2002 NA 2002 2009 2003 2009 19.59 79.38 8.46 13.93 29.4 20 16.41
8866716 0.00290761551872406 0.00811013 0.341762673130578 0.340740301139447 2 26 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8866718 0 -0.00219009 0.341084752940914 0.343449839346134 2 26 26 2002 NA 2002 2003 2003 2003 20.54 80.02 7.96 13.99 32.62 NA NA
8866720 0 -0.080322 0.392216543311073 0.395884424612321 2 26 26 2002 NA 2002 2004 2003 2004 NA NA NA NA NA NA NA
8866730 0.0116032215916028 0.00938075 0.33972053241393 0.335815728591452 NA 20 20 2002 NA 2002 2002 NA NA NA NA NA NA NA NA NA
8866741 0.0241496941075184 0.0280007 0.330801251015615 0.328294857181742 2 26 28 2002 NA 2002 2006 2003 2006 19.84 75.94 8.39 13.09 32.83 NA NA
8866745 0 0.0137027 0.344046929565512 0.341147704765744 1 26 26 2002 NA 2002 2005 2003 2005 20.15 82.54 8 13.64 31.4 20.63 16.4
8866750 0.115704280723893 0.151122 0.287022867024303 0.292028600130001 1 20 20 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8866751 0.00946892098062679 0.0205288 0.335508230384526 0.337041222507084 1 27 27 NA 2001 2002 2002 2002 2002 20.15 82.11 8.29 14.4 32.13 21.39 16.04
8866752 0.00914827688092968 0.028663 0.330268089263734 0.333653756967106 2 27 27 NA 2001 2002 2002 2002 2002 18.54 80.11 8.23 13.85 30.14 NA NA
8866754 0.00224927468933879 0.00286181 0.34086806763045 0.339596387218647 1 27 27 NA 2001 2002 2007 2002 2007 20.36 82.2 8.15 14.16 32.66 20.15 17.07
8866766 0.101404010800436 0.106913 0.289383533214161 0.30576415668764 2 27 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8866773 0 0.0112986 0.35111587177137 0.350597542359301 2 38 38 2002 NA 2002 2003 2003 2003 19.55 82.02 8.46 13.09 34.82 NA NA
8866783 0.00641812895701633 0.0159515 0.335706873330242 0.337192926234831 2 27 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8866786 0.00566433712437347 0.009086 0.335426434934363 0.33615983665342 1 27 27 2002 NA 2002 2004 2003 2004 20.18 80 8.1 14.1 30.7 20.54 16.67
8866789 0.0124466709057756 0.012256 0.333775039201396 0.335104857350138 2 27 27 2002 NA 2002 2007 2003 2007 20.1 80.18 8 13.93 32.08 NA NA
8866790 0.0131580716492484 0.0294349 0.33057326598769 0.334612368125891 1 27 27 NA 2001 2002 2002 2002 2002 19.67 82.38 7.78 13.11 31.13 20.7 16.07
8866791 0 0.0128117 0.33772798763831 0.335888031701868 1 27 27 NA 2001 2002 2002 2002 2002 19.45 80.5 8.08 13.35 33.6 20.23 17.32
8866792 0.065289929143043 0.083214 0.312150120904965 0.310643825332962 2 27 27 NA 2002 2002 2003 2003 2003 20.23 81.05 8.21 13.98 32.43 NA NA
8866795 0.0061354706837416 0.0182382 0.333344376345867 0.337028319793486 1 28 28 2002 NA 2002 2003 2003 2003 19.34 79.19 7.92 13.68 29.83 20.36 15.71
8866799 0.0102988265713643 0.0251169 0.334975015873892 0.336269076000304 1 28 28 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8866800 0.0167724640252361 0.0258197 0.332834436061988 0.335203732923814 2 20 20 NA 2001 2002 2002 2002 2002 20.2 77.55 7.81 13.79 30.08 NA NA
8887035 0.00290030256393944 0.0198349 0.341758660488952 0.343338368197659 1 23 23 NA 2002 2002 2003 2003 2003 18.85 80.86 8.06 13.79 32.1 20.54 15.77
8887037 0.00721924183788436 0.011726 0.337349264176642 0.335953231019137 2 35 35 NA 2002 2002 2003 2003 2003 NA NA NA NA NA NA NA
8887130 0.0431567085319664 0.063014 0.318419642314513 0.323728069434829 2 24 24 NA 2001 2002 2004 2002 2004 NA NA NA NA NA NA NA
8887205 0.0183781440376627 0.0165652 0.331221734503857 0.333855706431966 2 26 26 2002 NA 2002 2006 2003 2006 19.66 76.41 7.85 13.69 31.57 NA NA
8887206 0 0.000186995 0.338874673208963 0.339285562731802 2 26 26 2002 NA 2002 2007 2003 2007 20.05 77.23 8.06 13.9 34.43 NA NA
8887207 0 0.0164656 0.339256168620963 0.33976353979906 NA 26 26 2002 NA 2002 2002 NA NA NA NA NA NA NA NA NA
8887210 0.0074394175258842 0.00926163 0.341055042065612 0.337503698381166 1 26 26 2002 NA 2002 2005 2003 2005 19.64 82.86 8.06 14.79 34.7 21.69 15.77
8887211 0 -0.00815004 0.345249556202316 0.345000127645452 2 26 26 2002 NA 2002 2003 2003 2003 19.21 79.94 8.16 14.04 34.51 NA NA
8887220 0.00711847828451417 0.0185296 0.329706190085683 0.331791537703387 1 26 26 2002 NA 2002 2003 2003 2003 19.72 80.83 8.28 14.65 30.37 19.76 14.7
8887226 0.00402457371431095 -0.000161309 0.342734457788767 0.343306489016317 1 27 27 2002 NA 2002 2004 2003 2004 19.86 80.96 7.98 13.98 33.41 20.04 16.07
8887230 0.0935485418962896 0.104861 0.299859213250518 0.302932145628775 2 27 27 NA 2002 2002 2004 2003 2004 19.41 78.2 7.89 13.27 35.36 NA NA
8887232 0.00497151937512168 0.0302287 0.336873146568148 0.337073627551063 1 27 27 NA 2002 2002 2003 2003 2003 20 82 8.2 13.9 34 19.42 14.53
8887233 0.00497151937512168 0.00970191 0.339771642375846 0.342073535735062 1 27 27 NA 2002 2002 2004 2003 2004 20.13 82.8 7.94 13.65 33.08 21.26 15.86
8887238 0.00841389881166124 0.0249198 0.332691299428792 0.334266465424926 1 22 22 NA 2002 2002 2007 2003 2007 NA NA NA NA NA NA NA
8887240 0.00462026799082525 0.00407538 0.344490187854573 0.339051777916407 1 22 22 NA 2002 2002 2004 2003 2004 NA NA NA NA NA NA NA
8887241 0.0160572373711884 0.0411852 0.329841082340213 0.328886340254001 1 22 22 NA 2002 2002 2005 2003 2005 NA NA NA NA NA NA NA
8887245 0.0713055723075783 0.122806 0.304407120298593 0.298645091620828 1 22 22 NA 2002 2002 2004 2003 2004 NA NA NA NA NA NA NA
8887249 0.00696427222599894 0.0116523 0.332643430747578 0.337920102527782 1 27 27 2002 NA 2002 2003 2003 2003 18.67 78.28 8.34 13.92 30.25 20.46 15.03
8887262 0.00431184494262173 0.0141376 0.342311237744071 0.346530169282961 1 38 38 2002 NA 2002 2005 2003 2005 NA NA NA NA NA NA NA
8887264 0.100649213299871 0.133513 0.309756852001193 0.309086305127664 1 38 38 2002 NA 2002 2007 2003 2007 18.7 78.68 7.91 13.16 29.52 19.34 14.74
8887266 0.271001270311623 0.501659 0.24480112115912 0.240458433404964 2 38 38 NA 2002 2002 2005 2003 2005 19.02 77.98 7.91 12.39 31.45 NA NA
8887267 0.0148273710889492 0.0180386 0.335888324592574 0.335407502469584 1 28 28 NA 2002 2002 2006 2003 2006 18.94 81.65 8.19 13.46 32.87 19.32 15.02
8887277 0.0275840500630237 0.0451868 0.317277810590463 0.321200877045033 2 27 27 NA 2002 2002 2004 2003 2004 NA NA NA NA NA NA NA
8887278 0.0242494957176583 0.0343175 0.331392300262177 0.327767517561835 1 27 27 NA 2002 2002 2003 2003 2003 18.98 80 7.8 13.5 33 19.84 15.45
8887279 0.0537755779885089 0.115142 0.294804739067226 0.301075268817204 1 27 27 NA 2002 2002 2004 2003 2004 18.99 80.46 7.88 13.68 32.77 20.68 17.12
8887281 0 0.0110385 0.340750022078954 0.340989771740322 1 27 27 NA 2002 2002 2005 2003 2005 NA NA NA NA NA NA NA
8887283 0.0135953185720958 0.0216271 0.334188741721854 0.334218490511958 2 27 27 NA 2002 2002 2005 2003 2005 19.69 77.51 8.61 14.44 32.32 NA NA
8887286 0.0729080822798142 0.0728895 0.321447111189653 0.317409685830738 2 27 27 NA 2002 2002 2007 2003 2007 17.42 77.67 7.9 13.9 32.53 NA NA
8887290 0 0.0120423 0.337421348934761 0.340272859118351 NA 27 27 NA 2002 2002 2003 2003 2003 NA NA NA NA NA NA NA
8887291 0.00698657181906416 -0.0143716 0.340616512464946 0.341246215730754 2 27 24 NA 2002 2002 2005 2003 2005 NA NA NA NA NA NA NA
8887310 0.00801653973935055 0.0066278 0.337786069926364 0.336861458535392 2 27 27 2002 NA 2002 2003 2003 2003 19.74 77 8.4 12.7 37.4 NA NA
8887311 0.0963908655182595 0.109062 0.301841561626584 0.300227048287853 NA 27 27 2002 NA 2002 2002 NA NA NA NA NA NA NA NA NA
8887315 0.00444043926263116 0.00440724 0.337747540458967 0.337623804105028 1 28 28 NA 2001 2002 2007 2002 2007 19.38 80.34 8.32 13.89 29.43 20.22 17
8887316 0 0.0138014 0.334502084426162 0.336876829751871 2 28 28 NA 2001 2002 2003 2002 2003 18.7 78.55 8.01 14.18 30.88 NA NA
8887318 0.0266133618943023 0.0331857 0.3346434525321 0.332141351100616 1 28 28 NA 2002 2002 2007 2003 2007 NA NA NA NA NA NA NA
8887319 0.00718761795418942 0.00757477 0.34115411806292 0.340820493781325 1 28 28 2002 NA 2002 2003 2003 2003 20.06 78.5 8.18 13.75 30.3 20.11 17.13
8887324 0.00711587666532323 0.024739 0.331423145295748 0.335787724669585 1 28 28 2002 NA 2002 2005 2003 2005 18.94 79.48 8.06 13.16 28.61 17.81 15.09
8887335 0.0127237761431302 0.0338762 0.326581435916269 0.326917171858961 1 26 26 2002 NA 2002 2008 2003 2008 19.53 80.62 7.99 14.17 30.78 20.1 16.34
8887341 0.00903545624366197 0.00838477 0.343309946620887 0.339284358950573 1 20 20 NA 2001 2002 2003 2002 2003 19.61 85.28 7.89 13.53 31.83 19.73 15.16
8887342 0.104434350599231 0.116836 0.302402138671174 0.301115743632159 1 27 27 2002 NA 2002 2005 2003 2005 19.06 79.89 7.89 13.6 27.33 19.06 15.62
8887344 0.00517879627889751 0.0170483 0.329150387391563 0.334552934630495 1 27 27 2002 NA 2002 2004 2003 2004 19.64 81.98 8.2 13.89 32.46 20.24 17.12
8887345 0.00229909897619726 -0.00279981 0.339672203520777 0.339977235361072 1 27 27 2002 NA 2002 2003 2003 2003 19.98 78 8.2 14 30.6 18.62 14.24
8887346 0.00229909897619726 0.00149194 0.342638023250674 0.340959746048899 1 27 27 2002 NA 2002 2003 2003 2003 19.08 81.98 8.31 13.65 32.78 20.14 14.25
8887349 0.0063906370567423 0.0144796 0.334286392413797 0.338558971850702 1 27 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8887352 0.00227604513219013 0.00587498 0.340703861523856 0.339191742005127 1 27 27 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8887353 0 -0.0367638 0.362579695069571 0.364992403253195 1 26 27 NA 2002 2002 2004 2003 2004 18.93 82.21 8.16 12.77 33.86 19.85 16.02
8887354 0.00220045607040288 0.00773745 0.338019752676571 0.337674308474204 2 26 27 NA 2002 2002 2003 2003 2003 NA NA NA NA NA NA NA
8887356 0.270498436350348 0.37565 0.238920607144637 0.234632144519186 2 38 38 NA 2002 2002 2004 2003 2004 NA NA NA NA NA NA NA
8887357 0.016641617883574 0.0288993 0.350187659843008 0.343670430994375 1 38 38 NA 2002 2002 2005 2003 2005 18.66 83.82 8.2 13.55 30.45 20.41 14.58
8887358 0.170260672404877 0.199291 0.282385236982662 0.283345288830752 2 38 38 NA 2002 2002 2006 2003 2006 19.21 79.71 8.18 14.17 29.6 NA NA
8887360 0.00788297173559373 0.0189738 0.33766694571804 0.340273954036036 2 38 38 NA 2002 2002 2004 2003 2004 18.53 79.18 7.88 13.09 30.02 NA NA
8887368 0.00719256977559067 0.00774903 0.338659116747795 0.338914885544454 2 27 27 2002 NA 2002 2005 2003 2005 NA NA NA NA NA NA NA
8887370 0.00300930822180531 0.0047942 0.33345294747651 0.337392785757057 2 27 27 2002 NA 2002 2004 2003 2004 20.19 75.78 8.37 13.43 23.6 NA NA
8887373 0.0038173405352274 0.00589201 0.333584767525056 0.337593328643949 1 26 26 2002 NA 2002 2008 2003 2008 20.24 79.4 8.15 14.7 33.06 19.47 16.39
8887379 0 -0.0160611 0.351416550431025 0.350424584816392 1 26 26 2002 NA 2002 2007 2003 2007 19.84 82.09 8.49 13.73 33.22 19.45 15.59
8887385 0 0.0227372 0.336698363555949 0.336143326547678 1 20 20 NA 2001 2002 2009 2002 2009 20.14 82.01 7.9 13.79 33.75 20.57 16.31
8887396 0.0756605516591389 0.106519 0.334220479832142 0.324960978696478 1 38 38 2002 NA 2002 2003 2003 2003 NA NA NA NA NA NA NA
8887399 0.0389649315943586 0.0668403 0.33225083120699 0.329600594087814 1 38 38 2002 NA 2002 2004 2003 2004 18.43 77.97 7.72 12.73 27.5 20.38 17.09
8887406 0.0267304347578947 0.0439091 0.343691606868414 0.338041256272068 2 38 38 NA 2002 2002 2007 2003 2007 19.07 77.62 8.15 13.4 31.17 NA NA
